,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-כן!,- Yes ,-Yes!,100
1,"-ד""ר פין ",Dr Fin ,-Dr. Finn,92
2,"-מה שלומך ד""ר ",- How do you do Doctor ,"- How are you, Dr.?",65
3,ביקרת את אישתך ,- You've just seen your wife ,You visited your wife,72
4,-כן נפרדתי ממנה ,Just said goodbye well au revoir ,"- Yes, I said goodbye to her",60
5,-לא לאורך זמן אל תדאג ,Just for a time but don't worry ,- Not for long Do not worry,61
6,-כן ,- Yes ,-Yes,100
7,ערב טוב מייג'ור ,- Evening Major ,Good evening Major,84
8,-ערב טוב ,- Evening Major ,-good evening,72
9,האמפשיר ניצחו ,Hampshire won Did it ,The Hampshire won,81
10,-טוב מאוד ,Good ,-Very Good,62
11,הם יוציאו אותה מחר ,They're taking it out tomorrow ,They'll take her out tomorrow,75
12,האמנם ,Oh isn't that good ,is that so,64
13,-את הציפורן (גם:,- The nail ,-The nail (also:,76
14,-מה ,- What ,-what,100
15,הם ינתחו אותה מחר ,Not her the nail They won't have operated till tomorrow ,They will operate on her tomorrow,66
16,-איפה היא מצאה מסמר ,How did she get a nail in her ,- Where did she find a nail?,63
17,כבר אמרתי לך מנתחים את הבוהן שלה ,I told you she's having her toenail out ,I already told you to operate on her toe,61
18,-בדיוק ,- Exactly ,-exactly,100
19,-ככל הנראה כן ,- Apparently yes ,- Probably yes,62
20,היא לא תיעדר זמן רב נכון ,- She won't be away for long will she - No no no ,She will not be absent for long right,67
21,-לא אלא אם הם יעשו טעות ,- Not unless there's a serious mistake ,-Not unless they make a mistake,73
22,-מי -אלסי ,- Elsie ,-Mi-Elsie,77
23,אלסי עזבה לפני כמה שנים ,She left a couple of years ago Major ,Elsie left a few years ago,61
24,-מוזר לא ראיתי אותה אתמול ,- Funny I thought I saw her yesterday ,- Strange I did not see her yesterday,63
25,אביה היה בנקאי ,- Father was a banker ,Her father was a banker,90
26,-באמת!,- Really ,-really!,100
27,אני לא זוכר את שם הבנק ,- Don't remember the name of the bank - Never mind ,I do not remember the name of the bank,86
28,-לא משנה -די חיבבתי אותה לקחתי אותה איתי לראות את הודו ,I must have been keen on her because I took her to see India!,- No matter - I quite liked her I took her with me to see India,62
29,-באיצטדיון ,- The nail ,- In the stadium,64
30,לסארי הייתה חצי שעה בלבד היא הלכה לפדר את ידיה או משהו כזה  ,Now Surrey had to get 33 in half an hour and she went off to powder her hands or something ,Sari only had half an hour she went to powder her hands or something,76
31,נשים ,- Women  ,women,100
32,"""לא לא!"" אמרתי לה ""הכושים זה אלה מהאיים ""האנשים האלה הם הודים """,No no I said niggers are the West Indians these people are wogs!,"""no no!"" I told her ""the Negroes are the ones from the islands"" these people are Indians """,67
33,"""לא לא!"" היא אמרה ""כל שחקני הקריקט הם כושים """,No no she said all cricketers are niggers ,"""no no!"" She said ""all cricketers are Negroes""",93
34,הן מתבלבלות ,They do get awfully confused ,They are confused,67
35,הן לא חושבות ,They're not thinkers ,They do not think,76
36,אני רואה את זה אצל סיביל ,I see it with Sybil every day ,I see it in Sybil,65
37,לו רק זכרתי מה שמה הארנק שלי אצלה ,I wish I could remember her name she's still got my wallet ,If only I could remember what my wallet was called,63
38,-מי -נשים ,- No women!,-Who -Women,82
39,כן!,Oh yes ,Yes!,67
40,חשבתי שדיברת על ההודים ,I thought you meant Indians ,I thought you were talking about the Indians,70
41,"-לא כפי שאמר אוסקר ויילד ""השכל שלהן דומה לגבינה שוויצרית ""","No wasn't it Oscar Wilde who said ""They have minds like Swiss cheese"" ","- Not as Oscar Wilde said ""their mind is like Swiss cheese""",79
42,לא לא מלא חורים ,Hard - No full of holes ,No not full of holes,78
43,-כן של ההודים ,- Indians - No women!,-Yes of the Indians,65
44,-לא של הנשים ,- No women!,- Not of the women,67
45,כן אפשר לעזור לך ,- Can we help you ,Yes I can help you,85
46,הנה 3 שנים במכללה והיא לא יודעת מה השעה ,Three years at college she doesn't know the time of day ,Here's 3 years in college and she does not know what time it is,64
47,מה את מחפשת ,- What are you looking for ,What are you looking for,100
48,-ספר ללימוד גרמנית ,- My German book ,- A book for learning German,60
49,-גרמנים ,- Germans ,- Germans,100
50,באים הנה ,Coming here ,Come here,80
51,-אני לא מחבב את הגרמנים ,I hate Germans love women ,- I do not like the Germans,60
52,-את הגרמנים -לא נשים ,I hate Germans love women ,-The Germans -Not women,74
53,אני שונא את הגרמנים אני אוהב נשים ,I hate Germans love women ,I hate Germans I love women,96
54,מה עם נשים גרמניות ,What about German women ,What about German women,100
55,-הן יודעות לשחק קלפים אבל לא הייתי מבזבז את זמני עליהן ,Good card players but I wouldn't give them the time of day ,-They know how to play cards but I would not waste my time on them,65
56,מצאתי!,Found it ,Found!,77
57,-אני לא מבין למה את טורחת ,I don't know what you're bothering with that for ,- I do not understand why you're bothering,68
58,הם אמרו שלא כולם דוברי אנגלית ,- They said some of them didn't speak English ,They said not everyone spoke English,61
59,-זו הבעיה שלהם לא ,They're not thinkers ,- This is not their problem,67
60,אני לא מבין למה היא חייבת לסבך הכול ,I don't know why she's got to complicate everything ,I do not understand why she must complicate everything,74
61,פולי!,Polly!,Foley!,60
62,פולי!,Polly!,Foley!,60
63,מנואל!,Manuel! Oh ,Manuel!,80
64,זה מה שאני עושה מטומטמת!,I was just doing it you stupid woman ,That's what I do stupid!,61
