,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,תני לי 30 000 יין ,You give me 30 000 yen ,"Give me 30,000 yen",90
1,אתן לך את המתכון הסודי ,I give you the secret of his soup ,I'll give you the secret recipe,72
2,החנות שלי היא לידך ,My shop is next door ,My store is next to you,60
3,תחזרי לי הלילה עם הכסף,Tonight come back with the money ,Come back to me tonight with the money,91
4,הלו ,Hello ,Hello,100
5,בואי בדרך הזו  ,Come this way ,Come this way,100
6,-לאן ,- Where to ,-where,77
7,-פה ,- Where to ,-Here,67
8,פה ,- Where to ,Here,67
9,לאן אנחנו הולכים ,Where are we going ,where are we going,100
10,לשם שם ,There there ,There name,67
11,מה קורה ,What's happening ,What's going on,65
12,את יכולה ללמוד הכנת מרק כאן ,You can't learn soup-making here ,You can learn how to make soup here,87
13,תתבונני כאן ,Look through here ,Look here,69
14,הי למה לא סיימת את זה ,Hey why didn't you finish it ,Hi why did not you finish it,89
15,מצטערת אבל אני מלאה ,Sorry but I'm full ,Sorry but I'm full,100
16,מה ,What ,what,100
17,למה הזמנת את זה אם אינך רעבה טמבלית ,Why did you order it if you're not hungry you jerks ,Why did you order it if you're not stupidly hungry,81
18,למה באת לפה ,Why did you come here ,Why did you come here?,100
19,אנחנו בעסק הזה ארבעים שנה ,We've been in this business for 40 years ,We've been in this business for forty years,89
20,לא צריכים הערות ממתחילים  תתנצלי עכשיו ,We don't need comments from beginners Apologize right now ,No need for beginner comments apologize now,80
21,או שתגמרי את המרק לחלוטין לפני שאת הולכת ,Or finish every drop of our soup before you go ,Or you can finish the soup completely before you go,72
22,עכשיו אנחנו לא יכולים לעזוב ללא המילה האחרונה לא ,Now we can't leave without a last word can we ,Now we can not leave without the last word no,84
23,לא סיימתי את המרק בגלל שלא יכולתי ,I didn't finish the soup because I couldn't ,I did not finish the soup because I could not,84
24,הוא מסריח!,It stinks!,It stinks!,100
25,המרק יש טעם כמו צלעות יותר מדי מבושלות ,The soup tastes like overcooked pork bones ,The soup tastes like overcooked ribs,85
26,הירקות שהשתמשת להחביא את הסירחון מהצלע די מתוקות ,The vegetables you use to hide the pork stink are too sweet ,The vegetables you used to hide the stench from the rib are pretty sweet,81
27,הקומבו חזק מדי ,The kombu is too strong ,The combo is too strong,78
28,כן ואתה משתמש בסרדין מיובש ,Yeah and you use dried seguro sardines ,Yes and you use dried sardines,85
29,חובבן כמוך לעולם לא יוכל להעריך את האטריות שלי!,You stupid amateurs could never appreciate my noodles!,An amateur like you will never be able to appreciate my noodles!,76
30,אבל אנשים שאוכלים אטריות הם כולם חובבנים ,But people who eat noodles are all amateurs ,But people who eat noodles are all amateurs,100
31,אז מה גורם חובבני אטריות שלא יכולים להעריך ,So why make noodles amateurs can't appreciate ,So what makes noodle lovers who can not appreciate,72
32,היא צודקת ,She's right ,she is right,78
33,אתה נותן לעיסה לשבת יותר מדי זמן ,You let the dough sit too long ,You let the chew sit for too long,83
34,זה מריח כמו סודה ,It smells like soda ,It smells like soda,100
35,אחרי שיורד גשם תקל עם הסודה ,After it rains go easy on the soda ,After it rains you will lighten with the soda,63
36,והצלעות היותר מדי מבושלות שלך הן כמו קרטון ,And your overcooked pork is like cardboard ,And your overcooked ribs are like cardboard,85
37,הפה הגדול והארור שלך!,You goddamn big mouths!,"Your big, damn mouth!",88
38,את חושבת שאת עושה יותר טוב!,You think you make better noodles!,You think you're doing better!,74
39,אנחנו רק עושים אטריות נורמליות בדרך נורמלית ,We just make normal noodles in a normal way ,We only make normal noodles in the normal way,82
40,נבוא ננסה את האטריות הנורמליות שלך ,We'll come try your normal noodles ,Let's try your normal noodles,79
41,נהיה שם בבוקר ,We'll be there in the morning ,We'll be there in the morning,100
42,מוטב שיהיה טוב אחרת  הצלע בסדר ,It'd better be good or else The pork is okay Is the water boiling ,It's better to be good otherwise the rib is fine,64
43,הנה ,Here ,here,100
44,איך המרק ,How's the soup ,How the soup,92
45,-אוי לא !,- Oh God!,-Oh no !,73
46,נתתי למרק לרתוח ,I let the soup boil ,I let the soup boil,100
47,-זה לא צלול ,- It's not clear ,- It's not clear,100
48,-מה נעשה ,- What can we do ,-what should we do,65
49,-הם באים ,- They're coming ,-they are coming,76
50,-אמא הם כאן !,- Mom they're here!,"- Mom, they're here!",100
51,טוב בוא נאכל את האטריות הנורמליות שלך ,Okay let's have some of your normal noodles ,Well let's eat your normal noodles,75
52,-חכה רגע ,- Wait a minute ,-Wait a moment,77
53,-לחכות ,- Wait ,-wait,100
54,זה לא ייקח זמן  לא עכשיו נאכל!,It won't take long No we want it now ,It will not take time not now eaten!,65
55,הבטחה זו הבטחה ,A promise is a promise ,This promise is a promise,85
56,מה הריח הזה ,What's that smell ,What's that smell?,100
57,תני לי לראות את המרק  תניח לאמא שלי!,Let me see the soup Leave my mom alone!,Let me see the soup and let my mom!,89
58,חדל!,Stop it!,Stop!,73
59,אוה לעזאזל!,Oh damn it!,Oh damn!,82
60,- סגור היום שוב פעם אה ,"""Closed Today"" Closed again eh ",- Close today again once ah,75
61,זה לא טוב לעסקים  אז עדיין לא הולך לך עם המרק  ,It's not good for business So you still can't get the soup right ,It's not good for business so still not going you with the soup,83
62,נצטרך להיעזר במסטר הזקן ,We'll just have to ask the old master ,We'll have to get help from the old master,76
63,הנה הם ,There they are ,Here they are,96
64,בואו ,Come on ,Come,73
65,שלום שלום ,Hello hello ,Hello Hello,100
66,בואו ,Come on ,Come,73
67,היי!,Hey!,Hey!,100
68,בואו ,Come on ,Come,73
69,בואו תאכלו איתנו ,Come share our meal ,Come eat with us,63
70,זה המסטר שלנו ,This is our master ,This is our master,100
71,הוא היה רופא ,He was a doctor ,He was a doctor,100
72,בזמן שהוא הכין אטריות בשביל הכיף  שותפו גנב לו את האישה  ומתאמן ,While he was selling noodles for fun his partner stole his wife and practice ,While he was making noodles for fun his partner stole his wife and practiced,89
73,בישול צרפתי זה מאבק קבוע עם כוויות ,French cooking is a constant battle with burns ,French cooking is a constant struggle with burns,83
74,אבל מה זה ,But what is it ,But what is this,87
75,זו תערובת ,It's a real find ,It's a mixture,67
76,הבסיס הוא נאדה יבשה למחצה ,The base is a semi-dry Nada ,The base is a semi-dry nada,100
77,אך ערבבנו את זה טיפונת ,But we blended it quite a bit ,But we mixed it up a bit,68
78,הוא למד את זה במשך 15 שנים ,He's been studying this for 15 years ,He studied it for 15 years,71
79,זה פרוסת חזיר מקיטארו אבל היא לא מומלצת לטעמי ,It's a pork cutlet from Kitaro But I can't recommend it ,It's a slice of pork from guitar but it's not recommended for my taste,66
80,האיכות שלהם מתדרדרת ,Their quality has gone down ,Their quality is deteriorating,70
81,הם נוהגים להשתלמש בחזיר טוב מקגושימה ,They used to use good pork from Kagoshima ,They use a good pork from Kagoshima,87
82,אבל עכשיו לא ,But not now ,But not now,100
83,עכשיו הם אפילו משתמשים במכונות עם הכרוב הסחוט ,Now they even use machines to shred cabbage ,Now they even use machines with the squeezed cabbage,82
84,אין יותר נשמה באוכל ,No more soul in their food ,There is no more soul in food,91
85,למרות שפעם זה היה טוב ,It used to be good though ,Although it used to be good,69
86,הם נוטים להיות טרחניים ,They tend to be fussy ,They tend to be troublesome,62
87,מה בקשר ליין ,But what is it ,What about the line,73
88,1980 מזג האוויר היה איום ב וזו היתה שנה איומה לבורדו ,The weather was bad in 1980 and it was a bad year for Bordeaux ,1980 The weather was terrible in and it was a terrible year for Bordeaux,81
89,למחרת הייתי בסימטה מאחורי צ'אט קווי פורשה ומצאתי כמה בקבוקים ריקים  כולל השאטו היוצא מן הכלל הזה ,The other day I was in the alley behind Chat Qui Pêche  and found some empty bottles  including this particular Chateau Pichon Lalande ,The next day I was in the alley behind the Porsche chat lines and found some empty bottles including this outstanding chat,80
90,אז הבאתי את זה הביתה ויצקתי את זה ,So I brought it home and decanted it ,So I brought it home and poured it,77
91,קליל אבל יציב  הזנב שמגרגר בגרוני היה כל כך ארוך ,Light but firm  The tail that trailed down my throat was so long ,The light but steady tail that gurgled in my throat was so long,78
92,אתה לא אוכל הרבה ילד ,You're not eating much sonny ,You do not eat much child,60
93,רוצה שאכין לך משהו ,Can I fix you something ,Want me to make you something,62
94,מה אתה רוצה ,What do you want ,What you want,90
95,-חביתת אורז !,- A rice omelet ,- Rice omelet!,92
96,אני אסירת תודה מסטר ,I'm so grateful master ,I'm grateful Master,93
97,איזה יופי ,What a stink ,What a beauty,64
98,המלמד שלנו מלמד ,Our teacher's teachings,Our teacher teaches,86
99,איך הזמן עובר  בגן הבקיאות הזה ,Time flies swiftly In this garden of learning,How time passes in this proficiency garden,60
100,אחרי כל השנים הללו ,After all these years,After all these years,100
101,אנחנו חייבים להיפרד  להתראות ,We must part Goodbye,We must say goodbye,87
102,מה תפסת ,What did you catch ,What did you catch,100
103,צדפות  תני לי לראות ,Oysters Let me see ,Oysters let me see,100
104,תמכרי לי אחד ,Sell me one ,Sell ​​me one,100
105,שאפתח את זה ,Shall I open it ,I'll open it,67
106,תן לי לעזור ,Here let me help ,Let me help,81
107,זה מדגדג ,It tickles ,It's tickling,70
108,אלוהים איזה מורסה ענקית ,God what a huge abscess ,God what a huge abscess,100
109,איזה סירחון!,What a stink ,What a stench!,80
110,הרחת את זה ,Didn't you smell it ,You smelled it,73
111,חשבתי שאני אקיא ,Whew! I thought I'd vomit ,I thought I would vomit,81
112,אתה יכול לאכול עכשיו את הכל ,You can eat anything now ,You can eat everything now,64
113,אבל תתחיל עם משהו רך ,But start with something soft ,But start with something soft,100
114,"""אני אוכל רק אוכל טבעי""","""I only eat natural food""","""I only eat natural food""",100
115,"""אל תתנו לי חטיפים או ממתקים""","""Do not give me sweets or snacks""","""Do not give me snacks or sweets""",100
116,"""מסר מאמא""","""A message from my mother""","""Message from Mom""",80
117,אתה רוצה את זה ,Do you want this ,you want it,74
118,זה טוב ,It's good ,It is good,74
119,בבקשה ,Welcome!,you are welcome,64
120,הקשיבו בזהירות ,Listen carefully ,Listen carefully,100
121,האטריות הם דברים סינרגים ,Noodles are synergetic things ,Noodles are synergistic things,95
122,אל תשכחי את זה ,Don't forget that ,Do not forget it,79
123,בואי נסקור את הכללים הבסיסיים להכין מרק ,Let's review the basic rules of soup ,Let's review the basic rules of making soup,91
124,עופות מתקלקלות מהר ,Fowl spoils quickly ,Birds spoil quickly,74
125,אז להשתמש בעוף הכי טרי ,So use only the freshest chicken ,So use the freshest chicken,92
126,גם עוף וגם חזיר בעלי ריח חזק ,Both chicken and pork have strong smells ,Both chicken and pork have a strong odor,82
127,אז קודם להרתיח אותם ,So parboil them first ,So first boil them,67
128,ואז תשטפי אותם עם מים קרים ,Then rinse them well in cold water ,Then rinse them with cold water,86
129,אל תחתכי את הירקות ,Don't cut the vegetables ,Do not cut the vegetables,94
130,הנקודה העיקרית היא החום ,The main point is heat ,The main point is the heat,92
131,אך לעולם לא נותן לרתיחה מלאה כמו זה ,But never allow it to come to a full boil like that ,But never gives a full boil like this,70
132,אם תרתיחי את זה המרק לעולם לא יהיה חלק ,If you boil it the soup will never clear ,If you boil it the soup will never be smooth,81
133,היום היתה לי תוספת מסקרנת ביותר ,Today I have a most interesting addition ,Today I had a very intriguing addition,74
134,זה  סליחה ,See that ,That's sorry,60
135,הנה 14 המנות שלך לאטריות מורי ,Here's your 14 servings of mori noodles ,Here are your 14 servings of Mori noodles,92
136,ברוכים הבאים!,Welcome!,Welcome!,100
137,נחמד לראות אותך אדוני ,How nice to see you sir ,Nice to see you sir,90
138,בבקשה בדרך הזו ,Please come this way ,Please in this way,84
139,הם כמעט תפסו אותך בפעם הקודמת ,They almost got you last time ,They almost caught you the last time,86
140,אני רק הולך לבנק עכשיו ,I'm just going to the bank now ,I'm just going to the bank now,100
141,בוא שוהיי ,Please come this way ,Come stay,62
142,קמונמבן אחד פה ,Shohei come here!,One Commonwealth here,65
143,טמפורה אחת פה ,One tempura soba here ,One tempura here,86
144,ושירוקו אחד ,And one shiruko ,And whistled one,65
145,בשבילך ,All for you ,For you,78
146,יופי עשינו את זה ,Good we've done it ,Well we did it,62
147,בעבור שהצלת את חיי  אני מזמינה אותך לספון מיוחד ,In thanks for saving my life  I'd like to treat you to some special suppon ,For saving your life I invite you to a special soap,68
148,רק מגע של מלח היום שוהיי ,Just a touch more salt today Shohei ,Just a touch of salt today stay,82
149,כן אדוני ,Yes sir ,Yes sir,100
150,רוצה לראות ,See that ,Want to see,74
151,זה מאגם חמנה ,Is it from Lake Hamana ,It's from Hamana Lake,88
152,תיזהרי גברת ,Watch out ma'am ,"Watch out, lady",76
153,היזהרי לספון יש שיניים כמו של תער ,Be careful Suppon have teeth like razors ,Beware the spoon has razor-like teeth,78
154,זה יכול לנשוך בחלקות את האצבע שלך ,They can bite your finger clean off ,It can smoothly bite your finger,75
155,רק אם את הורגת אותו במכה אחת  השרירים מתכווצים הדם נקפא וזה לא טעים ,Unless you kill it in one stroke  the muscles contract the blood congeals and it won't taste as good ,Only if you kill him with one blow do the muscles contract and the blood freezes and it is not tasty,69
156,מאז שמצילי בצרות אני מרגישה שאני חייבת לעשות משהו ,Since my rescuer is having trouble I feel I must do something ,Since being rescued in trouble I feel I must do something,83
157,תתני לזקן הזה לעזור ,Will you let this old man help ,Let this old man help,82
