,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אבא סבא בג׳יפ ,- Dad Grandpa's in the jeep ,Grandpa Dad in the jeep,96
1,אבא אבא ,Dad ,Dad Dad,60
2,-שב שם אני אומר לך ,- The two of you sit down ,- Sit there I tell you,60
3,זה כלום כלום זה ,It's nothing it's nothing ,It's nothing nothing it,96
4,תראה אבא שלך מה עשה לי ,Look what your father did to me ,Look what your father did to me,100
5,תראה אבא שלך מה עשה לי ,Look what your father did to me ,Look what your father did to me,100
6,שב עד שיקראו לך ,- The two of you sit down ,Sit down until they call you,71
7,-אני יושב ,- I'm sitting ,-I'm sitting,100
8,-אז תשב -אני יושב ,- I said sit down ,- Then sit down - I'm sitting,65
9,-אני יושב ,- I'm sitting ,-I'm sitting,100
10,אבל אני אגיד לצבא מה ראיתי ,I am sitting but I'll tell the army what I saw ,But I'll tell the army what I saw,84
11,עכשיו תשב שם ,Stay there ,Now sit there,70
12,תשב ,Sit down ,Sit down,100
13,המצב הוא כזה שהערבים נשארים פה איתי גם רמי יישאר פה איתי עם נשק אחד ,Here's the situation The Arabs are staying here with me Rami will also stay with one of the guns ,The situation is such that the Arabs stay here with me and Remy will stay here with me with one weapon,75
14,סבא נשאר איתנו עד שיבוא אמבולנס ,Grandpa will stay with us until an ambulance comes ,Grandpa stayed with us until an ambulance arrived,83
15,שלמה אתה לוקח את הג׳יפ ואת הנשים ואתם נוסעים להזעיק עזרה ,Shlomo take the women with you in the jeep and go get help ,"Shlomo, you take the jeep and the women and you go to call for help",79
16,איפה רמי ,Where's Rami ,Where's Remy?,83
17,מה קרה שם ,What happened there ,what happened there,100
18,-מה קרה עם הירייה שם למעלה ,What happened there ,-What happened to the shot up there,72
19,מישהו רוצה לקחת אחריות במקומי ,Someone else want to be responsible for this ,Someone wants to take responsibility in my place,70
20,אין שום בעיה ,No problem ,no problem,100
21,שלמה תעלה על הג׳יפ ,Shlomo get in the jeep ,Shlomo will get in the jeep,90
22,שלמה אני מבקש ממך תעלה על הג׳יפ ,Shlomo get in the jeep ,"Shlomo, I'm asking you to get in the jeep",71
23,אני לא מאמין הוא מטורף ,I can't believe it ,I do not believe he is crazy,70
24,בואי דנה בואי לג׳יפ ,Come Dana Get into the jeep ,Come discuss Dana come in the jeep,72
25,-רגע רגע ,- Just a minute ,- Wait a minute,62
26,-איפה רמי מה הוא עשה ,- Where's Rami What did he do ,-Where is Remy what he did,77
27,-כלום ,Nothing ,-is nothing,82
28,אתה תשמור עליו טוב כן ,Take good care of him okay ,You'll take good care of him,78
29,אתה ילד טוב שמוליק ,You're a good boy Shmulik ,"You're a good boy, Shmulik",100
30,אז זוז ,Move over ,So move,75
31,תעלו ,Get in ,Get up,67
32,אבל לאן ניסע ,But where are we going ,But where are we going,100
33,-סע עד שתגיע ,- Go until you get there ,- Travel until you arrive,67
34,הג׳יפ נסע אני נשארתי על ההר ,The jeep left I remained on the mountain ,The jeep drove I stayed on the mountain,76
35,אבא וסבא נשארו על אם הדרך ,Dad and Grandpa remained on the road ,Dad and Grandpa stayed on Mother Road,74
