,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,עבודה!,-Work!,Working!,73
1,את רוצה לדבר על עבודה,You want to talk about work,You want to talk about work,100
2,זונה,Whore!,whore,100
3,כן!,! -Yes!,Yes!,100
4,נכון! זונה!,Right!,Right!whore!,62
5,כן,! -Yes!,Yes,100
6,טוב,Good,are good,67
7,אני מתכוון  יש דרכים שונות לאמר את אותו הדבר,I mean  there are different ways of saying the same thing,I mean there are different ways to say the same,89
8,אתה מעוניין,You`re interested,Are you interested,80
9,אני צריך להסתכל בתקנות  אבל אנחנו מאוד,I have to glance at the regulations  -but we`re very  we`d be interested,I have to look at the regulations but we are very,69
10,ואיפה,And where,and where,100
11,הבית,The house,The house,100
12,הבית שלי,-My house,My Home,80
13,הבית שלך,-Your house,your house,100
14,הבית הכחול  כחול,-The blue house  blue,Blue Home Blue,79
15,ימים שני שלישי רביעי,Monday Tuesday Wednesday,Monday third Wednesday,83
16,ימים שישי שבת משמרות כפולות יום ראשון,Friday Saturday double shifts,Friday Shabbat Double Guards Sunday,69
17,כי כך החלטתי,-Because this is what I decided,Because that's how I decided,83
18,הסדר מבוסס על גיל ודרגה,The order is based on age and rank,Seder is based on age and rank,81
19,אז אני ראשון,So I`m first,So i'm first,100
20,הסגן לא הולך לזונה אז אני ראשון,-He doesn`t go to prostitute I`m first,Deputy not going to a prostitute so i'm first,73
21,אז קולסנטי אחריו נובנטה סטרזבוסקו ואז פארינה הקטן,Then CoIasanti then Noventa Strazzabosco and then little Farina,So Colasanti followed by Nobanta Strashosco and then little Parina,64
22,ושני האחים,-And the two brothers,And the two brothers,100
23,אני מבקש מתנדב לקרוא לשני האחים במעלה ההר,I`m asking for a volunteer to call the two brothers up in the mountain,I ask a volunteer to call both brothers up the mountain,80
24,אין מתנדבים! אז הוחלט שהאחים נשארים היכן שהם נמצאים,Without a volunteer the brothers stay where they are,No volunteers!So it was decided that the brothers stay where they were,62
25,דברי אלי על אהבה מארי כל חיי הם לך דרכייך הנאות מאירות כשני כוכבים הם מנצנצים,Speak to me oflove Marie All my life it's you Yourlovely wyes are shining Like two stars they twinkle,Talk to me about love Marie all of my life are your proper ways to enlighten as two stars are shimmering,63
26,תודה יקירתי,-Thanks dear,Thanks darling,80
27,תגיד לי שזה לא חלום,Tell me it's not a dream,Tell me it's not a dream,100
28,הרסתי אותה,I destroyed her,I have destroyed her,86
29,אמרי לי שאת כולך שלי במקום לקרוא שירה תשיר!,Tell me you're all mine Instead of reading poetry sing! You`II stop being afraid,Tell me that you are all mine instead of reading poetry sing!,78
30,כך אולי תפסיק לפחד כאן מתחת לליבך אינני סובל עוד,Here underyour heart I'm no longer suffering,So you might stop being afraid here under your heart no longer suffer,69
31,ואסיליסה!,VassiIissa!,Vasilisa!,78
32,היא לא רוצה לתת לי אותו,-She won`t give it to me,She doesn't want to give me,76
33,תודה,Thanks,Thanks,100
34,נוריות אזעקה מהמונרונים,alarm flares from the Munarons,Alarm LEDs from the gnomers,63
35,כל האזרחים לבתיהם!,AII civilians in their homes!,All citizens for their homes!,68
36,האויב כאן!,The enemy`s here!,The enemy here!,93
37,הזדרזו!,Hurry!,Hurry up!,77
38,האנגלים,The British,The English,64
39,אני לא רואה אף אחד עדיין!,I don`t see anyone yet!,I don't see anyone yet!,100
40,אתה הפעלת את האזעקה,-You signaled the alarm,You have activated the alarm,64
41,זאת אוניה עם דגל אדום,It`s a ship with a red flag,It's a ship with a red flag,100
42,הרוסים,The Russians,The Russians,100
43,הדגל לא בדיוק רוסי,-The fIag`s not exactly Russian,The flag is not exactly Russian,89
