,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,"אבל תזכור אם אדם משחק אצל ה""נצים"" אתם תפסידו טכנית כל משחק עד לסוף העונה",But remember if Adam plays for the Hawks you'll forfeit every game for the rest of the season,"But remember if a person plays with the ""hawks"" you will miss technical every game until the end of the season",67
1,אלוהים אני שונא לראות את זה,Boy I'd hate to see that,God i hate to see that,91
2,תראה אני מצטער שזה קרה אבל אתה יכול לראות במפה,Look I'm sorry this had to happen but you can see on the map,Look I'm sorry it happened but you can see on the map,85
3,גורדון,Gordon,Gordon,100
4,היי בומביי!,Hey Bombay!,Hi Bombay!,84
5,אתה תעצור כשאני מדבר איתך בן!,You stop when I'm talking to you son!,You will stop when I talk to you a son!,84
6,מה הקטע כאן,What's the idea here,What is the section here,77
7,אתה מנסה לחבל בי כאן או מה,You trying to sabotage me or what,You try to sabot me here or what,83
8,החוק הוא מניאק כשהוא פועל נגדך נכון ג'ק,The law's a bitch when it works against you isn't it Jack,The law is Maniac when he runs against you correctly Jack,65
9,יש לך קבוצה שלמה של בנקסים,You got a whole team of Banks's,You have a whole group of rax,63
10,ילד אחד לא הולך לעשות את ההבדל,One kid isn't gonna make a difference,One child is not going to make a difference,75
11,אפילו עם בנקס מה אתה חושב שאתה הולך להוכיח אתה וחבורת המפסידנים שלך,Even with Banks what do you think you're gonna prove you and that bunch of losers,Even with Banks what do you think you are going to prove you and your loser group,75
12,זה נכון מאמן,That's right coach,This is true coach,67
13,הם מפסידנים,They are losers,They losses,77
14,אנחנו שונאים מפסידנים נכון,We hate losers don't we,We hate loser right,71
15,לא מגיע להם אפילו לחיות,They don't even deserve to live,They don't even deserve to live,100
16,אולי אתה צודק אולי בנקס לא יעשה הבדל אבל לפחות אנחנו משחקים לפי החוקים,Maybe Banks won't make a difference but at least we're playing by the rules,Maybe you are right maybe Banks will not make a difference but at least we play by laws,73
17,במשך שש שנים  אני לימדתי אותך איך להחליק לימדתי אותך איך להבקיע,For six years  I taught ya how to skate I taught ya how to score,For six years I taught you how to slip I taught you how to score,83
18,לימדתי אותך איך ללכת על הניצחון,"I taught ya how to go for the ""W """,I taught you how to go for the victory,84
19,היית יכול להיות אחד הטובים ביותר,You could have been one of the greats,You could have been one of the best,83
20,הולכים לפלייאוף!,Going to the play-offs! Whoo!,Go to the playoffs!,62
21,היי למה אתם לא במדים,Hey why aren't you guys in uniform,Hi why are you not in uniform,83
22,אנחנו צריכים להתחמם תוך חצי שעה,We got warm-ups in half an hour,We should warm up in half an hour,81
23,טוב כולם תקשיבו,All right everyone listen up,Well everyone will listen,64
24,יש לי חדשות טובות,I got some good news,I have good news,67
25,אנחנו מקבלים שחקן חדש אדם בנקס,We're getting a new player Adam Banks,We get a new player in Banks,83
26,מה,What,what,100
27,"הוא ""נץ""",- He's a Hawk,"Is ""hawk""",67
28,-הוא שחקן טוב,- He's a good player,-Ho is a good player,81
29,-כולם שונאים אותו,- Everybody hates him,-Everyone hates him,86
30,אנחנו לא צריכים אותו,- We don't need him,We don't need it,91
31,-אני המאמן,- I'm the coach,-I coach,70
32,ואני אומר שאנחנו כן זקוקים לו,I say we do need him,And I say we do need him,91
33,אם נעלה פלייאוף הוא יוכל להיות עזרה גדולה,- If we make it to the play-offs he could be a big help,If a playoff raised he could be a big help,69
34,-אם,- If,-If,100
35,פתאום אתה לא חושב שאנחנו מספיק טובים,All of a sudden you don't think we're good enough,Suddenly you don't think we are good enough,85
36,לא הוא חושב שאנחנו מפסידנים,No he thinks we're losers,He doesn't think we losses,71
37,זה מה שהוא אמר לריילי,That's what he told Reilly,That's what he told Riley,94
38,מה,- What,what,100
39,-שמענו מה שאמרת,- We heard what you said,-We heard what you said,100
40,אמרת שאנחנו מפסידנים לא מגיע לנו לחיות,You said we were losers we didn't deserve to live,You said we losses we don't deserve to live,89
41,זה לא מה שהתכוונתי,- That's not what I meant,This is not what I meant,81
42,-אני ראיתי את התמונה שלך שבה החמצת את הגול,- I saw that picture of you missing that goal,-I saw your photo where you missed the gol,62
43,"אתה היית ""נץ"" נכון",You were a Hawk weren't you,"You were ""hawk"" right",65
