,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-אולי לא היה לו פשוט זמן ,Maybe he just didn't have time ,- Maybe he just did not have time,95
1,-או אולי הוא פשוט לא ידע שהוא מבוטח ,Maybe he just didn't know that he was insured ,-Or maybe he just did not know he was insured,90
2,לא זה לא יכול להיות זה ,No No that couldn't be it ,No it can not be it,68
3,-מסרת את הפוליסה באופן אישי נכון  -כן ,You delivered the policy to him personally didn't you ,- You delivered the policy in person correctly - Yes,71
4,-לא אין לי ,- No I haven't ,-no I dont have,69
5,וולטר אני חי עם האיש הקטן הזה כבר 26 שנה ,Walter I've been living with this little man for 26 years ,Walter I've been living with this little man for 26 years,100
6,אולי נורטון צדק אולי זו היתה התאבדות ,Well maybe Norton was right Maybe it was suicide ,"Maybe Norton was right, maybe it was suicide",95
7,לא לא התאבדות ,No Not suicide ,No no suicide,96
8,אבל גם לא תאונה ,- But not an accident either ,But not an accident either,100
9,מה עוד ,- What else ,What more,67
10,תראה וולטר  אדם עושה פוליסה נגד תאונות שערכה 100 000$ אם הוא נהרג ברכבת ,Now look Walter A guy takes out an accident policy that's worth $100 000  if he's killed on a train ,"Look, Walter Adam is making a $ 100,000 accident policy if he was killed on a train",76
11,ואז שבועיים אחרי הוא נהרג ברכבת ,Then two weeks later he is killed on a train ,Then two weeks later he was killed on a train,92
12,ולא בתאונת רכבת שים לב אלא בנפילה מאיזה קרון תצפית טפשי ,And not in a train accident mind you but falling off some silly observation car ,And not in a train accident pay attention but in a fall from some silly observation car,81
13,אתה יודע מהי ההסתברות המתמטית לכך אחד ל  ,Do you know what the mathematical probability of that is ,You know what the mathematical probability of this one is,88
14,אני לא יודע כמה מיליארדים ,One out of I don't know how many billions ,I do not know how many billions,86
15,ותוסיף לזה את הרגל השבורה ,And add to that the broken leg ,And add to that the broken leg,100
16,ובכן זה פשוט לא יכול להיות כמו שזה נראה ,No it just can't be the way it looks ,Well it just can not be as it seems,70
17,משהו עבד עלינו ,- Something has been worked on us ,Something worked on us,83
18,רצח ,Murder ,murder,100
19,-אין לך איזה מנטה או משהו ,Don't you have any peppermint or something ,- You do not have any mint or anything,62
20,-אני מצטער ,- Sorry ,-I'm sorry,71
21,-אולי אני אוהב להקל על עצמי  אבל אני תמיד נוטה לחשוד בנהנה ,Maybe I like to make things easy for myself But I always tend to suspect the beneficiary ,-Maybe I like to relieve myself but I always tend to suspect a nod,67
22,-הגברת פקוחת-העין הזאת   שפשוט לא ידעה כלום על כלום ,- Yeah That wide-eyed dame that just didn't know anything about anything ,- This open-eyed lady who just knew nothing about anything,60
23,אתה מטורף קיז ,You're crazy Keyes ,You're crazy Keys,97
24,היא לא היתה אפילו על הרכבת ,She wasn't even on the train ,She was not even on the train,88
25,אני יודע שהיא לא היתה וולטר ,I know she wasn't Walter ,I know she was not Walter,86
26,אני לא טוען שאני יודע איך זה בוצע או מי ביצע זאת אבל כל מה שאני יודע הוא שזה אכן בוצע ,I don't claim to know how it was worked or who worked it  but all I know is that it was worked ,I'm not claiming I know how it was done or who did it but all I know is that it was actually done,71
27,אני חש כאילו גוש בטון בתוכי -לילה טוב וולטר ,This thing feels like a hunk of concrete inside me ,I feel like a lump of concrete inside me - good night Walter,67
28,-לילה טוב קיז ,- Good night Walter - Good night Keyes ,- Good night Keys,61
29,-להתראות במשרד בבוקר ,- See you at the office in the morning ,- See you in the office in the morning,94
30,אבל הייתי רוצה להיכנס בה כבר עכשיו הלילה ,I'd like to move in on her right now tonight ,But I'd like to get in it tonight,62
31,"אם זה לא היה נורטון ורעיונותיו השמרניים לגבי מדיניות החברה הייתי כבר שולח את השוטרים בעקבותיה כ""כ מהר עד שראשה היה מסתחרר ",If it wasn't for Norton and his striped-pants ideas about company policy  I'd have the police after her so fast it'd make her head spin ,If it was not for Norton and his conservative ideas about company policy I would have already sent the cops following her so quickly that her head would spin,71
32,הם היו מעבירים אותה דרך המסחטה ואז אחי מה שהם היו סוחטים ממנה ,They'd put her through the wringer  and brother the things they would squeeze out ,They would pass it through the juicer and then bro what they would squeeze from it,69
33,-רק שאין לך שום דבר ביד קיז ,Only you haven't got a single thing to go on Keyes ,- Only you have nothing in Keys' hand,62
34,-לא הרבה ,Oh not too much ,-Not much,70
35,רק 26 שנות נסיון עם כל ההצלחות שיש וגוש הבטון הזה בקיבה שלי ,Just 26 years experience  all the percentage there is and this hunk of concrete in my stomach ,Only 26 years of experience with all the successes there are and this lump of concrete in my stomach,75
36,יש לך אחד מהדברים האלה ,Can I have one of those things ,You have one of those things,83
37,-לילה טוב קיז ,- Good night Keyes ,- Good night Keys,97
38,-להתראות וולטר ,- So long Walter ,- Goodbye Walter,64
39,-כמה הוא יודע ,- How much does he know ,- How much he knows,84
40,אלה אותן תחושות מסריחות שלו ,It's those stinking hunches of his ,These are his stinking feelings,62
41,אבל הוא לא יכול להוכיח דבר נכון ,And he can't prove anything can he ,But he can not prove anything true,74
42,את לא מכירה את קיז ,You don't know Keyes ,You do not know Keys,90
43,ברגע שהוא נועץ שיניו במשהו הוא לא מרפה ,Once he gets his teeth into something he never lets go ,Once he sticks his teeth into something he does not let go,84
44,הוא יחקור אותך הוא יצמיד לך צל ,He'll investigate you have you shadowed ,"He will interrogate you, he will attach a shadow to you",60
45,הוא ישגיח עלייך כל דקה מעכשיו ,He'll watch you every minute from now on ,He will watch over you every minute from now on,85
46,אבל לא מקיז ,But not of Keyes ,But not from Keys,73
47,אני פוחדת מעצמנו ,I'm afraid of us ,I'm afraid of ourselves,82
48,אנחנו כבר לא אותו דבר יותר ,We're not the same anymore ,We are no longer the same anymore,75
49,עשינו את זה כדי להיות ביחד ובמקום זאת זה מפריד בינינו הלא כן ,We did it so we could be together but instead of that it's pulling us apart ,We did it to be together and instead it separates us not so,70
50,-על מה את מדברת  ,- Isn't it Walter - What are you talking about ,-What are you talking about,76
51,-ולא אכפת לך באמת אם אנו מתראים או לא ,And you don't really care whether we see each other or not ,- And you do not really care if we see each other or not,84
52,שתקי מותק ,Shut up baby ,Shut up baby,100
53,שלום מר נף ,Hello Mr Neff ,Hello Mr. Neff,100
54,-לולה דיטריקסון אתה לא זוכר אותי ,- Lola Dietrichson - Don't you remember me ,"- Lola Dietricson, you do not remember me",89
55,-אני יכולה לדבר אתך רק לכמה דקות ,Yes of course Could I talk with you just a few minutes ,- I can only talk to you for a few minutes,64
56,במקום שנוכל להיות לבד ,Somewhere where we could be alone ,Where we can be alone,70
57,הו כן הא  ,Oh yes ,Oh yes ha,80
58,בואי למשרד שלי ,Come into my office ,Come to my office,78
59,-האם זה משהו על  מה שקרה ,Is it something about what happened ,-Is it something about what happened,100
60,-כן מר נף ,Yes Mr Neff ,"- Yes, Mr. Neff",100
61,זה על מות אבי ,It's about my father's death ,It's about my father's death,100
62,אני נורא מצטער העלמה דיטריקסון ,I'm terribly sorry Miss Dietrichson ,I'm so sorry Miss Detricson,81
63,לו אכפת לך אם אשתמש במשרד לבד למשך כמה דקות ,Lou do you mind if I use the office alone for a few minutes ,He cares if I use the office alone for a few minutes,79
64,כולו שלך וולטר ,No It's all yours Walter ,"It's all yours, Walter",93
65,הבט בי מר נף ,Look at me Mr Neff ,"Look at me, Mr. Neff",100
66,אני לא מטורפת לא היסטרית אפילו לא בוכה ,I'm not crazy I'm not hysterical I'm not even crying ,"I'm not crazy, not hysterical, not even crying",92
67,אבל יש לי הרגשה נוראה שמשהו לא בסדר והיתה לי את אותה הרגשה פעם בעבר -כאשר אמי מתה ,But I have the awful feeling that something's wrong  and I had that same feeling once before when my mother died ,But I have a terrible feeling that something is wrong and I had the same feeling once before - when my mother died,90
68,-כאשר אמך מתה ,When your mother died ,- When your mother died,100
69,היינו למעלה באגם ארוהד ,We were at Lake Arrowhead ,We were up in Lake Arohd,78
70,זה היה לפני 6 שנים ,That was six years ago ,That was 6 years ago,86
71,היתה לנו בקתה שם ,We had a cabin there ,We had a cabin there,100
72,היה חורף ומאוד קר ,It was winter and very cold ,It was winter and very cold,100
73,ואמי היתה מאוד חולה עם דלקת ריאות ,My mother was very sick with pneumonia ,And my mother was very ill with pneumonia,84
74,היתה לה אחות-מטפלת איתה ,She had a nurse with her ,She had a nurse-caregiver with her,83
75,היינו רק שלושתנו בבקתה ,There were just the three of us in the cabin ,There were only the three of us in the cabin,89
76,לילה אחד קמתי והלכתי לחדר של אמי ,One night I got up and went into my mother's room ,One night I got up and went to my mother's room,92
77,כל כיסויי המיטה היו על הרצפה והחלונות היו פתוחים לרווחה ,All the bed covers were on the floor and the windows were wide open ,All the bedspreads were on the floor and the windows were wide open,93
78,האחות לא היתה בחדר ,The nurse wasn't in the room ,The nurse was not in the room,88
79,רצתי לכסות את אמי כמה שיותר מהר ,I ran and covered my mother up as quickly as I could ,I wanted to cover my mother as quickly as possible,67
80,ממש אז שמעתי דלת נפתחת מאחרי ,Just then I heard a door open behind me ,Just then I heard a door open behind me,100
81,האחות עמדה שם ,The nurse stood there ,The nurse was standing there,78
82,היא לא אמרה מילה אבל היה לה מבט בעינים שלעולם לא אשכח ,She didn't say a word but there was a look in her eyes  I'll never forget ,She did not say a word but had a look in her eyes that I will never forget,84
83,יומיים אחרי זה אמי היתה מתה ,Two days later my mother was dead ,Two days after that my mother was dead,76
84,-אתה יודע מי היתה האחות הזו ,Do you know who that nurse was ,- You know who this nurse was,88
85,-לא מי ,Who ,-No who,67
