,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,עוזב זרוק חבל לבחורים הללו!,Leaver throw those guys a line!,Leaving Drop rope to these guys!,69
1,תפסו את עמדות הצלילה בצוללת!,Get the submarine at diving stations!,Grab the submarine diving positions!,82
2,בקרה תמרון ,Control Maneuvering ,Maneuvering control,100
3,מוכן לבדיקת הטלגרף ,Ready to check telegraphs ,Ready for the telegraph test,72
4,זוזו!,Move it!,Move!,73
5,היכונו לחזרה להדלקת התאורה הרגילה ,Stand by to revert to normal lighting ,Prepare to return to the normal lighting,75
6,קדימה מלח ,Come on sailor ,Come on salt,85
7,תסגרו את הצוהר מהר ,Get that hatch shut quick ,Close the hatch quickly,67
8,חדר טורפדו מבקרה ,- Torpedo Room Control ,Control torpedo room,100
9,-חדר טורפדו ,- Torpedo Room ,- Torpedo room,100
10,הטען את צינור מספר אחד 46 עם טורפדו סימן ,Load tube one with mark 46 torpedo ,Load pipe number one 46 with a torpedo mark,75
11,פתח את הפתח החיצוני של צינור מספר אחד ,Open outer door on tube one ,Open the outer opening of pipe number one,62
12,תבחר זווית מייצב של אפס ,Select zero gyro angle ,Select a zero stabilizer angle,65
13,-יורה ,- Shoot ,-shooter,83
14,קדימה שני שלישים ,Ahead two-thirds ,Forward two-thirds,76
15,הגה כיוון שמאלה בשבע מעלות ,Left seven degrees rudder ,Steer left in seven degrees,69
16,בערך עשרת אלפים יארדים אדוני ,- About 10 000 yards sir ,About ten thousand yards sir,60
17,-קומנדר ,- Commander ,-Commander,100
18,סגור את זה ,Close it ,Close it,100
19,בדיוק קיבלתי את השדר הזה מהפנטגון ,I just got this signal from the Pentagon ,I just got this broadcast from the Pentagon,80
20,מועצת הביטחון ,On instructions from the Security Council:,The Security Council,66
21,"""השמד את אטלנטיס מהר"" ","""Destroy Atlantis fast ""","""Destroy Atlantis fast""",100
22,"מה פירוש ""מהר"" ","What does ""fast"" mean ","What does ""fast"" mean",100
23,עמדות קרב חמש דקות ,Battle stations five minutes ,Five-minute battle positions,89
24,עם טורפדות ,With torpedoes ,With torpedoes,100
25,כן ,Yes ,Yes,100
26,יש לו שם את אניה ,He has Anya on there ,He has the ship there,63
27,אני יודע ,- I know ,I know,100
28,אני מצטער ,I'm sorry ,I'm sorry,100
29,כיצד ,- How ,how,100
