,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני מפריע!,Am I interrupting,I am interrupting!,100
1,אני יכול להיכנס,Can I come in,I can get in,80
2,שלושת החכמים,The three wise men,The three sages,67
3,אלוהים אדירים!,Oh my God!,God mighty!,63
4,אלוהים אדירים!,Oh my God!,God mighty!,63
5,פתרון של משהו אחר לאזור העוני במרכז העיר,Someone else's idea of what to do with the Downtown slum district,Solution of something else to the downtown poverty area,60
6,לא הייתי קונה את החצי השני,Let me buy your half of the property,I wouldn't buy the other half,65
7,מר בולט אני יכול לבקש ממך משהו,Mr Bolt Can I ask you a question,Mr. Bolt I can ask you for something,75
8,2 מיליארד דולר ו-4% מהרווח ב - 20 השנים הבאות,Give you $2 billion 4% of the profit for the next 20 years,$ 2 billion and 4% of profit in the next 20 years,80
9,- לא,No,- No,100
10,- לא,No,- No,100
11,- עצרתי,Stopped,- I stopped,88
12,משרד זה לא מקום לעסקים,An office is no place to do business,This office is not a place for businesses,86
13,יש לי רעיון יותר טוב,I have a much better idea,I have a better idea,89
14,לא יותר טוב,Now isn't this better,No better,60
15,עכשיו אנחנו רואים בכלל במה מדובר,Now isn't this better,We now see what this is about,60
16,בסדר הצעה סופית,Okay Final offer,OK Final Offer,93
17,אני רוצה את השטח הזה אני רוצה אותו,I want this property I want it,I want this area i want it,75
18,ממש באמצע החור הנידח הזה,Right in the middle of this godforsaken slum,Right in the middle of this remote hole,72
19,זהו חלום חיי לחזור הנה ולשקם את האזור,It's been my life-long dream to come back here and rebuild it,This is a dream life to return here and restore the area,60
20,אני לא מצפה מבן עשירים כמוך להבין את זה אני לא מצפה מבן עשירים כמוך להבין את זה,You can laugh I don't expect you to understand my feelings After all you're a rich man's son,I do not expect a rich son like you to understand that I don't expect a rich son like you understand that,63
21,אתה נולדת לכסף,You were born into money,You are born to money,67
22,אבא שלי השאיר לי 5 מיליון!,What are you kidding My father left me $5 million,My dad left me 5 million!,64
23,זה כלום,That's nothing,It's nothing,69
24,איזה כלום,That's nothing,What nothing,85
25,לאנשים האלה אין כלום,These people down here have nothing! Zero!,These people have nothing,77
