,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,למה הם מטרידים אותך ,Why are they harassing you ,Why are they bothering you,85
1,הם ניסו להפליל אותי עם הרצח ,They tried to frame me with the murder ,They tried to incriminate me with the murder,88
2,ועכשיו הם מנסים לרצוח אותי!,And now they're trying to murder me ,And now they're trying to murder me!,100
3,תסתכלו עלי!,And look at me!,Look at me!,83
4,אני אמור להיות חף-מפשע עד ההרשעה ותראו מה הם עשו לי ,I'm supposed to be innocent until proven guilty and look at what they did to me ,I'm supposed to be innocent until convicted and look what they did to me,83
5,לכל מקום שאני הולך יש שוטרים ,Everywhere I go cops follow me ,Everywhere I go there are cops,73
6,ותסתכלו עלי!,And look at me!,And look at me!,100
7,רק רגע אחות תני לי לשאול עוד שאלה אחת ,Just a minute nurse Let me ask him one more question ,Just a moment nurse let me ask one more question,90
8,האם ראית מי עשה לך זאת ,Did you see who did this to you ,Have you seen who did this to you?,88
9,האם תוכל לזהות אותו ,Can you identify him ,Will you be able to identify him,69
10,ש מו קלהאן ,Callahan ,Q Mo Callahan,76
11,עובד במחלק רצח ,Works Homicide ,Works in the homicide department,61
12,קלהאן ,Callahan ,Callahan,100
13,זה היה שידור חוזר מחדשות השעה ארבע ,Now that's the rerun from the 4 o'clock news ,It was a rerun of the four o'clock news,70
14,מאז הוא נתן הצהרה בעיתון כרוניקל ,Since then he's given a statement to The Chronicle ,He has since made a statement in the Chronicle newspaper,72
15,הוא טוען שאתה עוקב אחריו ,He claims you've been following him ,He claims you're following him,89
16,ושהרבצת לו ,And beat him up ,You beat him,74
17,מה אתה אומר על זה הארי ,What about it Harry ,What do you say about this Harry,71
18,-אתה רוצה את התג ש לי ,- You want my star ,- You want my badge,67
19,-אני רוצה תשובה ,- I want an answer ,- I want an answer,100
20,האם עקבת אחריו ,Have you been following him ,Did you follow him,67
21,כן עקבתי אחריו בזמני החופשי ,Yeah I've been following him on my own time ,Yes I followed him in my free time,60
22,-אפשר לראות ש לא אני עשיתי זאת ,- Anybody can tell I didn't do that ,- You can see that I did not do it,68
23,-איך ,- How ,-how,100
24,לפי זה שהוא נראה יותר מדי טוב!,Because he looks too damn good that's how!,By that he looks too good!,73
25,לפני שאתן לך ללכת בוא נסכם דבר אחד ,Before I let you go let's get one thing straight ,Before I let you go let's summarize one thing,84
26,אני לא רוצה שום מעקב!,I don't want any more surveillance!,I do not want any tracking!,63
27,גם הוא לא ,Neither does he ,Neither is he,71
28,מה זאת אומרת ,What does that mean ,What do you mean,69
29,לילה טוב אדוני ,Good night sir ,Good night sir,100
30,נו תנסה אותם ,Go ahead Try them ,Come try them,67
31,-זה מהמקום ש בו אני תמיד אוכל ,- Guy makes them where I always eat ,- This is where I always eat,78
32,-תודה ,- Thank you ,-Thanks,67
33,חש בתי על זה הרבה ו  יש לי תעודת הוראה וחש בתי  בש ביל מה לי כל זה ,Doing a lot of thinking about it and   I have a teaching credential And I figure what for ,My daughter feels about it a lot and I have a teaching certificate and my daughter feels in the bill what I have all this,64
34,נתראה מחר ,See you tomorrow ,See you tomorrow,100
35,-מה ,- What ,-what,100
36,-לעולם אל תגידי זאת ,- Don't ever say that ,- Never say that,85
37,-את מה ,- What ,- What,100
38,לעולם אל תמעיטי בערך עצמך ,Don't ever low-rate yourself ,Never underestimate yourself,68
