,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אתה לא מבין אני אוהב אותה איני רוצה שתתחתן ,You don't understand I don't want her to get married ,You do not understand I love her I do not want you to get married,85
1,מעולם לא הרגשתי כך ,I've never felt like this ,I've never felt that way,73
2,זה מדהים ברגע שהרחתי אותה התאהבתי בה ,The moment I smelled her I loved her ,It's amazing the moment I smelled it I fell in love with it,63
3,תריח מישהי אחרת כי היא תפוסה ,Smell someone else because she's taken ,Smell someone else because she's busy,85
4,-אני יודע ,- I know ,-I know,100
5,מה קורה אינך קורא סימנים אינך יודע מה היא חושבת ,What's the matter with you Don't you know what she's thinking ,What's up? You're not reading signs. You do not know what she is thinking,70
6,למה הכוונה ,- What does that mean ,What is meant by,69
7,-נישקתי אותה ,- I kissed her!,- I kissed her,100
8,אני חושב שליאופולד ראה ,I think Leopold saw ,I think Leopold saw,100
9,-רגע היא נתנה לך לנשק אותה ,- She let you kiss her ,- Just a moment she let you kiss her,74
10,לא בדיוק אך הרגשתי את שפתיה רוטטות ברגש ,Not exactly but I could feel her lips tremble with feeling ,Not exactly but I felt her lips vibrate with emotion,73
11,אל תספר לי אדריאן מקנאה גם כך ,Don't tell me about it Adrian's jealous enough ,Don 't tell me Adrian is jealous either,79
12,היה לי משהו עם אריאל ,I've had an experience with Ariel ,I had something with Ariel,61
13,-שום דבר  ,- It was nothing ,-Nothing,67
14,זה היה קצר ואפלטוני ,- It was brief and platonic ,It was short and platonic,76
15,הבא אותה לנחל ואל תגיד שזה כדי לפגוש אותי ,Bring her to the brook Don't tell her it's to meet me ,Bring her to the creek and do not say it's to meet me,74
16,-מה העניין ,- What's the matter ,-what is the deal,73
17,איך אפשר רק לרצות לשכב עם חלום שכזה ,How could anyone just wanna sleep with such a dream ,How can one just want to sleep with such a dream,79
18,לך לטייל אתה והבא אותה לנחל ,- Take a walk with Ariel Go to the brook ,Go for a walk with her and bring her to the creek,69
19,-איני יכול אדריאן יותר מדי מקנאה ,- I can't! Adrian's too jealous ,- I can not Adrian too much envy,69
20,למה מה שניכם עשיתם ביחד שהיה כה מחשיד ,What did you two do that was so incriminating ,Why what you two did together that was so suspicious,66
21,-שום דבר ,Nothing ,-Nothing,100
22,אל תגיד שום דבר כי אתה מסמיק ,- Don't say nothing You're blushing ,Do not say anything because you are blushing,60
23,עזוב אותי בשקט מקסוול ,- Leave me alone Maxwell ,Leave me alone Maxwell,100
24,-אתה עדיין אוהב אותה נכון ,- You still like her don't you ,- You still love her right,62
25,לא לך מכאן עזוב אותי בשקט ,- Leave me alone Maxwell ,"Do not leave here, leave me alone",63
26,הוא לא אמר שיילכו לישון לפני ארוחת הערב ,Didn't he say that they napped before dinner ,He did not say they would go to bed before dinner,67
27,-תוקפנית מאוד את לומדת מהר ,Very aggressive You learn quickly ,"- Very aggressive, you learn fast",79
28,ואם אעשה כך ,And if I do this ,And if I do,81
29,-אתה לכוד ,Trapped ,- You're trapped,67
30,יש לך חוש נפלא ליחסים מיוחדים ,You have a wonderful flair for spatial relationships ,You have a wonderful sense of special relationship,78
31,תוכלי לחמוק מאוחר יותר ,Can you get away later on ,You can slip away later,79
32,-למה כוונתך תוכלי לחמוק מאוחר יותר כדי להיות אתי ביחידות ,- I mean can you get away later on to be alone with me ,-What do you mean you can dodge later to be with me in units,70
33,לשם מה ,- What for ,For what,100
34,אלו שעות החופש האחרונות שלי ,- These are my last few hours of freedom ,These are my last hours off,80
35,-פרופסור!,Professor!,-professor!,100
