,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,היה לך איזה,You had a,You had some,67
1,- אני נשאתי אותך לפה,- I carried you back here,- I carried you here,88
2,- תודה לך,- Thank you,- Thank you,100
3,- זה בסדר,- It's okay,- It's OK,88
4,- זה אפילפסיה,- It's epilepsy,- This is epilepsy,76
5,חשבתי ככה,I thought so,I thought so,100
6,בוא פנימה,Come inside,Come in,78
7,אני חושבת שכדאי שתדע על בעלי,I think you should know about my husband,I think you should know about my husband,100
8,- בעלך,- Husband,- your husband,74
9,הוא שוחרר מהכלא לפני כמה ימים,He was released from prison a few days ago,He was released from prison a few days ago,100
10,כלא הא,Prison huh,Prison,75
11,פשוט חשבתי שאני צריכה לומר משהו,I just thought i should say something,I just thought I should say something,100
12,אני מתכוונת כדי להיות כנה לגמרי אני קצת לחוצה מלהיות לבד במקום ההוא כרגע,I mean to be perfectly honest i'm a little nervous about being alone at the place right now,I mean to be completely honest I am a little stressed out of being alone in that place right now,71
13,בגלל זה הזמנתי אתכם להשאר,That's why i invited you to stay,That's why I invited you to stay,100
14,הוא גר פה בסביבה,Does he live around here,He lives here around,86
15,לא הוא התקשר אתמול מאיפשהו בפנסילבניה,No he called yesterday from someplace in pennsylvania,Not he called in somewhere in Pennsylvania,74
16,מה אני צריך לדעת,What do i need to know,What should i know,65
17,רק שאני מעריכה את החברה שלכם,Just that i appreciate your company,Only I appreciate your company,80
18,לא אנחנו לא,No we don't,No we are not,67
19,איך הוא,He's psychotic,how is he,61
20,הוא פסיכוטי,He's psychotic,Is psychotic,77
21,- את גרה פה,- Do you live here,- You live here,90
22,- לא,- No,- No,100
23,- רק מבקרת,- Just visiting,- just a visitor,74
24,- לא ממש,- Not really,- Not really,100
25,מה איתך,What about you,What about you,100
26,- מה אני,- What about me,- what am I,64
27,- מה אתה עושה כאן,- What are you doing here,- what are you doing here,100
28,- זה די מעורפל,- That's pretty vague,- It's pretty vague,78
29,- איזה מין מבטא זה,- What kind of an accent is that,- What kind of accent this,81
30,- למה,- Why,- Why,100
31,- בלי סיבה,- No reason,- For no reason,82
32,- רומני,- Rumanian,- Romanian,88
33,מה לעזעזל קורה פה,What the hell's going on around here,What for the sake of being happening here,62
34,אתה תהרוס הכל!,You're going to ruin everything!,You will ruin everything!,73
35,למה באת,Why have you come,Why did you come,79
36,- אז ספר לי על עצמך,- So tell me about yourself,- So tell me about yourself,100
37,- או אין מה לספר,- Oh there's nothing to tell,- or there is nothing to tell,87
38,זה נשמע מסתורי,That sounds mysterious,It sounds mysterious,81
39,אני לא מתכוון להשמע כך,I don't mean to sound that way,I don't mean to hear so,68
40,אתה נראה כמו גבר עם הרבה נסיון,You seem like a man with a lot of experience,You look like a man with a lot of experience,89
