,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הוא מחפש את האמת,He seeks the truth,He is looking for the truth,67
1,גם אנחנו,So do we,We too,71
2,"חלומו של ד""ר מרטין לותר קינג שבוטא בצורה דרמטית כל-כך במצעד 1963 בוושינגטון נופץ הערב בממפיס טנסי על ידי כדור של מתנקש",Dr Martin Luther King's beautiful dream expressed so dramatically during the 1963 march on Washington was shattered tonight in Memphis Tennessee by an assassin's bullet,Dr. Martin Luther Luther King who is so dramatic in a 1963 parade in Washington distributed tonight at Memphis Tennessee by a ball of assassin,67
3,השוטרים סבורים שהירייה הבודדת הגיעה מצדו השני של הרחוב,Police think the single shot came from across the street,Police believe that the lonely shot has come on the other side of the street,61
4,"הם מצאו רובה אוטומטי ""בראונינג"" המצויד בכוונת צלפים",They found a Browning automatic rifle fitted with a marksman's scope,"They found an auto -brownie -up ""sniper -equipped",62
5,זאת הבת של ג'ים גריסון,Hello is this Jim Garrison's daughter,This is Jim Graison's daughter,87
6,וירג'יניה או אליזבת,Virginia or Elizabeth,Virginia or Elizabeth,100
7,וירג'יניה את בת-מזל,Virginia or Elizabeth,Virginia the lucky,62
8,אבא שלך רשם אותך בתחרות יופי,Your daddy's entered you in a beauty contest,Your dad recorded you in a beauty contest,78
9,לא יודעת,I don't know My God!,Do not know,60
10,אלוהים! מה הם עשו,What have they done,God! what did they do,67
11,'זה זמן ללינץ,It's lynching time,'It's a time for Linz,68
12,זה נשמע כיף,That sounds fun,That sounds fun,100
13,עם מי את מדברת,Who are you talking to,who you talking to,90
14,זה כל מה שאני צריך לדעת,That's all I need to know,This is all I need to know,78
15,אימא אני אהיה בתחרות יופי,Mommy I'm going to be in a beauty contest,Mama I will be in a beauty contest,75
16,רשמת את וירג'יניה בתחרות יופי,Did you enter Virginia in a beauty contest,You've registered Virginia in a beauty competition,67
17,גבר התקשר ושאל אותה בקשר למשקלה משקלה,A man called and asked her height her weight  Some crackpot,A man called and asked her about her weight weight,72
