,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אתה הכי נחמד מביניהם ,Sure you're the nicest of the lot ,You're the nicest of them all,84
1,רודף אחר הנשים להתראות טום ,Chasin' the women!,Chasing the women goodbye Tom,71
2,היא משוגעת עליך כריסטי ,She's mad about you Christy!,She's crazy about you Christie,84
3,לא כאן ברנדון יותר מאוחר ,Not here Brendan Later ,Not here Brandon later,91
4,זו שעה יפה לחזור הביתה ,(Ma) This is a fine time of night to be comin' in ,This is a beautiful time to return home,61
5,מה עם כיסא הגלגלים של כריסטי ,What about Christy's wheelchair ,What about Christie's wheelchair,95
6,כריסטי יקבל את כיסא הגלגלים שלו ,Christy will get his wheelchair OK ,Christie will get his wheelchair,91
7,"""עינייך היפות הן בריכות מרהיבותבצבעכחול ""שבתוכן אני שוחה דרך קבע"" ","""Your beautiful eyes are splendid pools of blue in whose depths I swim regularly ""","""Your beautiful eyes are spectacular pools in blue"" in which I swim regularly """,81
8,הוא אפילו חתם בעצמו ,He even signed it himself ,He even signed himself,94
9,הוא אפילו חתם בעצמו ,He even signed it himself ,He even signed himself,94
10,זה לא טום בראון זה כריסטי הוא בטח צייר את זה בכף רגלו השמאלית ,That's Christy Sure he does it with his left foot!,It's not Tom Brown it's Christie he must have painted it with his left foot,61
11,את מאוהבת בנכה ,(laughter) You're in love with a cripple!,You're in love with a cripple,87
12,היא מאוהבת בנכה ,She's in love with a cripple!,She is in love with a cripple,91
13,רייצ'ל  חיזרי ,It's Rachel ,Rachel Hizri,70
14,אפשר לדבר עם כריסטי בראון בבקשה ,Could I speak to Christy Brown please ,Can you talk to Christy Brown please,71
15,מצטערת ,I'm sorry ,Sorry,71
16,ספר לאחיך טום שחיפשנו אותו ,Tell your brother Tom we were askin' for him ,Tell your brother Tom we were looking for him,84
17,מה זה ,- What's this ,What is,78
18,כמו מה זה נראה ,- (Ma) What does it look like ,Like what it looks like,71
19,אבל אכלנו דייסה לארוחת הבוקר ,But we had porridge for breakfast ,But we ate porridge for breakfast,88
20,אז מה ,- What's this ,So what,67
21,כעת אנחנו אוכלים אותה לארוחת ערב ,And we had it for dinner ,Now we eat it for dinner,67
22,אני לא אוכל יותר ,I'm not eatin' any more ,I do not eat anymore,62
23,אנילאיכול ,I can't ,I can not,88
24,קדימה עוד ,Go on more ,Come on,71
25,מה אמרת ,- What did you say - (unclear),what did you say,80
26,מה הוא אמר גבירתי ,- What did he say missus ,What did he say madam,79
27,הוא אמר שהדייסה מצוינת ,- He just said the porridge is lovely ,He said the porridge was excellent,64
28,שקט!,Keep quiet!,Quiet!,67
29,קדימה כריסטי כולם צריכים ללכת לישון ,Aw come on Christy Everybody has to go to bed ,Come on Christie everyone needs to go to bed,81
30,אני יודעת שעלייך לצייר אבל כולם צריכים ללכת לישון כי נגמר הפחם להסקה אל תרגיז אותי יותר טוב ,I know but everybody has to go to bed because there's no coal Now Christy don't push me nerves any further all right ,I know you need to paint but everyone needs to go to bed because the charcoal is running out. Do not upset me better,65
31,אני מצטער ,I'm sorry Mam ,I'm sorry,82
32,כל הילדים כבר במיטה ,- (Paddy) Are all those kids in bed ,All the children are already in bed,61
33,מה העניין כריסטי -פחם ,- What's up Christy ,"What's the matter, Christie?",65
34,פחם ,Coal ,coal,100
35,פחם ,Coal ,coal,100
36,מוקדם מדי ,It's too early ,too early,78
37,פחם!,Coal ,coal!,100
38,אדוני  הנהג שלי נטש אותי תוכללדחוףאותי  ,Mister! Me driver abandoned me Could you push me out of the way ,Sir my driver abandoned me can you push me,69
39,התכנית שלך לא עובדת כריסטי ,- Your plan's not working Christy ,Your plan does not work Christie,79
40,חכה עד שהוא יעלה את הגבעה ,- Wait till it goes up the hill ,Wait until he climbs the hill,66
41,מרגרט קחי את התינוקת ,Margaret hold the baby ,"Margaret, take the baby",77
42,קדימה כריסטי!,Come on Christy!,Come on Christie!,90
43,אלוהים אדירים מה קרה לך ,Jesus Mary and Joseph! What's happened to you !,"My God, what happened to you?",70
44,זה בסדר אימא זה רק פחם ,It's all right Ma It's only coal ,It's okay mom it's just charcoal,62
