,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,יש סכנת אילוח ,There's danger of infection ,There is a danger of overeating,66
1,הוא איבד הרבה דם ,He's lost a great deal of blood ,He lost a lot of blood,68
2,אני לא רופא ,I'm not a doctor ,I'm not a doctor,100
3,"צריך לטפל באיש הזה בבי""ח ",This man should be treated in a hospital ,This man needs to be treated in a hospital,85
4,-לא ,- No ,-No,100
5,לא ,- No ,No,100
6,הוא חייב להישאר כאן ,He must stay here ,He must stay here,100
7,מה אם הוא ימות ,What if he dies ,What if he dies,100
8,אז השריף יבוא הנה ,Then the Sheriff will come here ,Then the sheriff will come here,100
9,הם יגידו שהפרנו את החוקים שלהם ,They'll say we broke their laws ,They will say we have broken their laws,80
10,אז אנחנו צריכים להתפלל שהוא לא ימות  אבל אם הוא ימות נצטרך למצוא דרך שאיש לא יידע על כך ,But then we must pray that he doesn't die  but if he does then we must find a way so no one knows ,So we have to pray that he will not die but if he dies we will have to find a way that no one will know about it,70
11,אבל רחל אילו חיי אדם ,But Rachel this is a man's life ,But Rachel what a human life,68
12,אנו מחזיקים אותם בידינו ,We hold it in our hands ,We hold them in our hands,83
13,אני יודעת זאת ,I know that ,I know that,100
14,יעזור לי אלוהים אני יודעת זאת אלי ,God help me I know that Eli ,God help me I know this to me,79
15,אבל אם ימצאו אותו  האנשים שעשו לו את זה יבואו לקחת את שמואל ,But I'll tell you if he's found  the people who did this to him will come get Samuel ,"But if the people who did this to him find him, they will come and take Samuel",79
16,שלושה חלקים חלב שני חלקים שמן פשתן בשביל הזיהום ,Three parts milk two parts linseed oil for the infection ,Three parts milk and two parts flaxseed oil for the infection,82
17,אני אשלח את מרי עם עלי תה שאחלוט בעצמי ,I will send Mary by with some teas I will brew myself ,I'll send Mary with tea leaves to brew myself,69
18,תודה לך ,Thank you ,Thank you,100
19,לאפ אני אצטרך לדבר עם הזקנים על העניין הזה ,Lapp I'll have to speak with the elders on this matter ,I'll have to talk to the elders about this,71
20,איך שתמצא לנכון ,As you see fit ,However you see fit,67
21,אל תעשה זאת ,Don't do it ,Do not do this,72
22,אני אהרוג אותך ,I'll fucking kill you ,I'll kill you,76
23,הוא הרוצח ,He's the murderer ,He's the killer,69
24,האם אתה אומר לי שאין דרך לאתר את האשה הזאת ,Are you trying to tell me that there's no way we can locate this woman ,Are you telling me there is no way to locate this woman,80
25,אנחנו מדברים על אכיפת חוקי המאה ה-20 סמל ,We're talking about 20th century law enforcement Sergeant ,We are talking about enforcing 20th century law symbol,77
26,טוב זאת הבעיה שלך המפקד ,Well there's your problem Chief ,"Well that's your problem, sir",75
27,אנשי האיימיש לא חיים  במאה ה-20 ולא חושבים כמו במאה ה-20 ,Your Amish man doesn't live  in the 20th century doesn't think in the 20th century ,The Amish people do not live in the 20th century and do not think like in the 20th century,80
28,המפקד אם האיימיש לקחו את האיש שלך אליהם  אני לא הייתי רוצה להיתלות על חבל עד שתמצא אותו ,Chief if the Amish have taken your man in  I wouldn't want to hang from a rope until you find him ,Sir if the Amish have taken your man to them I would not want to hang on a rope until you find him,82
29,הבעיה היא שבערך כל אדם שלישי אצל האיימיש נקרא לאפ ,The problem is about every third Amish man around here is named Lapp ,The problem is that just about every third person in the Amish is called Lap,71
30,ויש לנו בערך 14 000 גברים איימיש בסביבה ,And we've got upwards of 14 000 Amish men around here ,"And we have about 14,000 Amish men around",70
31,-וזה רק במחוז לנצ'סטר בכל  ,- That's just Lancaster County Over in  ,-And it's only in Lancaster County at all,66
32,-מאד מעניין סמל  אבל זה עניין מאד חשוב ,- Very interesting Sergeant  but this is a very important matter ,- A very interesting symbol but it is a very important matter,82
33,זה מעורב ברצח קצין משטרה ,It involves the murder of a police officer ,It's involved in the murder of a police officer,92
34,חייב להיות רישום במקום כלשהו של האנשים האלה ,Now there must be a directory of some sort of these people somewhere ,There must be a listing somewhere of these people,75
35,רשומות מס מצביעים  אבל בדיוק עכשיו אין לי את כל האדם לשלוח שוטר לכל חווה של לאפ  במחוז לנצ'סטר לראות אם ישנה שם רחל שלך ,Tax rolls voter registration  but right now I don't have the manpower to send a deputy to every Lapp farm  in Lancaster County to see if they've got your Rachel ,Tax records point but right now I do not have the whole person to send a policeman to every Lap farm in Lancaster County to see if there is your Rachel there,74
36,כן אולי אני יכול ,Yeah maybe I could ,Yes maybe I can,73
37,אבל מאחר ולאיימיש אין טלפון אני לא יודע לאן לצלצל ,But since the Amish don't have any phones I wouldn't know who to call ,But since Amish does not have a phone I do not know where to call,70
38,תודה סמל ,Thank you Sergeant ,Thanks Sergeant,85
39,מי הם ,Who are they ,who are they,100
40,המנהיגים של המחוז ,The leadership of our district ,The leaders of the county,65
41,הם החליטו לבוא לראות אותך בעצמם ,They decided to come see you for themselves ,They decided to come see you for themselves,100
42,הוא בא ביום הראשון ,He came the first day ,He came on the first day,93
43,-אני חושבת שהוא הציל את חייך ,- I think he saved your life ,- I think he saved your life,100
44,לא זה לא הייתי אני ,- No that was not I ,No it was not me,73
45,-מי עוד יודע שאני כאן ,- Who else knows I'm here ,- Who else knows I'm here,100
46,כמה זמן אני פה ,How long have I been here ,How long have I been here?,100
47,יומיים ,Two days ,Two days,100
48,ותשתה את התה שלי הרבה תה ,And drink my tea lots of my tea ,And drink my tea a lot of tea,90
49,תגידי לו שהתה שלו מסריח ,Tell him his tea stinks ,Tell him his tea stinks,100
50,תגיד לו בעצמך כשתוכל ,You can tell him when you're able ,Tell him yourself when you can,79
51,אנחנו מאד שמחים שאתה הולך לחיות ג'ון בוק ,We're all very happy that you're going to live John Book ,We're so glad you're going to live John Bock,72
52,אנחנו לא ידענו מה לעשות איתך אם היית מת ,We didn't know what we were going to do with you if you died ,We did not know what to do with you if you were dead,86
53,זה לא התפקיד שלנו לשאול איך הוא בא אלינו ,It's not our place to ask how he came to us ,It is not our job to ask how he came to us,82
54,הוא יעזוב ברגע שיוכל ,He'll leave as soon as he's able ,He will leave as soon as he can,73
55,אל תזוז!,Don't move!,do not move!,86
56,מה אתה עושה ,What are you doing ,What are you doing,100
57,בוא הנה ,Come here ,Come here,100
58,בוא הנה שמואל ,Come here Samuel ,Come here Samuel,100
59,זה אקדח טעון ,This is a loaded gun ,It's a loaded gun,86
60,זה מאד מסוכן ,This is very dangerous ,It's very dangerous,88
61,לעולם לעולם  אל תגע באקדח טעון ,Never ever  touch a loaded gun ,Never never touch a loaded gun,81
62,עתה אני מוציא את הכדורים ועכשיו זה בטוח ,Now I'm taking the bullets out now it's safe ,Now I'm taking out the pills and now it's safe,82
63,בסדר ,Okay ,OK,67
64,תראה קרא לי ג'ון ,Look call me John ,"Look, John called me",94
65,אני פשוט לא רוצה שתיפגע ,I just don't want you to get hurt ,I just do not want you to get hurt,96
66,אני לא מתכוון לצעוק עלייך ,I don't mean to yell at you ,I'm not going to yell at you,84
67,אני פשוט לא רוצה שתיפגע ,I just don't want you to get hurt ,I just do not want you to get hurt,96
68,תראה זה בסדר להסתכל עליו עכשיו זה לא טעון ,Look it's all right for you to look at it now it's unloaded ,Look it's okay to look at it now it's not loaded,62
69,זה בטוח ,That is only for God ,that's for sure,63
70,אתה רוצה להחזיק אותו אתה יכול כאשר אני כאן  אבל זה זה לא בסדר ,You want to handle it you can handle it while I'm here  but that that's not right ,You want to hold it you can when I'm here but that's not right,80
71,שמואל חכה לי למטה ,Samuel wait for me downstairs ,Samuel was waiting for me downstairs,89
72,ג'ון בוק כל עוד אתה בבית הזה אני דורשת שתכבד את דרכינו ,John Book while you're in this house I insist that you respect our ways ,John Bock As long as you're in this house I demand you respect our ways,73
73,בסדר ,Okay ,OK,67
74,הנה קחי ,Here take it ,Here's take,87
75,היכן שהוא לא ימצא אותו ,Where he won't find it ,Wherever he will not find it,80
76,אנחנו מאמינים שזה רע ליטול חיים ,We believe it is wrong to take life ,We believe it is bad to take a life,83
77,הרבה פעמים מלחמות באו  ואנשים אמרו לנו  אתם חייבים להילחם אתם חייבים להרוג ,Many times the wars have come  and people have said to us  you must fight you must kill ,Many times wars have come and people have told us you must fight you must kill,93
