,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,עשרה ילדים כולם מתים חוץ מיצחק ,Ten children and all dead except Isak ,Ten children all die except Isaac,86
1,עשרים נכדים ,Twenty grandchildren ,Twenty grandchildren,100
2,אל תבין לא נכון אני לא מתלוננת ,Don't get me wrong-- I'm not complaining ,Do not get it wrong I do not complain,80
3,חמישה עשר נינים שראיתי ,Fifteen great-grandchildren whom I have never seen ,Fifteen great-grandchildren I saw,77
4,-אסור שתחשבי כך אמא ,Don't think that Mother ,"- You must not think so, mother",63
5,הבובה היתה שייכת לזיגבריט ,This was Sigbritt's doll ,The doll belonged to Siegbritt,63
6,תפרתי את השמלה בעצמי ,I made the dress myself ,I sewed the dress myself,77
7,אבל היא לא אהבה אותה אז שרלוטה לקחה אותה ,But she never cared for it so it went to Charlotta ,But she did not love her so Charlotte took her,60
8,אני זוכרת זאת בבהירות ,She took care of it-- I remember it clearly ,I remember this clearly,62
9,זה זיגפריד כשהוא היה בן שלוש וכשאתה היית בן חמש ,Do you see who that is Sigfrid was three and you were five ,It's Siegfried when he was three and when you were five,76
10,אלוהים  איך שאנשים נראו בימים ההם  !,What a fright one looked in those days ,God how people looked in those days!,71
11,-אני יכול לקחת את זה ,May I have it ,- I can take it,62
12,-כמובן זה סתם זבל ,It's only rubbish ,-Of course it's just rubbish,64
13,והנה ספר צביעה ,And here's a coloring book ,And here is a coloring book,98
14,"""אני אוהבת את אבא הכי בכלהעולם!""","Kristina has scrawled: ""I love Papa more than anything in the whole world ""","""I love Dad the most in the whole world!""",62
15,"""אני הולכת להתחתן עם אבא ""","""I'm going to marry Papa ""","""I'm going to marry Daddy""",77
16,צחקתי כשקראתי את זה ,I laughed when I saw it ,I laughed as I read this,68
17,לא לא קר במיוחד ,No not particularly ,No not particularly cold,88
18,-יש לך לחץ דם נמוך ,I wonder why You have low blood pressure ,- You have low blood pressure,81
19,בואו נבקש מהאחות אליזבט קצת תה ונשב לשוחח ,Let us have some tea and we can sit and talk ,Let's ask Sister Elizabeth for some tea and sit down to talk,63
20,לא תודה לא נפריע לך עוד ,No thank you Mother ,No thanks we will not bother you anymore,64
21,רציתי לתת לו את שעון הזהב הישן של אבא ,I thought of giving him Father's gold watch ,I wanted to give him Daddy's old gold watch,70
