,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אנחנו נלך ברגל מכאן ,We'll go on foot from here ,We'll walk from here,70
1,לעזאזל!,Goddamn it!,damn it!,82
2,שלום  מה שלומך ,- What are you doing here ,Hello how are you,60
3,מה אתה עושה כאן ,- What are you doing here ,what are you doing here,100
4,מה את עושה כאן ,- What are you doing here ,what are you doing here,100
5,הם הפתיעו אותנו שומרי דרכים ,They surprised us Border troops ,They surprised us road guards,70
6,הם פגעו בשותף שלי ,They got my partner ,They hurt my partner,87
7,הם פגעו גם בך ,- Did they get you too ,They hurt you too,76
8,אני בסדר!,- I'm fine!,I'm fine!,100
9,לא פלא שאף אחד מכם לא יכול היה לעשות את ניתוח התוספתן אתם מרגלים כמונו!,No wonder neither of you could do that appendix operation You're spies like us!,No wonder none of you could do the appendix surgery you are spying on like us!,76
10,אתה מתכוון שאתה   ,- You mean you're  ,You mean you are,77
11,"אוסטין מילברג אני ""ג'י אל ג'י 20"" ",- Austin Millbarge I'm a GLG-20 ,Austin Milberg I'm GG 20 ',87
12,"ככה  אתם ה ""ג'י אל ג'י 20 אס"" האחרים הפיתיונות!",So you two are the other GLG-20s The decoys!,"That's how you guys are the other ""LGJ 20s"" baits!",71
13,! הנמך את קולך ,- Lower your voice ,! Lower your voice,100
14,"בגלל זה הם מיהרו להעביר אותנו את ההכשרה למה אנחנו פגשנו בקג""ב   למה הם שלחו אותנו לידי האויב ",That's why they rushed us through training why we were met by the KGB why they sent us into enemy hands ,That's why they hurried to give us the training. Why did we meet in the KGB? Why did they send us into the hands of the enemy?,74
15,נכון ,- Right ,Right,100
16,כועס מאוד השותף שלי ואני נדפקנו ,My partner and I were set up ,Very angry my partner and I were fucked,69
17,עזוב את זה זה מאחורינו העדיפות הראשונה שלנו היא לכסות את הגופות הללו להקים מחנה חדש ולהשלים את הפרויקט הזה ,Forget it that's behind us Our first priority is to cover those bodies establish a new base camp and complete this project ,Leave it behind us Our first priority is to cover these bodies to set up a new camp and complete this project,82
18,פרויקט ,Project ,project,100
19,תקשיבי פיץ יום נמצא בידי סיירת הדרכים הסובייטית בגללך ,Fitz-Hume is in the custody of the Tadzhik highway patrol because of you ,Listen Fitz Day is in the hands of the Soviet Road Patrol because of you,74
20,הפרויקט היחיד שאני צריך להשלים הוא לשחרר את השותף שלי!,The only project I have to complete is to get my partner out ,The only project I need to complete is to release my partner!,78
21,פיץיום!,Fitz-Hume!,Fitzium!,75
22,תראה את זה אתה עשית את זה ,- Look at this Did you do that ,Look at that you did it,82
23,כן אני עשיתי את זה בשבילך ,- Yeah I did that for you ,Yes i did it for you,84
24,אתה יודע אני ממש מחבב אותך כי אני לא אוהב סוסים ואני שונא אקדחים ,You know I must really like you because I don't like horses and I hate guns ,You know I really like you because I do not like horses and I hate guns,95
25,מה זה ,- What's this ,What is,78
26,אתהלארוצהאותו!,- You don't want it!,You do not want it!,91
27,אני אביא את הסוס ,I'll get the horse ,I'll bring the horse,84
28,בואנלך!,Let's go!,let's go!,100
29,"זה השיר שבוצע ע""י הברקייס ""Soul Finger"" ","It's ""Soul Finger"" by the Bar-kays ","This is the song performed by the Berkys ""Soul Finger""",62
