,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,מה שלומך אייק ,- How you been Ike - Good ,How are you ike,72
1,-טוב מה שלומך ,- How you been Ike - Good ,-good how are you,76
2,הדברים ממש נהדרים ,Things are going really well ,Things are really great,75
3,רוצה קפה או משהו ,- Want some coffee or something - Uh no ,Want coffee or something,81
4,ווילי בסדר ,Willie's fine ,Willie is fine,96
5,הוא מתחיל להראות כשרון ציור אמיתי ,He's beginning to show some real talent in drawing ,He's starting to show real painting talent,67
6,מאיפה הוא קיבל את זה ,Where does he get that ,Where did he get it from,74
7,אני לא מצייר ואת לא מציירת ,Cos you don't draw and I don't draw ,I do not paint and you do not paint,60
8,אני מציירת ,I draw ,I am drawing,67
9,כן אבל אין סיכוי שאת האב האמיתי ,Yeah but there's no way that you could be the actual father ,"Yes, but there's no way you're the real father",71
10,אני מקווה שאתה יכול לקחת את ווילי ב-16 מפני שאני וקוני נוסעות לברבדוס ,I'm hoping you'll take Willie on the 16th cos Connie and I want to go to Barbados ,I hope you can take Willie at 16 because Connie and I are going to Barbados,67
11,את עדיין מתכוונת לכתוב את הספר הטיפשי את רצינית בנוגע לכך ,Are you still gonna write that stupid book I mean are you serious about that ,You're still going to write the stupid book you're serious about,81
12,אני רצינית מאוד ,I'm very serious about it ,I'm very serious,78
13,אין לך במה להתבייש ,You have nothing to be ashamed of ,You have nothing to be ashamed of,100
14,-אפשר לדבר איתך רגע ,- Can I talk to you a minute Excuse me ,- I can talk to you for a moment,76
15,אני רוצה לשאול משהו שאני לא מבין ,Here's what I still don't understand ,I want to ask something I do not understand,68
16,למה את בורחת ,Where are you running ,Why are you running away?,80
17,אני לא יכול להבין איך את מעדיפה אותה על פניי ,I can't understand how you can prefer her to me ,I can not understand how you prefer her to me,89
18,אתה לא מבין ,- You can't understand ,You do not understand,83
19,-לא ,- No ,-No,100
20,אתה חושב שנוכל להיות ידידים ,- D'you think we can be ever just friends ,You think we can be friends,82
21,-תפרסמי בספר את כל הפרטים ,- You're putting in all the details ,- Publish all the details in the book,71
22,לא נדלג על הקטע שניסית לדרוס אותה ,No not the part where you tried to run her over with the car ,We will not skip the section you tried to run over,67
23,אני ניסיתי לדרוס אותה ,Wha  I tried to run her over with a car ,I tried to run over her,75
24,על מה את מדברת ,What are you talking about ,What are you talking about,100
25,היה מאוחר בלילה ,It was late ,It was late at night,71
26,את יודעת שאני לא נוהג טוב ,You know I don't drive well It was raining ,You know I'm not driving well,68
27,ירד גשם היה חשוך ,You know I don't drive well It was raining ,It was raining and it was dark,64
28,מדוע ארבת מחוץ לבקתה ,Why were you lurking outside the cabin ,Why locusts outside the cabin,72
29,עקבתי אחריכן מפני שידעתי מה קורה ,I was spying on you guys cos I knew what was happening ,I followed you because I knew what was going on,65
30,התאהבת ,You were falling in love ,You fell in love,75
31,אז הרגשת שאתה צריך לדרוס אותה ,So you felt you had to run her over with the car ,So you felt you had to run over her,84
32,את יודעת כמה לאט נסעתי ,You know how slowly I was going ,You know how slow I drove,75
33,לא מספיק לאט הרסת את כל המרפסת הקדמית ,Not slowly enough that you didn't rip the front porch off ,Not slowly enough did you destroy the entire front porch,73
34,מפני שאני לא יכול לנהל את הוויכוח הזה בכל פעם שאני בא ,I can't have this argument every time I come over ,Because I can 't run this argument every time I come,82
35,אתה נראה מצחיק עם הג'קט הזה ,- You look funny in that jacket ,You look funny with this jacket,83
36,-אני יודע ,- I know ,-I know,100
37,קיוויתי למצוא משהו מגברדין אבל זה נהדר ,I had hoped for something in the gabardine ,I was hoping to find something from Gavardin but it's great,63
38,התגעגעת אליי ,Do you miss me ,did you miss me,90
39,התגעגעת אליי ,Do you miss me ,did you miss me,90
40,כמובן שהתגעגעתי אליך ,Of course I miss you ,Of course I missed you,95
41,אני אוהב אותך ,I love you ,I love you,100
42,לכן אני בא לקחת אותך כל הזמן ,That's why I come and get you all the time ,That's why I come to pick you up all the time,80
43,למה אי אפשר לאכול נקניקייה ,That's why I come and get you all the time ,Why you can not eat a hot dog,62
44,-מפני שזה בית קפה רוסי ,- Because this is a Russian tearoom ,-Because it's a Russian cafe,70
45,חוץ מזה ראית את הנשים כאן ,Besides you see those two women here ,"Besides, you've seen the women here",89
46,יש כאן נשים יפות מאוד ,They have very beautiful women here ,There are very beautiful women here,83
47,יכולנו להתחיל עם שתי אלו אם היית זריז יותר ,I think we could have picked up these two if you were quicker ,We could have started with these two if you were more agile,65
48,אני רציני ,I'm serious ,I'm serious,100
49,אני חושב שמצאת חן בעיני השחרחורת ,I think the brunette liked you ,I think you liked the brunette,100
50,לא אתקשר אליו ,No I'll call him ,I will not call him,74
51,הלו ייל ,Hello Yale ,Hello Yale,100
52,סליחה שהתקשרתי ,I'm sorry for calling ,Sorry I called,69
53,אני  פשוט חשבתי שהיום יום ראשון ואולי תוכל לבוא ונצא להליכה או ,I  Well I just thought that it's Sunday out and maybe if you could get away we could go for a walk or  ,I just thought it was Sunday and maybe you could come and go for a walk or,78
54,אמרת את זה ,You mentioned that ,You said that,71
55,הלו ,Hello ,Hello,100
56,היי מה שלומך ,Oh hi! Hi how you doin' ,Hi how are you,63
57,בכלל לא ,No not at all ,Not at all,87
58,אני סתם יושב ומרפרף במגזינים ,I was just sitting around looking through the magazine section ,I'm just sitting and flipping through magazines,68
59,לא לא קראתי את הקטע על ההמונים הסינים חסרי הפנים ,Uh no no I didn't read the piece on China's faceless masses ,No I did not read the passage about the faceless Chinese masses,75
60,הסתכלתי על הפרסומות ללבני נשים ,I was checking out the lingerie ads ,I looked at the commercials for lingerie,61
61,הם ממש ארוטיים ,They're really erotic ,They are really erotic,84
62,רוצה לצאת להליכה ,You wanna go for a walk ,Want to go for a walk,77
63,לא יודעת אני חייבת לצאת ,I don't know I've gotta get out ,I do not know I have to go out,69
64,אני משתגעת כאן וייל אצל ההורים של אמילי ,I'm going stir-crazy and Yale's with Emily's parents ,I'm going crazy here Vail with Emily's parents,78
65,זה יום ראשון ממש יפה ,It's such a beautiful Sunday ,It's a really beautiful Sunday,83
66,את רוצה להיות במאפרה ,You wanna wind up in an ashtray ,You want to be in the ashtray,63
67,זה היה יום ממש יפה לטיול ,- It was such a beautiful day out ,It was a really beautiful day for a hike,68
68,אני חושב ששמעתי את בניין קרייזלר מתפוצץ ,I think the Chrysler Building blew up ,I think I heard the Chrysler building explode,71
69,אוי לא ,- Oh no!,Oh no,100
70,רעמים מפחידים אותי ,Thunder scares me ,Thunder scares me,100
71,-זה לא הצליל החביב גם עליי ידעת שבכל שנה אדם או שניים נהרגים בסנטרל פארק במהלך סופת רעמים ,D'you know every year one or two people get killed during a storm in Central Park ,-It's not my favorite sound You also knew that every year a person or two are killed in Central Park during a thunderstorm,70
72,אולי ארוץ לפנייך ונדבר בהמשך השבוע ,Why don't I run up ahead and we'll talk later ,Maybe I'll run in front of you and talk later this week,64
73,זה נורא! אתה נראה מגוחך ,You look ridiculous!,It is terrible! You look ridiculous,72
74,אתה יודע ,You know that ,You know,76
75,בפעם הבאה שתרצי שמישהו יטייל איתך ביום ראשון תמצאי מישהו אחר ,Next time you want someone to walk with you get somebody else ,The next time you want someone to travel with you on a Sunday you will find someone else,71
76,אף פעם לא ראיתי מישהו מגיב כך למעט גשם מעט מים ,I've never seen anybody react so strongly to a little bit of water ,I have never seen anyone react like this except rain a little water,65
77,זה לא המים ,It wasn't the water ,This is not water,72
78,אהפוך לאחד הבחורים שמוכרים ספרי קומיקס ליד בלומינגדייל ,I'll turn into a guy that sells comics outside Bloomingdale's ,I'll become one of the guys selling comic books near Bloomingdale's,64
79,מה דעתך אני נראית נורא ,What do you think You think I look terrible ,What do you think I look terrible,87
80,איך אני נראית ,How do I look ,how do I look,100
81,אני לא יכול לראות ,- I can't see ,I can not see,75
82,-אתה צריך לראות את הפנים שלך!,- You should see your face!,- You need to see your face!,78
83,את מראית נחמד למעשה ,You look kinda nice actually ,You look nice actually,88
84,את נראית די יפה ,You're sort of pretty ,You look pretty pretty,74
85,-למה ,- Why ,-Why,100
86,הוא היה אמור לפגוש אותי היום והוא לא יכול ,He was supposed to see me today and then he couldn't ,He was supposed to meet me today and he can not,81
87,היו לי כרטיסים לקונצרט של ויואלדי וכמובן שהוא ביטל ,And I had tickets to this Vivaldi concert He had to cancel on me of course ,I had tickets for Vivaldi's concert and of course he canceled,83
88,זה מה שקורה כש  ,- That's what happens when  ,This is what happens when,90
89,-אני מנהלת רומן עם גבר נשוי ,- I know You're having an affair ,- I'm having an affair with a married man,70
90,איזו דרך איומה לנסח את זה ,- What a terrible way to put it ,What a terrible way to put it,100
91,-לא אני ניסחתי זאת כך ,- Hey I didn't put it that way ,"- No, I put it that way",71
92,בעלי  הגרוש שלי ניהל רומן כשהיינו נשואים ,My husband well my ex-husband had an affair when we were married ,My divorced husband had an affair when we were married,81
93,באמת ,- Really ,really,100
94,לפחות פעם אחת שאני מודעת אליה ,At least one that I know of ,At least once I'm aware of it,64
95,ואף פעם לא אמרתי שום דבר מפני שהרגשתי שחסר בי משהו ,And I never mentioned anything because I felt that I was deficient in some way ,And I never said anything because I felt I was missing something,73
96,שהייתי גרועה במיטה או לא מספיק טובה או לא מושכת גופנית ,That I was bad in bed not bright enough or physically unattractive ,That I was bad in bed or not good enough or not physically attractive,68
97,בסופו של דבר הוא היה רק טפיל ,- But in the end he was just a louse - Yeah I know ,In the end he was just a parasite,68
98,-כן טפיל אינטלקטואלי ,An intellectual louse ,-Yes an intellectual parasite,73
99,אלוהים הוא היה מבריק ,Oh God was he brilliant ,God he was brilliant,93
100,השתגעתי עליו ,I was so crazy about him ,I went crazy over him,67
101,הוא ממש גרם לי לפתיחות מינית ,Really opened me up sexually ,He really made me sexually open,78
102,הוא לימד אותי הכל ,Taught me everything ,He taught me everything,93
103,שבתאי הוא הכוכב השישי מהשמש ,Saturn is the sixth planet from the sun ,Saturn is the sixth star from the sun,84
104,יש את מיאס טיטאן דיון והיפריון כמובן ,There's Mimas Titan Dione Hyperion of course ,There is the Mias Titan Dion and Hyperion of course,86
105,אני לא מכיר אף אחד מהם ולמרבה המזל זה לא עלה בשיחה ,I can't name any of 'em and fortunately they never come up in conversation ,I do not know any of them and fortunately it did not come up in the conversation,77
106,עובדות ,Facts ,facts,100
