,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,זה סיבוב חשוב ,-It's an important inning ,This is an important round,72
1,החמישי ,-The 5th ,The fifth,75
2,זה גם הסיבוב שבו קיויתי שיהיה לי רוכסן מקדימה ,It's also the inning I wish I had a zipper in the front ,This is also the round where I was hoping to have a front zipper,69
3,קרא לי טיפש מהי התוכנית שלך ,-Call me Goof What's your plan ,Call me stupid what is your plan,82
4,"אני ארקוד ואאיית את שם העיר לצלילי ""פיל תינוק מרקד ""","I dance and spell out the name of the city to ""Baby Elephant Walk ""","I will dance and spell the name of the city to the sounds of ""Baby Elephant Dancing""",84
5,אההה מנציני (מלחין) - החבר הטוב ביותר של הקמע ,Mancini: the mascot's best friend ,Ahhh Mancini (composer) - the best friend of the mascot,75
6,נראה אותך על המגרש ,See you on that field ,We'll see you on the field,81
7,דייב גלאס מדבר אליכם ,Dave Glass talking at you ,Dave Glass speaks to you,69
8,יש לנו מזג אויר נפלא מתחת לכיפה הזו ,We got great weather tonight under the dome ,We have wonderful weather under this dome,64
9,בואו נראה ,Let's see ,Let's see,100
10,המושבים האלו מסריחים!,-These seats stink!,These seats stink!,100
11,חשבתי שהרעיות יישבו קרוב יותר ,-I thought the wives would be closer ,I thought the wives would sit closer,90
12,החלק הזה הוא לנשים לשעבר ,-This section is for the ex-wives ,This part is for ex-wives,77
13,הייתה לו איזו זונה הקנזס סיטי ,-He had some bimbo in Kansas City ,He had some Kansas City whore,75
14,כרטיס בחינם למגרש מקצועי אבל הייתי מתוח מדי בשביל להינות מהמשחק ,A free ticket to a big-league park but I was too tense to enjoy the game ,Free ticket to a professional pitch but I was too tense to enjoy the game,80
15,הייתי מרוכז מדי במשימה הקרבה ,I was too focused on the task at hand ,I was too focused on the upcoming task,77
16,גברותיי ורבותיי התחושה החדשה של העיר היברה:,Ladies and gentlemen Capital City's newest sensation:,"Ladies and gentlemen, the new sense of the city of society:",66
17,הומר המרקד!,Dancin' Homer!,Homer the dancer!,71
18,הנה הוא!,There he is!,here he is!,67
19,הייתי מלא חן ,I was graceful ,I was full of grace,67
20,הייתי שנון ,I was witty ,I was witty,100
