,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,חששתי שלא תאמין לי ,I was afraid you wouldn't believe me ,I was afraid you would not believe me,96
1,אני לא מאמין בכישוף אבל יש הרבה מטורפים בעיר הזו ,I don't believe in witchcraft but there are plenty of maniacs and crazy people in this city ,I do not believe in witchcraft but there are a lot of lunatics in this city,77
2,-לרופא קוראים שאנד ,The doctor's name is Shand you say ,-The doctor is called Shand,63
3,"-לא ד""ר שאנד הוא אחד מהם ",N-No Dr Shand is one of these people ,- Not Dr. Shand is one of them,79
4,-לרופא קוראים ספירסטין ,The doctor's name is Sapirstein ,-The doctor is called Spirstein,75
5,-אברהם ספירסטין ,Abraham Sapirstein ,-Avraham Spirstein,91
6,-כן אתה מכיר אותו ,Do you know him ,"- Yes, you know him",77
7,זה קשה אבל ננסה ,It's difficult but we'll try ,It's hard but we'll try,78
8,אני רוצה שתשכבי לנוח תודה ,I want you to lie down and get some rest ,I want you to lie down to rest thank you,72
9,אני מקווה שנמצא לך מקום טוב מזה ,I hope we can do better than that ,I hope you find a better place for this,64
10,אראה מה אפשר לעשות ואז אבדוק אותך ,I'll see what I can do then I'll check you over ,I'll see what can be done and then I'll check you out,84
11,לא זה יארך כחצי שעה ,No It'll take me about a half-hour on the telephone ,It will not last about half an hour,60
12,תשכבי לנוח ,You just lie down rest ,Lie down to rest,79
13,"יברך אלוהים את ד""ר היל ",God bless Dr Hill ,God bless Dr. Hill,100
14,עכשיו הכול יהיה בסדר אנדי או ג'ני ,Everything's going to be O K now Andy or Jenny ,Now everything will be fine Andy or Jenny,80
15,נהיה בבית חולים נחמד ונקי בלי אורחים ,We're going to be in a nice clean hospital with no visitors ,We will be in a nice and clean hospital without guests,67
16,מפלצות ,Monsters ,Monsters,100
17,מפלצות ,Monsters ,Monsters,100
18,בואי אתנו בשקט רוזמרי ,Come with us quietly Rosemary ,Come with us quietly Rosemary,100
19,אל תתווכחי או תקימי מהומה אם תמשיכי לדבר על מכשפות ניקח אותך לבית חולים למשוגעים ,Don't argue or make a scene because if you say anything more about witches or witchcraft we're going to be forced to take you to a mental hospital ,Do not argue or make a fuss if you keep talking about witches we'll take you to a crazy hospital,64
20,אז תנעלי נעליים ,Put your shoes on ,So put on shoes,88
21,אנחנו רק רוצים לקחת אותך הביתה ,Wejust want to take you home No one's going to hurt you ,We just want to take you home,64
22,איש לא יפגע בך או בילד ,No one's going to hurt you ,No one will hurt you or the child,68
23,היא בסדר עכשיו ,She's fine now ,She's fine now,100
24,-ניסע הביתה לנוח ,We're going to go home and rest ,-We will go home to rest,67
25,-זה כל מה שדרוש ,That's all it takes ,- That's all it takes,100
26,-תודה דוקטור ,Thank you for your trouble Doctor ,-Thank you Doctor,65
27,-אני שמח שיכולתי לעזור ,Glad I could be of help sir ,- I'm glad I could help,79
28,חבל שהיית צריך לבוא הנה ,It's a shame you had to come in here ,Too bad you had to come here,75
29,ערב טוב גב' וודהאוס ,Good evening Mrs Woodhouse ,"Good evening, Mrs. Woodhouse",100
30,גב' וודהאוס!,Mrs Woodhouse!,Mrs. Woodhouse!,100
31,גב' וודהאוס!,Mrs Woodhouse!,Mrs. Woodhouse!,100
32,-לך לעזאזל !,Hello ,-Go to hell !,67
33,-בחייך מותק ,Oh Ro baby ,- Come on baby,73
34,-הבטחת להם את הילד !,You promised them the baby get out!,- You promised them the child!,72
35,-רוזמרי את  ,Rosemary you're-- You too!,- Rosemary you,69
36,-גם אתה !,Thank you ,-you too !,62
37,-גב' דנסטן לא פה ,Elise Mrs Dunstan is out ,-Mrs. Dunstan is not here,85
38,-מי זו ,-Who is this ,-who is she,76
39,-השמרטף ,Or the baby ,-The babysitter,72
40,-איפה היא ,-Who is this ,-where is she,61
41,-בקולנוע  זו רוזמרי ,This is Rosemary ,"- In this movie, Rosemary",79
42,תבקשי ממנה להתקשר אליי כשתחזור ,I'll have her call you back ,Ask her to call me when you get back,67
43,זה דחוף מאוד ,It's terribly urgent ,This is very urgent,62
44,אל תשכחי ,Don't- - Don't forget ,Do not forget,71
45,אומר לה  -תודה ,Thank you ,Tell her -thank you,67
