,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,﻿אני לעולם לא חשבתי עליה ,Listen I never think of her ever ,I never thought of her,63
1,לא אידיוט ,No idiot ,Not an idiot,80
2,אלוהים!,God!,God!,100
3,--לא רק חשבתי לעזוב את הילדים עם מישהי אחרת כל-כך הרבה  ,No I was just thinking  I don't know leaving the kids with a sitter so much  it just  ,- Not only did I think of leaving the kids with someone else so much,62
4,מה זה משאיר לנו זמן לאהוב אחד את השני ,What  it gives us more time to love each other ,What it leaves us is time to love each other,88
5,ואם לאהוב אותך זה לא נכון  מותק אני לא רוצה להיות צודק ,And if loving you is wrong  Baby I don't want to be right ,And if loving you is wrong baby I do not want to be right,94
6,ובכן זה פשוט לא מרגיש נכון לגביי ,Well it just doesn't feel right to me ,Well it just does not feel right about me,79
7,בחייך ,Come on ,Come on,100
8,היא שמרטפית טובה ,She's a great babysitter ,She's a good babysitter,85
9,זה מה שחלמנו עליו תמיד ,It's what we always dreamed of ,This is what we have always dreamed of,85
10,תפסיק!,Stop it!,Stop!,73
11,לא איכפת לך מסידור ציפורניים ,No you don't care about nail polish ,You do not care about arranging nails,72
12,--אני יודע אבל את רוצה לחזור לדרך שבה זה היה עם הילדים מכוסים בסלסה ואת מבקשת ממני לעזור לך ,I know but  you wanna go back to the way it was with the kids covered in salsa and you wanting me to help ,- I know but you want to go back to the way it was with the kids covered in salsa and you're asking me to help you,89
13,--זה--אני מתכוון זה ככה לא חיים ,That's  I mean that's  that's no kind of life ,--It - I mean it's not life like that,61
14,--כן אבל ריי הם צעירים רק פעם אחת ,Yeah but  Ray look they are only young once ,--Yes but Ray are young only once,82
15,זאת ההזדמנות היחידה שלנו להנות מהגיל הזה ,This is our only chance to enjoy this age ,This is our only chance to enjoy this age,100
16,ובכן מה לגבי גילי ,Well what about my age ,Well what about my age,100
17,מתי יתאפשר לנו להנות מהגיל שלי ,When do we get to enjoy my age ,When will we be allowed to enjoy my age,72
18,אם אנחנו חייבים להשאיר את הילדים --עם מישהו אז אולי זאת צריכה להיות אימא שלך ,If we have to leave the kids with somebody then you know  maybe it should be your mom ,If we have to leave the children - with someone then maybe it should be your mother,80
19,בגלל שהיא אחרי הכל  משפחה ,Because after all she is  family ,Because she's a family after all,95
20,היא באה הנה ורואה את ג'פרי ומייקל ואלי משחקים עם מישהי זרה והם נהנים נורא איתה כמו שמעולם לא נהנו  איתה ,She comes over here and she sees Geoffrey and Michael and Ally playing with some stranger and they're having so much more fun with her than they ever had with  her ,She comes here and sees Jeffrey and Michael Valley playing with a stranger and they have as much fun with her as they have never had with her,76
21,השורה התחתונה היא זמן איכות זה הכל ,Look the bottom line is quality time that's all ,The bottom line is quality time is everything,67
22,ואם כבר מדברים על זמן איכות כמובן ש  לאהוב אותך,And by quality time of course I mean  Lovingyou,And speaking of quality time of course love you,67
23,זה קל כי את יפה,Iseasy'cause you're beautiful,It's easy because you're beautiful,86
24,ובכל יום שאנחנו--או!,Andeveryday that we  ooh!,And every day we - or!,62
25,אני יותר מאוהב בך ,I'mmorein love with you ,I'm more in love with you,88
26,אוקיי תודה ,Okay thank you ,Okay thank you,100
27,לה לה לה לה לה,La-la-la-la-la,La la la la la la,90
28,מרי שוב תודה ,La-la-la-la-la Thanks again Marie ,Mary thanks again,64
29,אני הולכת עם ריי למעט קניות ,I'm just gonna do a little shopping with Ray ,I go with Ray except for shopping,65
30,אני מצטערת שהמצב עם הנערה לא הסתדר ,I'm sorry the situation with the girl didn't work out ,I'm sorry the situation with the girl did not work out,93
31,ובכן אני נורא מעריכה את זה ,Okay well I really appreciate this ,Well I really appreciate it,82
32,בבקשה את יודעת שאני אוהבת לעשות את זה ואני לא רוצה שתחשבי שאת צריכה להתנצל ,Please you know how I love doing this and I don't want you to think that you even have to apologize ,Please you know I like to do this and I do not want you to think you should apologize,80
33,מרי אני מצטערת ,I'm sorry Marie ,Mary I'm sorry,90
34,או זה כל-כך לא נחוץ ,Oh that is so unnecessary ,Or it's so unnecessary,77
35,מספיק לי לדעת שאת מרגישה רע לגבי זה ,Oh just knowing that you feel bad is enough for me ,It's enough for me to know you're feeling bad about it,73
36,-הנה את ,- There you are ,- Here you are,96
37,-מתי ליסה מגיעה ,- When is Lisa coming ,-When Lisa arrives,67
38,מתוקה אמרתי לך שליסה לא מגיעה היום ,Honey I told you Lisa is not coming today ,Sweetheart I told you Lisa is not coming today,80
39,סבתא יודעת איך לשחק בתחנת החלל ,Does Grandma know how to play Space Station ,Grandma knows how to play in the space station,85
40,היא יודעת ,Yes she does ,she knows,57
41,ובכן יקירתי תגידי שלום לאימא ואז נוכל לשחק ,Well sweetheart say goodbye to Mommy and then we'll play ,Well darling say hello to mom and then we can play,70
42,אמא אני רוצה ללכת איתך ,Mommy I want to go with you ,Mom I want to go with you,96
43,אמא אוהבת אותך ,I see you later Mommy loves you ,Mom loves you,59
44,"אז אולי אנחנו יכולים אח""כ ללכת לראות סרט ",So maybe we can go to a movie later ,So maybe we can go see a movie later,93
45,זה יהיה נהדר ,That'd be great ,That will be great,79
46,-כן ,- Yeah ,-Yes,57
47,-מרי מה קרה ,- Oh Marie what happened ,- Tell me what happened,79
48,שיחקנו את המשחק המטורף ההוא שהנערה ההיא לימדה את הילדים  ומישהו פיזר צעצועים על הרצפה ,We were doing that crazy game that the girl taught the kids  and someone had allowed toys to be in the middle of the floor ,We played that crazy game that girl taught the kids and someone scattered toys on the floor,71
49,-ומעדתי ,- and I tripped ,-And I stumbled,67
50,-אלוהים ישמור מה אני יכולה לעשות ,- Oh my God what can I do ,-God will keep what I can do,72
51,יש לכם עורך דין ,Do you have a lawyer ,You have a lawyer,92
52,אבא אתה מתכוון לתבוע אותנו ,You're gonna sue us Dad ,Dad you're going to sue us,86
53,לא אתכם את חברת הביטוח שלכם ,Not you your insurance company ,Not your insurance company,93
54,-כן ,- Yeah ,-Yes,57
55,היכן הילדים ,Where are the children ,Where are the children,100
56,הם בחדרה של אלי ,They're in Ally's room ,They're in Eli's room,88
57,לא רציתי שהם יראו אותי כך ,I didn't want them to see me like this ,I did not want them to see me that way,71
58,או מרי-,Oh my  ,Or Mary-,67
59,אני מרגישה נורא ,God I feel terrible ,I feel terrible,88
60,הנה ,Here we go  ,here,57
61,אמא אני פה בשבילך ,I'm here for you Ma ,"Mom, I'm here for you",92
62,אמרתי לנימו שנפגעת הוא הכניס לשקית כמה מקלות לחם חינם ,I told Nemo you were hurt he threw in some free breadsticks ,I told Nimo that you were hurt he put some free bread sticks in the bag,77
63,הם נראים ישנים ,Oh these seem old ,They look old,60
64,"""את מה שאת אוכלת ""","""You are what you eat ""","""What you eat""",75
65,אבא תן לאביך את ההזמנה שלו לזקן אומלל ,Robby give your father his order of miserable bastard ,Dad give your father his invitation to a miserable old man,70
66,אמא בחייך בואי ניקח אותך למיטה שלך ,Come on Mom let's get you in your own bed ,Mom in your life let's take you to your bed,64
67,אתם יודעים שיהיה קל יותר אם פשוט נחליף בתים ,You know it might be easier if we just switch houses ,You know it will be easier if we just swap houses,83
68,פרנק אתה יכול לעזור בבקשה ,Frank can you help please ,Frank can you help please,100
69,מרי אני כל-כך מצטערת ,Marie I am so sorry ,Mary I'm so sorry,78
70,אם יש משהו שאת צריכה תודיעי לי ,Just  if there's anything you need you just let me know ,If there is anything you need let me know,84
71,נחמד!,Nice!,Nice!,100
72,הם השאירו את מקלות הלחם ,They left the breadsticks ,They left the bread sticks,78
73,היא באמת נפגעה ,She is really hurt ,She was really hurt,81
74,אני כך-כך מפגרת ,Marie I am so sorry ,I'm so-so retarded,65
75,מה ,What ,what,100
76,זה קורה ,It happens ,It happens,100
77,מה לא!,What ,What not!,67
78,מה ,What ,what,100
79,בבקשה תפסיקי ,What Please stop ,Please stop,81
80,לא התכוונתי שאת השארת אותם פה ,I didn't mean you left them around ,I did not mean for you to leave them here,64
81,בחייך הילדים בטח השאירו אותם --הילדים המסריחים הללו,Come on the kids probably left them the stinking kids  ,In your life the children must have left them - these stinking children,57
82,לא ריי זאת אשמתי ,No Ray it's my fault ,No Ray it's my fault,100
83,כן נכון כי סידרתי אותה ,Yes it is 'cause I set her up ,Yes it's true because I arranged it,63
84,לא יכולתי לעמוד בזה שהילדים רצו להיות עם ליסה ,I just couldn't stand how much the kids wanted to be with Lisa ,I could not stand the fact that the children wanted to be with Lisa,71
85,חכי רגע ,Wait a minute ,wait a second,62
86,חכי רגע ,Wait a minute ,wait a second,62
87,אמרת לנערה נחמדה ביותר לא להגיע הנה בגלל שחשבת שהילדים אוהבים אותה יותר מידי ,You told a perfectly nice girl not to come because you thought the kids liked her too much ,You told the very nice girl not to come here because you thought the kids loved her too much,86
88,כן ,Yes ,Yes,100
89,ואז הבאת אישה מבוגרת להפליא כדי שתשפר לך את ההרגשה ,And then you brought in Old Yeller to make yourself feel better ,Then you brought in a wonderfully older woman to make you feel better,80
90,כן ,Yes ,Yes,100
91,אני נוראית ,I'm terrible ,I'm terrible,100
92,אני אוהב את זה ,I love this ,I like this,82
93,עדיין  את יודעת מה הדבר הכי יפה בזה ,Yet  you know what the beautiful thing is here ,You still know what the most beautiful thing about it is,71
94,"בכל פעם שאני זומם משהו כמו זה את תמיד מביטה עליי בדרך של ""איך יכולת לעשות את זה"" ","Whenever I do something connivy like this you always look at me like ""How could you do that ""","Every time I plot something like this you always look at me in the way of ""how could you do that""",76
95,כשמה שאת חושבת באמת זה ,When what you're really thinking is ,When what you really think it is,90
96,"""איך אתה עושה את זה"" ","""How do you do that ""","""How do you do that""",100
97,-אני גאה בך ,- I'm proud of you ,-I'm proud of you,100
98,את לא צריכה להתחרות לגבי שמרטפית ,Will you come on You don't have to compete with some babysitter ,You do not have to compete for a babysitter,70
99,הילדים אוהבים את אימא ,The kids love Mommy ,The kids love Mom,94
100,בכל פעם שאני רוצה לעשות משהו איתם הם תמיד צועקים ,Every time I want to do something with them they always yell ,Whenever I want to do something with them they always shout,74
101,"""אנחנו מעדיפים את אימא ""!","Yes! ""We prefer Mommy!""","""We prefer Mom""!",81
102,כן!,- Yes!,Yes!,100
103,"""אנחנו מעדיפים את אימא""!","Yes! ""We prefer Mommy!""","""We prefer Mom""!",81
104,"""כל הדברים הופכים לזהים איפה אימא"" ","""All things being equal where's Mommy ""","""All things become the same where mom""",72
