,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אינך רוצה לראות את הצלקות שלא ראית מעולם ,Don't you want to see those scars ,You do not want to see the scars you have never seen,71
1,אתם לא מאמינים ,You cannot believe it ,You do not believe,77
2,תאמינו ,Believe it ,Believe me,80
3,אני לא יכולה לעמוד בכאב ,I cannot stand pain ,I can not stand the pain,79
4,קל להיות אמיץ כשאתה חופשי עם חברים ,It's easy to be brave when you're free when you're with friends ,It's easy to be brave when you're free with friends,89
5,אבל אני נתפסתי ,But I was caught ,But I was caught,100
6,האחרים היו חופשיים אבל הם לא עזרו לי ,The others were free but they didn't help me ,The others were free but they did not help me,92
7,הייתי לבד ,I was alone ,I was alone,100
8,הייתי לבדי בידיהם ,I was alone in their hands ,I was alone in their hands,100
9,הם אמרו שהם יכניסו אותי לבתי הבושת שלהם ,They said they would put me into their brothels ,They said they would put me in their brothels,98
10,הם אמרו שהם יענו אותי ,They said they would torture me ,They said they would torture me,100
11,ראיתי מה הם עשו לאחרים ,I saw what they did to other people ,I saw what they did to others,88
12,אני מצטערת ,I'm sorry ,I'm sorry,100
13,אני לא מסוגלת לעמוד בכאב ,I cannot stand pain ,I can not stand the pain,79
14,כשהגענו לכאן למה לא הצטרפת אלינו ,When we got here why didn't you put in with us ,When we got here why did not you join us,84
15,הרי יכולת לבוא איתנו!,You could have come with us!,You could come with us!,90
16,זה היה הסיכוי היחיד שלך להשתחרר מהם!,It was your only chance to get free of them!,It was your only chance to break free from them!,82
17,לא היה שום סיכוי ,There was never any chance ,There was no chance,80
18,לא היה לכם שום סיכוי!,You never had any chance!,You had no chance!,78
19,זה היה חסר תקנה מלכתחילה ,It was hopeless from the beginning ,It was hopeless in the first place,65
20,לעולם לא תצאו מכאן!,You'll never get out of here!,You'll never get out of here!,100
21,לעולם!,Never!,forever!,67
22,ניסיתי לומר לך אמש ,I tried to tell you last night ,I tried to tell you last night,100
23,אתה יכול לעשות משהו בכלל ,Can you do anything at all ,You can do anything at all,100
24,לא יודע ,I don't know ,Do not know,78
25,תמיד יש דרך לפוצץ חומרי נפץ ,There's always some way to blow up explosives ,There's always a way to blow up explosives,92
26,החוכמה היא לא להיות בשטח כשהם מתפוצצים ,The trick is not to be around when they go off ,The trick is not to be in the field when they explode,73
27,אבל לא שכחת משהו סרן ,But aren't you forgetting something captain ,But you did not forget something Captain,80
28,כפי שאני רואה את הדברים יש לנו שלוש אפשרויות:,As I see it we have three choices:,As I see it we have three options:,76
29,האחת נוכל להשאיר אותה כאן אבל אז היא עלולה להימצא ובמקרה שלה הם אפילו לא יצטרכו סם אמת ,One we can leave her here But she might be found And in her case they won't need a truth drug ,One we can leave her here but then she may be found and in her case they will not even need a real drug,83
30,והשלישית  זו האפשרות של אנדריאה זוכר ,And three   Well that's Andrea's choice Remember ,And the third is the possibility of Andrea remembering,60
31,אתה באמת רוצה את ליטרת הבשר שלך ,You really want your pound of flesh ,You really want a liter of your meat,73
32,כן ,Yes ,Yes,100
33,פשוט לא הצלחתי להירדם אמש ,I just couldn't manage to get to sleep last night ,I just could not fall asleep last night,61
34,-אם אתה להוט להרוג אותה עשה זאת!,-If you're anxious to kill her do it!,-If you are eager to kill her do so!,70
35,-אני לא להוט להרוג אותה ,-I'm not anxious to kill her ,- I'm not keen on killing her,67
36,אני לא להוט להרוג אף אחד ,I'm not anxious to kill anyone ,I'm not keen on killing anyone,70
37,אתה מבין אני לא חייל מלידה ,See I'm not a born soldier ,"You see, I'm not a soldier by birth",80
38,לא אני מעדיף להשאיר לך את ההריגה ,No I prefer to leave the killing to you ,No I prefer to leave you the killing,96
39,קצין וג'נטלמן מנהיג גיבור ,An officer and a gentleman A leader of men a hero ,Officer and Gentleman Hero leader,80
40,אם אתה חושב שאני נהנה מזה אתה מטורף!,If you think I enjoy this you're mad!,If you think I'm enjoying it you're crazy!,75
41,מעולם לא רציתי בזה ,I never wanted it ,I never wanted that,78
42,נלכדתי בזה כמוך או כמו כל אחד אחר במדים ,I was trapped like you or anybody in uniform ,I was caught up in it like you or like everyone else in uniform,60
43,ברור שאתה רצית בזה אתה קצין לא ,You wanted it You're an officer aren't you ,Obviously you wanted it you're not an officer,74
44,אני לא הסכמתי להיות קצין לא רציתי את האחריות של קצין ,I'll never want the responsibility of an officer ,I did not agree to be an officer I did not want the responsibility of an officer,66
45,אז אתה 'ראש קטן' כל הזמן ,Then you've had a free ride all this time ,So you 'little head' all the time,64
46,מישהו צריך להיות אחראי ,Someone's got to be responsible ,Someone has to be responsible,87
47,אתה חושב שזה קל ,Do you think it's easy ,You think it's easy,93
48,לא יודע!,I don't know!,Do not know!,78
49,אני מתחיל לתהות מי אחראי לביצוע העבודה המלוכלכת ,I'm beginning to wonder who is responsible to do the dirty work ,I'm starting to wonder who's responsible for doing the dirty work,75
50,האם מי שנותן את ההוראה הוא האשם או מי שצריך לבצע אותה במו ידיו ,Is the man who gives the orders guilty or the one who has to do it ,Is the one who gives the instruction the culprit or the one who has to carry it out with his own hands,62
51,-אין לנו זמן לזה ,-We've no time for this ,- We do not have time for that,68
