,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-כדאי לכם לחשוב על זה ,- You should think about this ,- You should think about it,85
1,-עד כמה זה אמור לעלות ,- How high is it supposed to go ,-How much is it supposed to cost,77
2,אני לא יודע ,I don't know ,I do not know,88
3,סיימונס אמר שאם אני רוצה להכנס  וילקינסון יגיד לי בדיוק באיזה רגע למכור ,But Simons said if I wanted to get involved Wilkenson would tell me the exact right minute to sell ,Simmons said that if I wanted to come in Wilkinson would tell me exactly at what moment to sell,78
4,-רוצים לעשות את זה ,I don't know ,-Want to do it,64
5,-וואו לא יודע ,I don't know ,-Wow do not know,67
6,אין לי כסף ,I don't have any money ,I have no money,70
7,איזו מין חברה זו ,What kind of company is it ,What kind of company is this,85
8,"החברה נקראת ""סנטראקס"" ",It's called Centrax ,"The company is called ""Centrax""",71
9,יש להם טכניקה חדשה  לצלם אופרה לטלוויזיה ,They got some new kind of technique for televising opera ,They have a new technique for filming opera for television,72
10,כמה אתה מתכוון להשקיע ,How much are you gonna invest ,How much you intend to invest,66
11,חמשת אלפים ,Five thousand ,five thousand,100
12,עשרת  ,Ten  ,ten,100
13,עשרת אלפים ,Ten thousand ,ten thousand,100
14,חמשת אלפים ,Five thousand ,five thousand,100
15,וילקינסון השקיע מיליונים במניה הזו ,Wilkenson's got millions invested in this stock ,Wilkinson has invested millions in this stock,89
16,-מה אם אפסיד ,- What if I lose it ,- What if I lose?,90
17,לך על 2500 ,Go for 2500 ,Go for 2500,100
18,נעשה את זה יחד ,We'll do it together ,We'll do it together,100
19,קדימה קדימה ,Come on come on ,come on come on,100
20,אנחנו נכנסים לזה יחד ,We're in it together ,We get into it together,79
21,-זהו זה ,- That's it ,-that's it,100
22,ההימור שלי ,My bet ,My bet,100
23,אני אתחיל בכריך טונה ,I'll open with the tuna sandwich ,I'll start with a tuna sandwich,79
24,-טונה ,- Tuna ,-tuna,100
25,-אוי העניין עם הדולפינים ,- Oh the dolphin thing ,"- Oh, the thing with the dolphins",80
