,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-תענוג להכיר גם אותך ,-Good to meet you -Pleased to have met you too ,- A pleasure to get to know you too,68
1,אז עבר שבוע ,So it's been a week ,So a week has passed,62
2,שבוע שעבר יצאנו לסיבוב באוטו ,Last week we went for a ride in the car remember ,Last week we went for a ride in the car,90
3,זאת מכונה טובה ,That's a good machine ,This is a good machine,79
4,תמיד תאותת כשאתה פונה ,Always give signals when you turn ,Always signal when you turn,90
5,ימינה ,-Right ,right,100
6,שמאלה ,-Right Left ,left,57
7,אז  אתה עורך-דין טוב אתה הגון ,Are you a good lawyer ,So you're a good lawyer and you're decent,65
8,ובכן אני לא יודע ,Well I don't know ,Well I do not know,91
9,אין כל-כך קשר בין להיות הגון לבין להיות עורך-דין סבא ,Being honest doesn't have much to do with being a lawyer Grandpa ,There is not much connection between being decent and being a grandfather's lawyer,66
10,אם אתה לא הגון אין לך שום דבר ,If you're not honest you got nothing ,If you're not decent you have nothing,82
11,הורייך צריכים לראות אותך עכשיו ,Your parents should see you now ,Your parents need to see you now,83
12,הם עדיין הורייך ,-They're still your parents -No ,They're still your parents,95
13,אתה גידלת אותי ,You raised me ,You raised me,100
14,אתה זה ששם אותי בבית ספר למשפטים ,You're the one who put me through law school ,You're the one who put me in law school,87
15,אתה בנאדם מדהים סבא אבל הבן שלך הוא חרא ,You're a wonderful man Grandpa but your son he's a shit ,You're an amazing guy grandpa but your son is shit,72
16,הוא נולד עם בעיות במעיים ,He was born with colic ,He was born with intestinal problems,59
17,סאם אני אוהב אותך ,Sam I love you ,Sam I love you,100
18,תסתכל על עצמך ,Look at you ,look at yourself,81
19,נראה מלא כמו גבר ,Filled out like a man ,Looks full like a man,67
20,בקרוב תיראה כמו עורך-דין ואתה עורך-דין ,Soon you'll look like a lawyer and you'll be a lawyer ,You'll soon look like a lawyer and you're a lawyer,91
21,אני כבר עורך-דין סאם ,I am a lawyer Sam ,"I'm already a lawyer, Sam",78
22,אני עורך-דין כבר 12 שנה ,I've been a lawyer for 12 years ,I have been a lawyer for 12 years,88
23,אז כבר עבר עוד שבוע ,So it's another week already ,So another week has passed,67
