,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,באתי מהכניסה ,I came in the front ,I came from the entrance,65
1,צריך להתקשר לרופא ,We better call the doctor ,Need to call a doctor,65
2,אני אגיד איך זה קרה ,Listen I'll say how it happened ,I'll tell you how it happened,83
3,בחלק שראיתי ,Part I saw ,In the part I saw,74
4,ובכן  אני לא חושב שזה יעבוד  ,Well I don't think that'd work ,Well I do not think it will work,77
5,הוא לא צריך רופא ,He don't need a doctor ,He does not need a doctor,89
6,אתה בטוח ,Are you sure ,Are you sure,100
7,אם את לא מאמינה תראי בעצמך ,If you don't believe me see for yourself ,"If you do not believe, see for yourself",90
8,מצאתי טוסטר ,I found a toaster ,I found a toaster,100
9,אל תדאגי מותק אני  אולי אנחנו צריכים לספר למישהו על זה ,Don't worry honey I'll-- Listen maybe we ought to tell somebody about this ,Don 't worry baby I maybe we should tell someone about this,72
10,אמרת את זה כבר ,You said that once already ,You already said that,89
11,כבר מאוחר עכשיו ,Too late now ,It's too late now,83
12,למה ,Why ,Why,100
13,הם לא יקשיבו לי ,They're not going to listen to me ,They will not listen to me,75
14,אולי השכנים שמעו את הרעש ,Suppose the neighbors heard the noise ,Maybe the neighbors heard the noise,81
15,זה יהיה מצחיק ,Wouldn't be funny ,That would be funny,89
16,פשוט אל תסגירי אותי ,Just won't be so hot for me ,Just do not betray me,67
17,אני והחברה שלי הולי החלטנו להתאבד ,My girl Holly and I have decided to kill ourselves ,My girlfriend Holly and I decided to commit suicide,67
18,החלטה גדולה ,Big decision ,Big decision,100
19,הסיבות ברורות ,The reasons are obvious ,The reasons are clear,73
20,אין לי זמן להיכנס אליהם עכשיו ,Now I don't have time to go into 'em right now ,I do not have time to go into them now,82
21,אבל דבר אחד:,But one thing though:,But one thing:,79
22,הוא התגרה בי כשיריתי בו ,He was provoking' me when I popped him ,He teased me when I shot him,65
23,זה מה שזה היה יריה!,That's what it was like pop!,That's what it was a shot!,73
24,אנחנו מצטערים ,Now we're sorry ,we're sorry,85
25,אף אחד לא יוצא מהדבר הזה מאושר במיוחד לא אנחנו ,I mean nobody's comin' out of this thing happy especially not us ,No one comes out of this thing particularly happy not we,64
26,אני לא יכול להכחיש שהיה לנו כיף ,I can't deny we've had fun though ,I can not deny that we had fun,83
27,ו  זה יותר ממה שאני יכול להגיד   זה סוף ההודעה ,And that's more than I can say for some ,And that's more than I can say it's the end of the post,66
28,תודה ,Thank you ,Thanks,67
29,אני והחברה שלי הולי החלטנו להתאבד ,My girl Holly and I have decided to kill ourselves ,My girlfriend Holly and I decided to commit suicide,67
30,קיט ניגן את התקליט שוב ושוב שהתובע המחוזי יימצא ,Kit left the record playin' over and over for the district attorney to find ,Kit played the record over and over again that the district attorney would be found,78
31,"קיט אמר לי לקחת את הספרים שלי מביה""ס שאני לא ייפגר בחומר ",Kit made me get my books from school so I wouldn't fall behind ,Kit told me to take my books from school so I would not fall behind in the material,79
32,אנחנו נתחיל חיים חדשים הוא אמר ואנחנו צריכים לשנות את השמות שלנו ,We'd be startin' a new life he said and we'd have to change our names ,We will start a new life he said and we need to change our names,82
33,שמו יהיה ג'יימס שלי יהיה פריסילה ,His name would be James mine would be Priscilla ,His name will be James My will be Priscilla,84
34,אנחנו נתחבא כמו מרגלים אישםבצפון  שם אנשים לא ישאלו  הרבה שאלות ,We'd hide out like spies somewhere in the North where people didn't ask a lot of questions ,We'll be hiding like spies in the north where people will not ask many questions,74
