,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הוא מצויד בגנים לאריכות ימים מה שברור שלך אין אפילו מושג על מה אני מדברת ,He's got longevity in his genes - something you probably don't even know what I'm talkin' about ,It's equipped with gardens for longevity what's obvious you have no idea what I'm talking about,61
1,שמעתי שאת גם לא בהריון ,I hear you ain't pregnant neither ,I heard you'm not pregnant either,73
2,לא אשקר לך ,I'm not gonna lie to you ,I will not lie to you,71
3,כששמעתי שאת בהריון  ,When I heard you was pregnant I  ,When I heard you were pregnant,89
4,הרגשתי רע ,I felt bad ,I felt bad,100
5,"חשבתי ""איך הזקן הזה מצליח לעשות זאת ואני לא מצליח ""  לא הצלחתי ","I thought ""How come this old guy can do it and I can't "" Couldn't ","I thought ""how can this old man do this and I do not succeed"" I did not succeed",63
6,-זוכרת ,- Remember ,-Remember,100
7,-בטח שאני זוכרת ,- Remember ,-sure I remember,70
8,אני לא סנילית ,I'm not senile ,I'm not senile,100
9,האם נישאת לי כי חשבת שאת בהריון גם כשהיית איתי ,Did you marry me cos you thought you was pregnant ,Did you marry me because you thought you were pregnant even when you were with me,71
10,לא!,No!,No!,100
11,לא שזה משנה עכשיו אבל לא ,Not that it matters now but no ,Not that it matters now but no,100
12,פשוט יש בי נטיה להריון הסטרי כשאני מתאהבת בבחור ,I just have a tendency to get hysterically pregnant when I get a crush on a guy ,I just have a tendency to get pregnant when I fall in love with a guy,77
13,איני יודעת מדוע ,I don't know why ,I do not know why,91
14,זו עובדה מדעית מוכחת של הטבע ,It's an indisputable scientific fact of nature ,This is a proven scientific fact of nature,70
15,אז את אומרת שבאמת חיבבת אותי ,So you mean you did dig me ,So you say you really liked me,68
16,בטח שכן אתה חושב שהייתי עושה זאת איתך בפגישה שלא לדבר על להתחתן איתך אילו לא אהבתי אותך ,Do you think I would have done it with you in your pick-up not to mention marry you if I didn't like you ,Of course you think I would have done it with you in a meeting not to mention marrying you if I did not love you,79
17,-מה ,- What ,-what,100
18,החלטתי לתת לך הזדמנות נוספת ,I decided to give you another chance ,I decided to give you another chance,100
19,לא שתכננתי לסלוח לך כי באמת כעסתי אבל את אשתי ואת יפה יותר מסינדי ,But you are my wife and you're prettier than Cindy so you can come home now ,Not that I planned to forgive you because I was really angry but my wife and you are more beautiful than Cindy,61
20,אני לא רוצה לחזור הביתה!,I don't wanna come home!,I do not want to go home!,68
21,אני בבית ,I am home ,I'm home,71
22,"אני זה שמתנהג כמו ""גדול"" פה ",I am the one that's being the big man here ,"I'm the one behaving like ""big"" here",68
23,אני סולח לך ,I'm forgiving' you ,I forgive you,80
24,סלח לעצמך ויין!,Forgive yourself Wayne!,Forgive yourself and wine!,85
25,רק תחשבי על מה שאמרתי ,Just think about what I'm saying ,Just think about what I said,90
26,אנחנו נשואים שלי ,We're married Shelly ,We are married to mine,62
27,אנחנו בעל ואשה זוכרת ,We're husband and wife remember ,We are husband and wife remember,89
