,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,ובכן  ,Er well  ,Well,73
1,מה את עושה הדס ,What are you doing Hadass ,What are you doing myrtle,76
2,אני מביטה בך ,- I'm Looking at you ,I'm looking at you,100
3,אינני יכול לקרוא בלי משקפי ,- I can't read without my glasses ,I can not read without glasses,89
4,כשאמרת לי שיש לי זכות לסרב לך לא אמרת לי גם שיש לי זכות לתבוע ממך ,When you told me I could refuse you you didn't tell me I also could demand you ,"When you told me that I had the right to refuse you, you also did not tell me that I had the right to demand from you",67
5,מי סיפר לך את זה ,Who told you that ,Who told you that?,100
6,התלמוד שכחתי באיזה דף ,The Talmud I forget what page ,The Talmud I forgot on some page,75
7,זה כתוב אנשל ,- It's written Anshel ,It's written Anshel,100
8,אמרת לי להגיד לך כשאדע מה אני רוצה ,You said to tell you when I knew what I wanted ,You told me to tell you when I knew what I wanted,88
9,זה לא אביגדור ,It isn't Avigdor ,This is not Avigdor,80
10,זה כבר לא חטא ,It's no Longer a sin ,It is no longer a sin,88
11,הדס אני  ,- H-Hadass I  ,Hadas I,82
12,ששש ,- Shh ,Shhh,86
13,זה הייה נורא בשבילך אני יודעת כל ההמתנה הזאת ,It's been terrible for you I know all this waiting ,It was awful for you I know all this waiting,74
14,אינך צריך להמתין יותר ,You don't have to wait any Longer ,You do not have to wait any longer,96
15,הו אלוהים!,Oh God!,Oh god!,100
16,הו אלוהים!,Oh God!,Oh god!,100
17,אני כל כך מצטער ,I'm so sorry ,I'm so sorry,100
18,אני כל כך מצטער הדס ,I'm so sorry ,I'm so sorry myrtle,77
19,על מה ,- For what ,What,67
20,שהנחת לי להתאהב בך ,For making me fall in Love with you ,That you made me fall in love with you,74
21,אינני יכול!,I can't!,I can not!,88
22,אינני יכול!,I can't!,I can not!,88
23,אני מרגישה בטוחה שאתה אוהב אותי ,I feel so certain that you Love me ,I feel confident you love me,71
24,כל דבר שאתה עושה מראה את אהבתך אלי ,Everything you do shows me you Love me ,Everything you do shows your love for me,90
