,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,שניכם מתנהגים כהרגלכם היום קלייד  אתה מוכן ליום הגדול ,You two behave yourselves today Now Clyde  - You ready for a big day ,You both behave as usual today Clyde you are ready for the big day,73
1,אדוןברווז!,- Mr Duck - [Quacking],Duck Duck!,64
2,בשבילי ,For me ,For me,100
3,"אם אתה הולך להיכשל בעוד בדיקות אתה הולך להיות ""האווז הנעלם"" אתה מבין חבר ",If you flunk any more tests you're gonna be a gone goose understand ,If you're going to fail while testing you're going to be the “disappearing goose” you understand a friend,65
4,"עוד ""ביצוע"" שכזה כמו שעשית אתמול ואתה תלך לד""ר גוטליב לטפס על הקירות ",Another drop-out performance you'll have Dr Gottlieb climbing the walls ,"Another such ""performance"" as you did yesterday and you will go to Dr. Gottlieb to climb the walls",65
5,הוא מביט בעין לא יפה על כל ברווז שלוקח לחצן צהוב במקום האדום ,He takes a dim view of any duck that doesn't know a yellow button from a red one ,He looks unkindly at any duck that takes a yellow button instead of the red one,68
6,מה העניין ,What's the matter ,what is the deal,73
7,אתהאוכלאת רסקהתפוחים!,You're eating the applesauce ,You eat the apple puree!,78
8,אתה אוהב את זה ,You like it ,you like it,100
9,ידעתי שאתה מוזר אבל זה לגמרי מגוחך ,I knew you were weird but that's ridiculous ,I knew you were weird but it's totally ridiculous,89
10,גם אתה חייב לקחת את החלק שלך הא ,You must have got your share too huh ,You too must take your share ha,78
11,פרופסור דולי ,- Professor Dooley ,Professor Dolly,90
12,כן ,- Yes ,Yes,100
13,מה אתה עושה ,What are you doing ,What are you doing,100
14,מה לגבי הבדיקות ,What about the tests ,What about the tests,100
15,אתה מבין עד כמה אתה מאחר מבחינת הזמנים ,Do you realize how far back you're putting the schedule ,You realize how late you are in terms of times,63
16,אני מצטער  ,- I'm sorry  ,I'm sorry,100
17,מה העניין עם השימפנזה ,- What's the matter with the chimp ,What's the matter with the chimpanzee?,93
18,בגלל הבדיקה אדוני ,About the test sir ,Because of the test sir,73
19,בליהברווז!,- No duck ,In the duck!,67
20,מה ,- What ,what,100
21,אבל הזימון לפי לוח הזמנים  תוקן!,- But the schedule calls  ,But the schedule was fixed!,71
22,אדוני אני חושב שאם נבחן אותו ב  האם אתה יודע מה הנתונים הנדרשים בבדיקת פוטנציאל הלמידה בשביל ה  ,- Revised - I feel if we test him in  Do you know what the data is on the learning potential test for that  ,Sir I think if we examine it in Do you know what data is required in testing the learning potential for the,82
23,"""מינוס 11 ""הזה ",- Minus 11 ,"That ""minus 11""",76
24,"""איטית"" ",- Slow ,"""Slow""",100
25,כן אדוני ,- [Albert] Yes sir ,Yes sir,67
26,הברווז הזה יכול לשפוך אור חדש בשיעורי של למידה של בעלי חיים שונים ,This duck could shed some new light on the rates of learning of various animals ,This duck can shed new light on the learning rates of different animals,80
27,בסדר אבלזו ההזדמנותהאחרונהשלו!,- All right but it's his last chance ,Okay but this is his last chance!,73
28,תודה לך אדוני ,- Thank you sir ,Thank you sir,100
29,שמעת את זה חבר ,You hear that chum ,You heard that friend,72
30,יש לך רסק תפוחים על הפרצוף בוא הנה ,You're gonna  You got applesauce all over your face Come here ,You have apple sauce on your face. Come here,68
31,מדדתי לו עשר שניות בפעם האחרונה בואו נראה אם הוא ישפר את זה ,[Man] Took him ten seconds last time Let's see if he'll do better ,I measured him ten seconds last time let's see if he improves it,69
32,מצוין!,Excellent ,excellent!,100
33,ובכן מר חזיר מה אתה הולך להראות לנו היום ,[Man] Well Mr Pig what are you going to show us today ,Well Mr. Pig what are you going to show us today,96
34,לא דולי הברווז הזה לא יכול להתמודדעםמבחניםשכאלה ,No Dooley that duck couldn't begin to handle these tests ,No this duck dolly can not cope with such tests,62
35,לכאן ,Over here ,Here,62
36,זהו המכשיר הפשוט ביותר שיש לנו ,Now this is the simplest device we've got ,This is the simplest device we have,82
37,הברווז תירגל על זה כבר 49 שעות כך שהגיע הזמן שנראה תוצאות ,The duck has had 49 hours of practice on this one so it's about time we see some results ,The duck has been practicing on it for 49 hours so it's time to see results,76
38,טוב ברווז לך ללחצן הצהוב במרכז הלחצן הצהוב ,[Albert] Okay duck Go for the yellow button the center the yellow button ,Good duck you to the yellow button in the center of the yellow button,81
39,הו בחייך דולי תוציאמפהאת הברווזהטיפשהזה!,Oh come on Get that stupid duck out of here ,"Come on, Dolly, get that stupid duck out here!",86
40,חכה רגע רק עוד פעם אחת אדוני רק  ,Wait a minute Just one more time sir ,Wait a minute just one more time sir,100
41,רק עוד פעם אחת ,Just one more time ,Just one more time,100
42,בשביל מה ,For what ,for what,100
43,הוא חסר תועלת הוא לא מגיב לחלוטין ,He's useless Completely unresponsive ,He is useless he does not respond completely,78
44,טוב חבר עוד פעם נוספת הלחצן הצהוב במרכז במרכז ,All right fella once more Yellow button center Center ,Well connect once more the yellow button in the center,71
45,אתה לא מוותר הנה שוב הוא הולך לכפתור האדום ,You don't give up There he goes for the red button again ,You do not give up here again he goes to the red button,83
46,"ד""ר גוטליב אתה חייב להודות זו תגובה מאוד מעניינת ",Dr Gottlieb You have to admit that's a very interesting reaction ,Dr. Gottlieb You must admit this is a very interesting response,78
47,כלומר הברווז הזה הוא יצור מרתק ,[Albert] I mean this duck is a fascinating creature ,"That is, this duck is a fascinating creature",85
48,טוב פריזבי מה יש לנו כאן ,Okay Frisby what have we got here ,Good Frisbee what we have here,83
49,גמא רנטגן על  מה ,Gamma rays on uh what ,X-ray X-ray on what,60
50,בדיקה של שמן סיליקון חדש בעמידות גבוהה ,Testing some new high resistance silicone oils ,Testing of new silicone oil with high durability,62
51,מהו האומדן המשולב של סף שטף הניטרונים ,[Man] What is the estimated integrated threshold neutron flux ,What is the combined estimate of the neutron flux threshold,73
52,למה אתה מתכוון בזה ,- What do you mean by that ,What do you mean by that?,100
53,במה ,- By what ,in what,71
54,"ובכן אמרת ""קוואק"" ","Well you said ""quack ""","Well you said ""quack""",100
55,"היי אני לא אמרתי ""קוואק"" ","Hey I didn't say ""quack ""","Hey i did not say ""kwak""",73
56,פרופסור ,Oh Professor ,professor,86
57,האם זה אחד מהיצורים שלך ,- Is this one of your creatures ,Is this one of your creatures,100
58,כן איך היא הגיעה לשם ,- Yes How did she get in there ,Yes how did she get there,94
59,תגיד לי אתה כמעט והייתה לך ברווזה מטוגנת ,You tell me You almost had fried duck ,Tell me you almost had a fried duck,92
60,היא בסדר ,Is she okay ,she is OK,90
61,אבל בעתיד אתה מוכן בבקשה לשמור על החברים שלך הרחק מהמחלקה שלנו ,But in the future would you please keep your friends out of our department ,But in the future you are willing to please keep your friends away from our department,80
62,כן בסדר ,Yeah okay ,Yes OK,67
63,בחיי את ממש מפשלת היום ,Boy you really blew it today ,You're really screwing up today,61
64,הדבר היחיד שאפשר לעשות כעת זה למצוא לך בית לאלה שפרשו לגמלאות ,Only thing to do now is find you a home for retired dropouts ,The only thing that can be done now is to find you a home for those who have retired,72
65,ברווז ,- A duck ,Duck,80
66,זה מה שזה ברווז ,That's what it is A duck ,That's what a duck is,93
67,אבלאנירוצהכלבלב!,But I want a puppy ,But I want a puppy!,100
68,אני לא רוצה ברווז מטומטם ,I don't want a dumb old duck ,I do not want a dumb duck,91
69,תראה חבר אני לא הבאתי אותו הביתה כחיית מחמד ,Look pal I didn't bring it home for a pet ,Look friend I did not bring him home as a pet,72
70,אז למה הבאת את זה ,Then why'd you bring it ,So why did you bring it,83
71,ובכן זה היה או כך או שאשתו של השוער הייתה מטגנת אותו ,It was either that or let the janitor's wife fricassee it ,Well it was either that or the goalie's wife would fry him,68
72,הוא ממש נזרק מהמעבדה ו  האם האכלת הכלבלב לא תהיה זולה כמו האכלתו ,It was a total wash-out at the lab and  Wouldn't a puppy be just as cheap to feed ,He is literally thrown out of the lab and whether feeding the puppy will not be as cheap as feeding him,61
73,יקירה אנחנו לא הולכים להשאיר אותו ,Darling we're not gonna keep it ,Darling we are not going to leave him,71
74,ובכן בליבו הוא ממש רוצה את הכלבלב ,Well he really had his heart set on a puppy ,Well in his heart he really wants the puppy,81
75,אני רק מנסה למצוא בית לברווז הטיפש הזה ,I'm just trying to find a home for this stupid duck ,I'm just trying to find a home for this stupid duck,100
76,אולי האיכר ההוא יקח את זה זה שבא הנה לאזור ומוכר לנו את הירקות האלה שאני לא יכול להרשות לעצמי ,Maybe that farmer would take it the one that comes around and sells us those vegetables I can't afford ,Maybe that farmer will take that one who comes here to the area and sells us these vegetables that I can not afford,84
77,אתה מתכוון לאדון גילבי ,- You mean Mr Gilby ,"You mean, like, Mr. Gilby?",87
78,כן אני מניח שכן ,- Yeah I guess so ,Yes I guess so,90
79,הו תראה יקירי אתה מבלגן הכל אדון גילבי הוא האיש מהמאפיה ואדון פודרהם הוא האיש מהירקות ,Oh now see dear you're mixed up Mr Gilby is the uh bakery truck man Mr Purdham is the vegetable man ,Oh look darling you are a mess everything Mr. Gilby is the man from the mafia and Mr. Powderham is the man from the vegetables,64
80,נו טוב פודרהם בסדר כלומר ניתן לו אותו ,Well Purdham okay I mean give it to him ,Oh well Powderham is fine which means I gave it to him,71
81,יהיה לו בית טוב בחווה שלו והוא כנראה יאכל יותר טוב מאיתנו ,It'll have a good home on his farm - Probably eat better than we do ,He will have a good home on his farm and he will probably eat better than us,78
82,היי אבא!,Daddy help!,Hi Dad!,62
83,אני חושב שהוא מחבב אותי תראה איך הוא בא אחרי ,I think he likes me Watch how he follows me ,I think he likes me. Look how he comes after me,74
84,בוא ילד בוא בוא ,Come on boy Come on Come on ,Come boy come come,80
85,צ'רלי אתה אוהב את זה צ'רלי ,Charlie You like that Charlie ,Charlie you love it Charlie,79
86,אולי אני יכול ללמד אותו כמה טריקים ,Maybe I can teach him some tricks ,Maybe I can teach him some tricks,100
87,אותו ,Him ,him,100
88,אלברט ,Um Albert ,Albert,80
89,הממ ,Him ,Hmm,67
90,יופי לך ,Good for you ,Good for you,100
