,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני מקווה ,I hope ,I hope,100
1,אני כן יודע שאני מוכרח לאזן את מאזן הכוחות ,I do know I have to try and even the odds ,I do know that I have to balance the balance of power,60
2,זה טיפשי ,This is stupid ,That's stupid,81
3,אולי הם עורכים מסיבת תה ,Maybe they're having a tea party ,Maybe they're having a tea party,100
4,הוא לא חוזר לאחור הוא רוצה לסיים את זה בדיוק כמונו ,He's not turning back he wants to finish this just as much as we do ,He does not go back he wants to end it just like us,61
5,אנחנו נחכה ,We'll wait ,We'll wait,100
6,יש קו דק בטבע שמפריד בין הצדים לניצודים ,There's a fine line in nature that divides the hunter from the hunted ,There is a thin line in nature that separates the sides from the prey,62
7,החלק המסובך היה לשנות את המצב הקיים ,The trick was to turn the situation around ,The tricky part was to change the existing situation,70
8,הכלים שעמדו לרשותי היו הטבע המעיל של קרן וחצי ההרדמה שהיו בתרמיל הגב שלה ,The tools I had available were nature Karen's coat and the tranquillizer darts in her backpack ,The tools at my disposal were the coat nature of Keren and half of the anesthesia that were in her backpack,69
9,הדבר הראשון שהיה עליי לעשות היה לתת להם משהו לירות עליו שהוא לא אני ,The first thing I had to was to give them something to shoot that wasn't me ,The first thing I had to do was give them something to shoot at that is not me,85
10,נראה שהם בדרכם לתחנה 9 אחרי הכול ,Looks like they're on their way to Base Nine after all ,They seem to be on their way to station 9 after all,70
11,אז הייתי צריך למצוא דרך לזרוק חץ אחד למרחק של כ-40 מטרים ,So what I needed was a way to propel one a distance of about 40 yards ,So I had to find a way to throw one arrow at a distance of about 40 meters,63
12,הדברים שעמדו ברשותי היו קנהו של פנס וחוט אלסטי ממעילה של קרן ,What I had was the barrel of a flashlight and the elastic cord from Karen's coat ,The things I had were a cane of a flashlight and an elastic thread from a horn coat,71
13,כדי שאוכל להיות בשני מקומות בו זמנית היה חיוני להמציא התקן להשהיית זמן ,So I could be in two places at once it became necessary to invent a time delay:,In order for me to be in two places at the same time it was essential to invent a time-lapse device,63
14,נתיך שייתן לי מספיק זמן להגיע לעמדה אחרת ,A fuse that would last long enough to get me into another position ,A fuse that will give me enough time to get to another position,78
15,הם יבואו לכאן ,They'll be here ,They will come here,65
16,אד!,Ed!,Ed!,100
17,-אל תירה ,- Don't shoot ,- Do not shoot,78
18,אני נכנע ,I give up ,I give up,100
19,אל תירה ,- Don't shoot ,Do not shoot,78
20,בדקו את הבקתה ,Check out the cabin ,Check out the cabin,100
21,יש עוד אחד מהם כאן ,There's another one over here ,There's another one of them here,82
22,תודה מקגיוור ,Thanks MacGyver ,Thanks McGiver,90
23,אתה בהחלט יודע איך להנעים לבחורה את הזמן ,You sure know how to show a girl a good time ,You definitely know how to please a girl on time,72
24,כמו תמיד ,- Just like always ,As always,64
25,-זה לא היה כזה נורא ,- Oh it wasn't that bad ,- It was not that terrible,67
26,לא זה לא היה ,It wasn't ,No it was not,73
27,-קח -תודה ,Thanks MacGyver ,-Take -Thanks,69
28,אפשר לומר שהחבר'ה האלה לא יצודו שוב בשטח שלך ,I guess it's safe to say those guys won't hunt in your territory again huh ,You could say these guys would not hunt in your territory again,73
29,לא הדבר היחיד שהם יצודו זה שחרור על תנאי ,No I think the only thing they'll be hunting for is parole ,Not the only thing they will hunt is parole,77
30,תודה מקגיוור ,Thanks MacGyver ,Thanks McGiver,90
31,אמרתי הרבה דברים  ,I said a lot of things I  ,I said a lot of things,96
32,אני  -את לא חייבת להסביר כלום ,You don't have to explain anything ,I - you do not have to explain anything,93
33,אני יודע איך את מרגישה ,- I know how you feel - No ,I know how you feel,93
34,-לא אתה לא ,You don't ,-No you do not,82
35,מצאת את המקום שלך ,You found your place ,You have found your place,89
36,כאן  עם סאם ,It's here  with Sam ,Here with Sam,84
37,עכשיו אני יודעת מדוע אנשים אף פעם לא נפרדים ,Now I know why we never say goodbye ,Now I know why people never separate,68
38,זה קשה מדי ,- Too damn hard ,It's too hard,62
39,תשמור על עצמך ,Take care ,Take care of yourself,60
40,כן גברתי ,Yes ma'am ,Yes Madam,67
41,-מר רמיק ,Mr Remicc ,- Mr. Remick,89
42,חוף יפיפה לא כך ,It's beautiful isn't it ,A beautiful beach is not so,64
43,והוא לא ישתנה יודע ,And it won't change you cnow ,And he will not change know,65
44,כלומר אני לא מבין על מה אתה חושב שאתה מגן ,I mean I I don't cnow what you thinc you're protecting ,I mean I do not understand what you think you are protecting,72
45,גם אנחנו לא רוצים בשינוי ,We don't want to see it change either ,We also do not want change,60
46,יופיו של השטח הזה מגדיל את ערך ההשקעה שלנו ,The beauty of this land enhances the value of our own investment ,The beauty of this area increases the value of our investment,82
47,שנפעל נגד מטרותינו ,That we'd act against our own interests ,That we act against our goals,74
48,אני חושב שהעדיפות הראשונה של חברתך היא בניית המרינה ,I thinc your company's first priority is to get your marina built ,I think your company's first priority is to build a marina,88
49,נו באמת קראת את הדוחות הגיאולוגיים את הדוחות הימיים כולם אומרים שהכול תקין לגמרי ,Oh come on you've read the geologists' reports the oceanographic reports They all say everything is perfectly acceptable ,Well you really read the geological reports the marine reports everyone says everything is fine,67
50,ובכן מחקרינו מצביעים על כך שבניית שובר גלים עלולה להרוס את החוף לייבש את ביצות המלח ,Yeah well our research says that a breakwater over there might erode the beach here drain the salt marshes ,Well our research suggests that building a breakwater could destroy the coast and dry up the salt marshes,68
51,בחייך יש חופים אחרים בשביל הציפורים שלך ,Come on MacGyver there's other beaches for your birds ,There are other beaches in your life for your birds,69
52,"ובכן העובדה היא  שאוזלים לנו ""חופים אחרים"" ","Well the fact is  we're running out of ""other beaches ""","Well the fact is that we are running out of ""other beaches""",89
53,אנו רוצים להקים מרינה ,We want to build a marina ,We want to build a marina,100
54,אתה עומד בראש המחקר הסביבתי שעומד בדרכנו ,You're in charge of the environmental survey that's standing in our way ,You are at the forefront of environmental research that stands in our way,79
55,אנו מכבדים את דעתך ,Well we respect your opinion ,We respect your opinion,90
56,למעשה אנחנו מכבדים אותה כל כך שהיינו רוצים לצרף אותך לצוות שלנו בתור יועץ פרטי ,In fact we respect it so much that we'd lice to bring you aboard our team as a private consultant ,In fact we respect her so much that we would like to add you to our team as a private consultant,84
57,בחייך רמיק מה קרה לפן המשפטי שלך ,Come on Remicc what happened to that lawyer subtlety of yours ,"Come on in, take a look at what happened to your legal side",67
58,על מה אתה מדבר ,I don't cnow what you're talcing about ,What are you talking about,75
59,מחר אבקש מהמועצה שלושה שבועות נוספים ,Tomorrow I'm going to asc the Board for another three weecs ,Tomorrow I will ask the council for another three weeks,74
60,ואם בקשתי תאושר שלושת השבועות יניבו מספיק מידע כדי להחליט אם יש לפתוח במחקר לנזק סביבתי היקפי ,And if I get it that three weecs will produce enough information to determine whether or not a full environmental impact study is in order ,And if my application is approved the three weeks will yield enough information to decide whether to open a study for peripheral environmental damage,67
61,זה פרויקט בשווי של שני מיליארד דולרים מקגיוור ,This is a $2 billion project MacGyver ,This is a $ 2 billion project from McGuire,84
62,דבר שהיית מבין אם היית חי בעולם האמיתי ,Which is something you'd cno if you lived in the real world ,Something you would understand if you were living in the real world,70
63,אני חי בעולם האמיתי רמיק ,I live in the real world Remicc ,I live in the real world Remick,97
64,הזה ,This one ,this,67
65,מר מקגיוור אתה לא יודע דבר על העולם האמיתי ,Mr MacGyver you don't cnow anything about the real world ,Mr. McGuever you know nothing about the real world,72
66,אך אתה תדע אני מבטיח לך ,But you'll find out I assure you ,But you will know I promise you,60
