,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-אתה עדיין עובד בשביל גאזו ,- Do you still work for Gazzo ,- You're still working for Gazo,82
1,אולי תדבר איתו עליי ,Why don't you talk to him about me ,Maybe talk to him about me,70
2,אני לא חושב שגאזו שוכר עכשיו אנשים אתה יודע ,Well I just don't think Gazzo's hiring' right now you know ,I do not think Gazo is now hiring people you know,74
3,בוא ,Come on ,Come on,100
4,-הילדה מתייבשת ,- The girl's drying' up ,- The girl is dehydrating,74
5,אחותי ,My sister ,my sister,100
6,אם לא תתחיל לחיות הגוף שלה יתייבש ,If she don't start livin' her body's gonna dry up ,If she does not start living her body will become dehydrated,65
7,אתה יודע מחר חג ההודיה ,You know tomorrow's Thanksgiving ,You know Thanksgiving tomorrow,97
8,בוא ודבר איתה ,Come over and talk to her ,Come and talk to her,89
9,בירה ,Beer!,beer,100
10,אני חייב ללכת ,- I got it ,I have to go,60
11,אם אני מאחר היא מתקשרת לבית החולים ,If I'm late she calls the hospital ,If I'm late she's calling the hospital,92
12,עם מק לי גרין כאן בפילדלפיה   באיצטדיון הספקטרום הנפלא ,(TV)  with Mac Lee Green here in Philadelphia at the fabulous Spectrum ,With Mac Lee Green here in Philadelphia at the Wonderful Spectrum Stadium,79
13,זה יהיה אירוע הספורט הכי מדהים בהיסטוריהשלהמדינה מאורעחגיגי ,The greatest sporting' event in the country's history A gala occurrence ,It will be the most amazing sporting event in the country's history from a festive event,67
14,-אני ארביץ לו כאילו שהוא ביצע פשע ,- I'll beat him like he committed a crime ,- I'll beat him like he's committed a crime,98
15,-אתה מוכן להסתכל על הבחור הזה ,- Would you take a look at that guy ,- You're ready to look at this guy,68
16,מאיפה יגיעו המתאגרפים האמיתיים מליגת המקצוענים ,Where are the real fighters gonna come from the pros ,Where will the real boxers from the professional league come from,68
17,-ליצן ,- Clown ,-clown,100
18,לזכר אירועים גדולים מההיסטוריה שלנו אני אשחזר את הסדיקה של פעמון החירות בזה שאסדוק את מק לי גרין ,In keeping with great events in our history I will duplicate the cracking of the Liberty Bell by cracking Mac Lee Green ,In memory of major events in our history I will recreate the crack of Liberty Bell by cracking Mac Lee Green,76
19,-אתה קורא לאפולו קריד ליצן ,- You callin' Apollo Creed a clown ,- You call Apollo Creed a clown,97
20,-מה הוא אם לא ליצן ,- That's right clown ,-What is he if not a clown,65
21,תסתכל עליו ,Look at him ,Look at him,100
