,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,התישר ,Straighten up ,Straightened up,93
1,תן לי לראות ,Let me see ,let me see,100
2,חייך ,Smile ,Smile,100
3,טוב ,Good ,are good,67
4,הבלט את הסנטר ותהיה יותר כמו ביורן בורג ,I've an idea Stick your chin out and you'll be more like Bjorn Borg ,Highlight your chin and be more like Bjorn Burg,68
5,הבלט את הסנטר ועצום את עיניך זה משהו עם השיער ,Stick your chin out and close your eyes ,Highlight your chin and close your eyes it's something with the hair,65
6,אני יודע מה זה צריך לחתוך אותו ,I know what it is ,I know what it needs to cut it,68
7,לחתוך אותו ,It must be cut ,Cut it,60
8,אתה חייב להסתפר ,You must have your hair cut ,You must get a haircut,61
9,מריה דאגי לכך שריין יקבל תספורת ,Marie see that Reine gets his hair cut ,Maria makes sure Sharine gets a haircut,65
10,זהו מחזה פוליטי מבינה ,This is a political play see ,This is an understandable political play,71
11,תנועת הספורט כמערכת אלימינציה ,The sports movement as a system for elimination ,The sports movement as an elimination system,95
12,כמגבר תחרותי מבינה ,As a competitive amplifier see ,As a competitive amplifier understands,82
13,מדובר על פאשיזם פרקטי,This is a political play see ,This is practical fascism,64
14,כאן אנו רואים את ביורן מודחק לפינה ,Here we see Bjorn being forced into the backhand corner ,Here we see Bjorn being pushed into a corner,77
15,הוא צריך לעזוב את אחיזת שניי הידיים שלו כדיי להגיע לכדור - זו מתיחה גדולה ,He has to let go his two-hand grip to reach the ball - it's a big stretch ,He has to leave the grip of both his hands to reach the ball - it's a big stretch,89
16,לא התכוונו לצחוק ,We didn't mean to laugh ,We did not mean to laugh,94
17,24 ביולי אחר-הצהריים מבוגרים הם חזירים ,24 July afternoon ,July 24 Afternoon Adults are pigs,68
18,שליטה על דברים זה להיות לבד ,To be in control of things is to be alone ,Controlling things is being alone,76
19,האם יש גיהנם ,Is there a hell ,Is there hell,93
20,האם יש עוד מישהו חוץ ממני ,Don't know for sure Is there anyone else but me ,Is there anyone else besides me,67
21,-הוא מסומם ,- Is he doped ,- He's drugged,70
22,עיניו מזוגגות ,Well his eyes are glazed ,His eyes are glazed,88
23,קחי אותו לבית החולים אם כן ,Take him to hospital then ,Take him to the hospital then,93
24,נבדוק כתובת קודם שקיבלנו של שכן ,We'll check an address first we got from a neighbor,We will check a previous address we got from a neighbor,74
25,אתם יכולים ללכת ,You can go ,You can go,100
