,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הוא אפילו לא הזיז מבט מהעיתון שלו ,He didn't even look up from his paper ,He did not even look away from his newspaper,81
1,ומילנדרה עזבה את הבית וכך גם בראיין ,And now Millandra's gone and our Brian's left home as well ,And Milandra left the house and so did Brian,71
2,שנראה כמו ביירות ביום רע ,It's like Beirut on a bad day ,Which looks like Beirut on a bad day,77
3,מוצא חן בעינייך אמא ,Do you like it mum ,You like Mom,73
4,-נוכל לשתול פרחים ,- We're gonna plant flowers!,- We can plant flowers,71
5,הו  בני!,Ah son!,Oh my son!,67
6,משהו כמו: וולטון או צ'ילדוול ,Ya know somewhere like Walton or Childwall ,Something like: Walton or Childwell,76
7,שום משורר לא גר בצ'ילדוול אמא ,Mother Childwall is no place for a poet ,No poet lives in Childwell Mother,75
8,-משורר אמא אני הופך להיות משורר היום הלכתי ללשכת התעסוקה והצהרתי על עצמי כמשורר ,- A poet mum I've become a poet I went down the Jobcentre today and signed-on as a poet ,-Momor poet I become a poet Today I went to the employment bureau and declared myself a poet,65
9,עכשיו נשארנו אני והוא ,There's only me and him now ,Now he and I stayed,61
10,אם ערב אחד הוא יחזור עם חיוך על פניו אני לא אזהה אותו ,Well he walked in one night with a smile on his face and we didn't recognise him Thought we had a lodger didn't we ,If one evening he comes back with a smile on his face I will not recognize him,64
11,פעם ג'ו נהג לחייך ,He used to laugh Joe ,Joe used to smile,70
12,שנינו נהגנו לצחוק פעם ,He used to laugh Joe ,We both used to laugh once,65
13,קיר זוכר מה היה שעברנו לגור פה ,Hey wall do you remember when we first moved in here ,Wall remembers what it was like for us to move here,66
14,זה נראה ממש לפני המון זמן ,Oh that seems like a long time ago ,It looked real a long time ago,69
15,מה קרה ,Hey What ,What happened,67
16,תודה לאל אני יכולה להתאפר לבד ,I can do me own makeup thank you very much ,Thank God I can put on makeup alone,60
17,מה ,What ,what,100
18,-עשית את זה בכוונה נכון ,- You did that on purpose didn't ya ,- You did it on purpose on purpose,68
19,-מה ,What ,-what,100
20,-לא  -לא שירלי! עצרי!,- No Shirley stop!,-No -No Shirley! Stop!,91
21,-לא אל תעשה את זה!,No don't!,"- No, do not do that!",64
22,הנה לך ואן גוך ,"For you ""Van Gogh"" ",Here's you Van Gogh,69
23,"-זה בשבילך ""מונה ליסה ""","- This is for you ""Mona Lisa"" ","- This is for you ""Mona Lisa""",100
24,-לא!,No!,-No!,100
25,לא לא  לא ,No don't!,no no no,62
26,בבקשה  לא ,Oh Joe please!,Please do not,77
27,לא לא אנשק אותך ככה!,No you're not kissing me like that!,No I will not kiss you like that!,76
28,-בואי!,- Go on!,-Come on!,67
29,-אולי אנחנו סוטים ,- Does this mean we're perverted ,-Maybe we are perverts,63
30,אני אוהב אותך שירלי ולנטיין ,I love you Shirley Valentine ,I love you Shirley Valentine,100
31,אתה זוכר קיר ,Remember that wall ,You remember a wall,70
32,פעם הוא אהב אותי כי הייתי משוגעת ,He used to love me because I was a nutcase ,He used to love me because I was crazy,80
33,הוא לא יבש מידי ,It's not too dry ,It is not too dry,85
34,אני רוצה לשתות כוס של יין  בארץ שמגדלת כרמים ,I'd like to drink a glass of wine in a country where the grape is grown ,I want to drink a glass of wine in a country that grows vineyards,74
35,לשבת על שפת הים  ללגום מהיין ולהשקיף אל השקיעה ,Sitting by the sea just  sipping wine and watching the sun go down ,Sit by the sea and sip wine and watch the sunset,73
36,מה קורה כאן ,What's going on here ,what's happening here,73
37,-למי לעזאזל את מדברת ,- Who the bloody hell are you talking to ,- Who the hell are you talking to?,90
38,-לקיר ,- To the wall ,-To the wall,100
39,-למה -לקיר ,- To the wall ,-Why -to the wall,85
40,-אלוהים אדירים!,Oh My God!,- My God!,80
41,הממשלה תיפול ,Will the government collapse ,The government will fall,85
42,זה הוא סוף הצויליזציה ,Does this mean the end of civilization as we know it ,This is the end of civilization,72
43,תחשוב כמה מרגש זה יהיה  אם יום אחד אתה תאכל ב-18: 15 ,So just think how exciting it'd be if for once you had it at 6:15 ,Think how exciting it would be if one day you ate at 6:15 p.m.,75
44,יפורסם בכותרות ,It'd make the headlines ,Will be published in the headlines,63
45,"""בלעדי"" ""ג'ו אכל יותר מאוחר מהרגיל""!","""World Exclusive""  ""Joe Eats Late!"" ","""Exclusive"" ""Joe ate later than usual""!",73
46,אני חושב  שאת מתחילה להשתגע ,I think  you're going 'round the bend ,I think you're going crazy,69
47,אני מאוד מקווה! תמיד רציתי לנסוע למקום כלשהו!,Oh I do hope so I've always wanted to travel!,I really hope! I always wanted to go somewhere!,70
48,-תקשיבי  ,- Now listen  ,-Listen,75
49,-לא אתה תקשיב!,- No you listen!,- You will not listen!,81
50,אני אקרה לך כשהארוחה תהיה מוכנה ,You'll have your tea when it's ready ,I'll call you to get the meal ready,65
51,תמיד רציתי לעזוב כשהילדים יגדלו ,I always said I'd leave him when the kids grew up ,I always wanted to leave when the kids grew up,76
52,אבל כשהם גדלו לא היה לי לאן ללכת ,But by the time they'd grown up there was nowhere to go ,But when they grew up I had nowhere to go,65
53,אני לא אומרת שזה רע ,I'm not saying he's bad my fella ,I'm not saying it's bad,76
54,אני לא שונאת גברים ,I don't hate men ,I do not hate men,91
55,אני לא פמיניסטית כמו ג'יין ,I'm not a feminist not like Jane ,I'm not a feminist like Jane,93
56,שתיתי איתה תה באותו היום ,I was having tea with her in a cafe the other day ,I drank tea with her that day,64
