,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-אולי,Maybe,-Maybe,100
1,אני מחכה!,I'm waiting,I'm waiting!,100
2,אל תדאגי נהיה בסדר,Don't worry we're gonna be okay,Don't worry we'll be fine,71
3,לך קל לומר זאת,That's easy for you to say,It's easy to say that,81
4,אתה לא דואג שתיהרג,You don't have to worry about getting killed,You don't worry about being killed,77
5,לא רע,Not bad,Not bad,100
6,אבל המשחק עדיין לא הסתיים,But the game's not over yet,But the game has not yet ended,70
7,זה נחמד מאוד,That's very cute,It's very nice,60
8,יכול להיות רק אחד,There can be only one,Can only be one,83
9,מקלאוד!,MacLeod,McLeod!,92
10,זכור איש הנצח לשניכם עדיין נותרו חייכם,Remember Highlander You've both still got your full measure of life,Remember the eternal man to both of you still left your life,71
11,השתמשו בהם בתבונה,Use it well,Used wisely,64
12,ועתידכם יהיה מזהיר!,And your future will be glorious,And your future will be warned!,81
13,ילד למה אתה בוכה,Boy why are you crying,Child why are you crying,83
14,כי לא הצלחתי להדביק את הצל שלי,I was crying because I couldn't get my shadow to stick,Because I couldn't paste my shadow,64
15,חוץ מזה לא בכיתי,Besides I wasn't crying,Besides I haven't cried,70
16,אתפור לך אותו איש קטן אולי זה יכאב לך קצת,"""l shall sew it on for you my little man lt may hurt a little """,You sew you the same little man maybe it will hurt you a little,73
17,אתפור לך אותו איש קטן,I shall sew it on for you my little man,You sew you the same little man,63
18,אולי זה יכאב לך קצת,It may hurt a little,Maybe it will hurt you a little,78
19,מה שמך,What is your name,What is your name,100
20,ונדי מוירה אנג'לה דרלינג,Wendy Moira Angela Darling,Vedi Moira Angella Darling,88
21,-ומה שמך,What is your name,-W. Your name,79
22,-פיטר פן,- Peter Pan,-Peter Pan,100
23,תראה את הבת שלך,Watch your daughter,Look at your daughter,70
24,היא גונבת את ההצגה,- Yeah - She's stealing the show,She steals the show,77
25,אתן לך נשיקה אם תרצה,I shall give you a kiss if you like,I'll give you a kiss if you want,81
26,אינך יודע מהי נשיקה,Don't you know what a kiss is,You don't know what a kiss is,100
27,אדע ברגע שתתני לי אחת,Now I shall give you a kiss,I will know as soon as you give me one,65
28,עכשיו אתן לך נשיקה,Now I shall give you a kiss,Now I'll give you a kiss,82
29,אני לא רוצה להפוך לאיש,I don't ever want to become a man,I don't want to become a man,92
30,אני רוצה להישאר תמיד ילד קטן ולעשות חיים,I always want to be a little boy and to have fun,I would like to always stay a little boy and make life,69
31,אנחנו רוצים להיות כמו פיטר פן,We wanna be like Peter Pan,We want to be like Peter Penn,84
32,אנחנו לא רוצים לגדול,We don't wanna grow up,We don't want to grow,84
33,בראד,Brad,Brad,100
34,כן אני בהצגה של הבת שלי,I'm at my daughter's play,Yes I am in the play of my daughter,77
35,זה בלתי אפשרי אני טס מחר בלילה ללונדון עם המשפחה שלי,I'm on a plane to London tomorrow night with my family,It's impossible I fly tomorrow night to London with my family,73
36,בית חולים לילדים  בית חולים לילדים מקדיש אגף שלם לסבתא ונדי,A children's hospital-- A children's hospital is dedicating an entire wing to Granny Wendy,A hospital for kids hospital for children dedicates an entire wing of Vadi,74
37,-פיטר אתה מפספס,- Peter you're missing it,-Peter you miss,76
38,אני רוצה פגישה מחר בבוקר,Want a meeting tomorrow a m,I want a meeting tomorrow morning,80
39,אבא המשחק שלי!,Dad my game,My game dad!,100
40,הבטחת!,You promised,Promise!,74
41,זה המשחק האחרון של העונה אליפות,Last game of the season Santa Series,This is the last game of the season championship,60
42,אני חייב להיות שם הבטחתי לו,I gotta be there I promised,I have to be there I promised him,77
43,אני אהיה שם,I'll be there,I'll be there,100
44,מילה שלי זה חוב,My word is my bond,My word is a debt,69
45,לעולם לא לעולם לא לעולם לא לעולם לא לעולם לא לעולם לא נרצה לגדול,We never never never never Never ever wanna grow up Yuck,Never never never never want to grow up,76
46,החטאה שלישית! אתה בחוץ!,Strike three you're out!,Third sin!You are out!,64
47,ג'ק!,Jack!,jack!,100
48,קדימה בלוג'ייז!,Come on Blue Jays!,Come on in Blogay!,65
49,איפה אבא שלך,Where is your father,where is your father,100
50,הוא הבטיח,He promised,he promised,100
51,-ג'רי ג'ק,- Jerry Jack--,-Jerei Jack,80
52,-כן אדוני,- Yes sir,-Yes sir,100
53,-תמספרי אותן,- Number those,- -The same number,74
54,מי כתב את זה,Who wrote it,Who wrote that,85
55,-נד מילר,- Ned Miller,--Nd Miller,95
56,"אהבתי את הדו""ח שלו",I loved his annual report,I loved his report,84
57,אמא איפה אבא,Mommy where is Daddy,Mom where dad,79
58,-התיק שלי,- My briefcase--,- -My -case,74
59,-מר בנינג,- Banning,-B. Benning,75
60,אל דאגה יותר אנשים נפגעים בתאונות דרכים,Don't worry More people crash in cars than on planes,Don't worry more people are injured in road accidents,63
61,הרבה יותר בטוח לטוס מאשר לחצות את הרחוב,It's safer to fly than crossing the street,Much safer to fly than cross the street,86
62,אל תסתכל למטה,Don't look down,Do not look down,90
63,אם הגיע זמנך ללכת הגיע זמנך ללכת,Well if it's your time to go it's your time to go,If your time has come to go your time to go,74
64,זכור אל תתן לזרועותיך להתעייף!,And remember don't let your arms get tired!,Remember don't let your arms get tired!,95
65,ומה אם הגיע זמנו של הטייס ללכת,What if it's the pilot's time to go,And what if the pilot's time came to go,81
66,תודה,Thank you,Thanks,67
67,אל תסתכל עליי!,Don't look at me,do not look at me!,91
68,קדימה ג'ק!,Come on Jack,Come on Jack!,100
69,פעם אחת ג'ק!,Come on Jack,Once Jack!,67
70,בבקשה לא כדור מסובב,Please not a curve ball,Please no turning ball,62
71,אמא'לה רוצה נעליים חדשות,Mama wants a new pair of shoes,Mother wants new shoes,65
72,קח אותי הביתה ג'ק!,Drive me home Jack!,Take me home Jack!,69
73,שתים ארבע שש שמונה את מי אנו מעריכים,Two four six eight Who do we appreciate,Two four six eight who we appreciate,96
74,"""בלו גיס""",Blue Jays,"""Blue Bread""",63
