,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,איפה היציאה הבאה ,Where's the next exit ,Where's the next exit?,100
1,-אני לא רוצה שתקחו אותה   -אל תדאגי ,I don't want you to take her away!,- I do not want you to take her - Do not worry,75
2,-קדימה !,- Come on!,- Come on!,100
3,-אנחנו נחזור בקרוב ,- We'll be back soon ,- We'll be back soon,100
4,טוב תמורת כלום  בני זונות  ,Good-for-nothing  You son of a bitch ,Good for nothing whores,66
5,אלוהים אני כל כך שמחה ,God I'm so glad ,God I'm so happy,65
6,תודה שחילצתם אותי ,Thank you guys for rescuing me ,Thank you for rescuing me,91
7,אני לא מאמינה שאנחנו הולכים פלורידה ,I can't believe we're going to Florida ,I can 't believe we're going to Florida,100
8,-אתה מביאה אתך קצת ביקיני ,- You bring your little bikini along ,-You bring some bikinis with you,71
9,יש תנינים בפלורידה נכון ,There are alligators in Florida right ,There are crocodiles in Florida right,76
10,-לא זה  ,- Not that ,-not this,75
11,- זה סקרימינג' ג'יי ,- It's Screamin' Jay ,- It's Screaming J.,91
12,- אתה אותו דבר ,You're the same ,- You're the same,100
13,הוא הגבר גבר שלי ,He's my main man ,He's the man my man,86
14,-אני אוהב את זה ,- Yeah I like this ,-I like this,81
15,- אתה אוהב את הדברים האלו ,- You like this stuff ,- You love these things,65
16,- תודה אדי ,Thank you Eddie ,- Thanks Eddie,81
17,גיבית אותי ,Back me up ,You backed me up,77
18,זה נחמד  לא שמעתי את זה הרבה זמן ,This is drivin' music! This is nice I haven't heard it in a long time ,It's nice I have not heard it for a long time,71
19,עכשיו אנחנו נראים כמו תיירים אמיתיים ,Now we look like real tourists ,Now we look like real tourists,100
20,די בקלאסה ,Pretty classy ,Pretty classy,100
21,"-אווה אני רוצה שתישארי ליד המוטל עד שבחור ייצא ויחזור אח""כ למשרד שלו ",Eva I want you to stay down until the motel guy comes out and goes back in his office Why ,-Awa I want you to stay by the motel until a guy comes out and comes back to his office later,81
22,-למה לשלם עבור שלושה אנשים ,- Why pay for three people It's fine ,- Why pay for three people,83
23,זה בסדר  -חשבתי שאמרתם שאתם עשירים ,- I thought you guys said you were rich ,That's fine - I thought you said you were rich,81
24,-היי ,- Hey ,-Hey,100
25,מה שלומך ,How are ya ,How are you,86
26,בנאדם אני גמור ,Man I'm beat ,Man I'm done,75
27,אני כל כך עייף ,I'm so tired ,I am so tired,80
28,מה סיימת את בוטנים ,What you finished the peanuts ,What did you finish the peanuts,90
29,אז למה ארזת אותם ,Then what'd you pack 'em for ,So why did you pack them,67
30,-הרעיון היה בשבילך כדי שתתגנבי הבנת ,The idea was for you to sneak in You understand I don't care ,-The idea was for you to sneak in understanding,81
31,זה נראה מוכר  - זה בשבילך ,This looks familiar ,It looks familiar - it's for you,65
32,-זה בשבילך ,This is for you ,-This is for you,100
33,אני לא ישנה על זה ,I'm not sleeping on that ,I do not sleep on it,68
34,אני לוקחת את המיטה ,I'm taking the bed ,I take the bed,81
35,המתנתי רדומה בחוץ בתוך המכונית ,I fell asleep waiting out there in the car ,I waited dormant outside in the car,60
36,עכשיו קר לי ,Now I'm cold ,I'm cold now,100
37,אני רוצה מיטה נוחה לפחות ,I want a comfortable bed at least ,I want a comfortable bed at least,100
38,הריח של המים מצחיק ,Hey that water smells funny ,The smell of the water is funny,76
39,אני לא הולך לישון על זה ,I'm not gonna sleep on this cot ,I'm not going to sleep on it,75
40,-אתם חושבים שזה כל כך מצחיק ,This is for you ,- You think it's so funny,63
