,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הוא ידע מה הסיכון ,He knew the risks ,He knew what the risk was,76
1,-ואשתו ,- And his wife ,-And his wife,100
2,-מסע הנקמה הפרטי שלך  עלול לסכן את ממשלת הוד מלכותה ,- This private vendetta of yours could easily compromise Her Majesty's Government ,-Your private revenge campaign may endanger Her Majesty's government,67
3,אני מצפה ממך לבצע אותה באובייקטיביות ובמקצועיות ,I expect you to carry it out objectively and professionally ,I expect you to perform it objectively and professionally,88
4,007 אנחנו לא מועדון ספורט ,We're not a country club 007 ,007 We are not a sports club,68
5,רשיונך להרוג מבוטל בזה הרגע ואני דורש ממך להחזיר את נשקך ,Effective immediately your licence to kill is revoked and I require you to hand over your weapon ,Your license to kill is revoked at this time and I demand that you return your weapon,72
6,עכשיו ,Now ,now,100
7,יותר מדי אנשים ,Too many people ,Too many people,100
8,אלוהים יעזור לך קומנדר ,God help you Commander ,God help you Commander,100
9,משהו באזור סי ,Something in Sector C ,Something in the C area,64
10,את גרמת לנו בעיות רציניות גברת צעירה ,You caused us all a lot of trouble young lady ,"You're causing us serious problems, young lady",64
11,-כשסנצ'ז שמע שברחת ,- When Sanchez heard you ran away ,- When Sanchez heard you ran away,100
12,-זה לא עסקך ,- It's none of your business ,- It's not your business,88
13,זה עסקי כאשר התכסיסים המטופשים שלך מביאים למעצרו של סנצ'ז ואני צריך לסכן את הארגון שלי כדי לחלץ אותו ,It's my business when your stupid little tricks get Sanchez arrested and I gotta put my organisation at risk to get him out ,It's business when your stupid tricks lead to Sanchez's arrest and I have to risk my organization to rescue him.,79
14,עלית לי הרבה כסף ,You cost me a lot of dough ,You cost me a lot of money,77
15,הוא יתן לך את הכסף ,He'll give you the money ,He will give you the money,84
16,הוא לא עובד ככה ,He doesn't work that way ,He does not work like that,76
17,כדאי שתיזהרי ילדונת ,You'd better watch yourself girlie ,"You better watch out, little girl",70
18,אני מכיר אותו זמן רב ,I've known him a long time ,I have known him for a long time,79
19,ראיתי רבות כמוך באות והולכות ,I've seen a lot of girls like you come and go ,I have seen many like you come and go,68
20,אתה שיכור ,You're drunk ,you are drunk,72
21,צא מכאן ,Get out ,Get out of here,64
22,-ותפסיק להציץ דרך החלונות שלי ,- And stop peeking through my windows ,-And stop peeking through my windows,100
23,ממה את עושה כזה עניין ,What are you so stuck-up for ,What are you doing that matters?,61
24,הוא סידר את תחרות היופי המזוייפת שניצחת בה ,He fixed that phoney beauty contest you won ,He arranged the fake beauty contest you won,72
25,מר קרסט ,Mr Krest ,Mr. Crest,88
26,כן מה ,Yeah What ,Yes what,82
27,סנטינל קולט משהו גדול על הצג ,The Sentinel's picking up something large on the monitor ,Sentinel picks up something big on the show,73
28,אני לא מאמין ,I don't believe this ,I do not believe,78
29,מה לעזאזל קורה עכשיו ,What the hell is it now ,What the hell is going on now,77
30,אנחנו נתחיל לטעון עכשיו ,We'll start loading now ,We'll start loading now,100
31,כן אדוני ,Yes sir ,Yes sir,100
32,"הוא אמר ""אתה בסדר"" ","He said ""You're OK ""","He said ""you are fine""",70
33,טפל בו ,Take care of him ,Take care of him,100
34,תשמיעי קול ואת מתה ,Make a sound and you're dead ,Make a sound and you're dead,100
35,-אתה  ,- You  ,-are you,60
36,-מה את עושה כאן ,- What are you doing in here ,-what are you doing here,94
37,-איפה סנצ'ז ,- Where's Sanchez ,-Where is Sanchez,97
38,אני לא יודעת איפה הוא ,I don't know where he is ,I do not know where he is,94
39,-את החברה שלו ,- You're his girlfriend ,- His girlfriend,80
40,-הוא לא מספר לי דבר ,- He doesn't tell me anything ,- He's not telling me anything,76
41,תפתחי ,Open up ,Open up,100
42,אני צריך לדבר איתך ,I need to talk to you ,I need to talk with you,91
43,תעני לו ,Answer it ,Answer him,84
44,רק רגע ,Just a moment ,just a minute,77
45,-מה אתה רוצה ,- What do you want ,-What you want,90
46,-לא ישנתי ,- No I was sleeping ,-I did not sleep,62
47,לך מפה ,Go away ,Go away,100
48,מר קרסט הם חזרו ,Mr Krest They're back ,Mr. Crest they are back,79
49,מי הצליף בך ,Who whipped you ,Who whipped you,100
50,סנצ'ז ,Sanchez ,Sanchez,100
51,זו היתה אשמתי ,It was my fault ,It was my fault,100
52,עשיתי משהו לא בסדר הכעסתי אותו ,I did something wrong made him angry ,I did something wrong I angered him,87
53,-תודה מר קרסט ,- Thanks Mr Krest ,"- Thank you, Mr Crest",79
54,תנחש ,Guess what ,Guess,67
55,שמו היה שארקי ,His name was Sharky ,His name was Sharkey,97
56,תיפטר מהסירה ,Get rid of the boat ,Get rid of the boat,100
57,-כדאי שתמצאי לעצמך מאהב חדש ,- You'd better find yourself a new lover ,-You should find yourself a new lover,78
58,-אתם הגברים לא מכירים כל דרך אחרת ,- Don't you men know any other way ,- You men do not know any other way,89
59,זו דרכו של סנצ'ז ,It's Sanchez' way ,This is Sanchez's way,81
60,נראה שאת אוהבת את זה ,You seem to like it ,You seem to like it,100
61,אתה לא יודע דבר לך בבקשה אם ימצאו אותך כאן יהרגו את שנינו ,If they find you here we'll both be killed ,You know nothing you please if they find you here they will kill us both,61
62,תישארי כאן ,Stay here ,Stay here,100
63,-זה הכל ,- That's it ,-that's it,100
64,תוציא אותה ותטביע אותה ,Take her out and sink her ,Take it out and drown it,61
