,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,זה עולם של לבנים באמריקה ,It's for sure a white man's world in America ,It's a world of bricks in America,68
1,גידלתי את הילד הזה משהיה בגודל של אפונה ואני אומרת שהוא מעולם לא למד לקרוא ולכתוב ,I raised that boy since he was the size of a piss ant and I'll say right now he never learned to read and write ,I raised this kid when he was the size of a pea and I say he never learned to read and write,77
2,לא אדוני ,No sir ,Not sir,92
3,אין לו שכל בכלל ,He had no brains at all ,He has no mind at all,68
4,תראו אותו עכשיו ,Look at him now ,Look at him now,100
5,כן אדוני רק להיות לבן באמריקה כדי להגיע לאן שאתה רוצה ,Yes sir all you got to be is white in America to get whatever you want ,Yes sir just be white in America to get where you want,81
6,איזה גנן אתה תהיה מר גרדינר ,What sort of gardener would you be Mr Gardiner ,"What a gardener you will be, Mr. Gardiner",82
7,אני גנן רציני מאוד ,- I am a very serious gardener ,I am a very serious gardener,100
8,אני בטוח בכך מר גרדינר ,- L'm sure you are Mr Gardiner ,"I'm sure of that, Mr. Gardiner",71
9,זה טוב ,That's good ,It is good,76
10,זה טוב ,That's good ,It is good,76
11,אפשר לקחת את מעילך מר גרדינר ,May I take your coat Mr Gardiner ,"You can take your coat, Mr. Gardiner",79
12,מעולה אדוני יוצא מהכלל!,Bravo sir Outstanding!,Excellent sir outstanding!,70
13,בסדר סאלי נתראה בעוד עשרים דקות ,Okay Sally I'll see you in 20 minutes ,"All right, Sally, see you in twenty minutes",67
14,בסדר ,Okay ,OK,67
15,אני חייב לדבר איתה על הגנן הזה ,L've just got to talk to her about this gardener ,I have to talk to her about this gardener,81
16,לילה טוב ,Goodnight ,Good night,95
17,תראי ג'ואנה  ,- Look Johanna  ,Look at Joanna,85
18,אמרתי לילה טוב ,- I said goodnight ,I said good night,85
19,מחר בערב  אלמנתו של הסנטור ראולי עורכת קבלת פנים לשגריר הסובייטי ,Tomorrow night Senator Rowley's widow is holding a reception for the Soviet ambassador ,"Tomorrow evening, Senator Rowley's widow is holding a reception for the Soviet ambassador",92
20,די ברור שרוברט לא ירצה להשתתף ,It's pretty obvious that Robert here is not going to allow me to attend ,It's pretty clear that Robert would not want to participate,60
21,אז תעשה לי טובה גדולה  אם תשתתף במקומי ותלווה את איב ,So you'd be doing me a great favor if you would attend in my place and escort Eve ,So do me a big favor if you attend my place and accompany Eve,70
22,כן ,Yes ,Yes,100
23,אני אשמח ללוות את איב ,I would love to escort Eve ,I would love to accompany Eve,80
24,אני יכול כבר לשמוע את הרכילות ,I can already hear the gossip ,I can already hear the gossip,100
25,יש לך כישרון להיות טבעי ,You have the gift of being natural ,You have a talent for being natural,78
26,זה כשרון גדול נערי ,That's a great talent my boy ,It's a great talent boys,81
27,אני מקווה שכל המדינה הקשיבה ,I hope the entire country was listening ,I hope the whole country listened,75
28,כל המדינה ,The entire country ,All the country,67
