,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אז איך תכתוב את העבודה ,So how you gonna write the paper then ,So how do you write the work,71
1,שלום אני קורט וונגוט ,Hi I'm Kurt Vonnegut ,"Hello, I'm Kurt Wengot",68
2,אני מחפש את ת'ורנטון מלון ,I'm looking for Thornton Melon ,I'm looking for the Thornton Hotel,81
3,רוצה להכנס אבא ,Want to come in ,Wants to get in Dad,71
4,איני רוצה לשמוע עוד מילה ממך  או שתחזור לעץ ,I don't want to hear one more word out of you  or it's back to the tree ,I do not want to hear another word from you or you will return to the tree,67
5,יבוא ,Come in ,will come,75
6,דר בראסיני ,Dr Barazini ,Dr. Brasini,86
7,אני ת'ורנטון מלון ,I'm Thornton Melon ,I'm Thornton Hotel,67
8,כן ת'ורנטון מלון ,Oh yes Thornton Melon ,Yes Thornton Hotel,77
9,אני מכיר אותך ,I know you ,I know you,100
10,אתה הגשת את המאמר על גלי מוח איזו-מגנטיים  במונטריאול בשנה שעברה ,You delivered the paper on isomagnetic brain waves  in Montreal last year ,You submitted the article on isomagnetic brain waves in Montreal last year,79
11,לא מכרתי לך מכנסיים ,No I sold you your pants ,I did not sell you pants,71
12,או כמובן ,Oh of course ,Or of course,92
13,טוב לראותך ,Good to see you ,Good to see you,100
14,מה מעשיך כאן ,What are you doing here ,What are you doing here,100
15,עליי להתייצב כאן לגבי פרוייקט המעבדה שלי ,I'm supposed to report here for my lab project ,I have to report here regarding my lab project,70
16,אני מנסה ללמד את הקופים שכאן איך לקרוא ולכתוב ,I'm trying to teach these here apes  how to read and write ,I'm trying to teach the monkeys here how to read and write,87
17,עליך ללמד אותם ללכת לשירותים זה דבר ראשון ,You ought to teach them how to go to the bathroom ,You need to teach them to go to the bathroom is the first thing,73
18,אה אתה תתרגל לזה ,You'll get used to that ,Oh you'll get used to it,85
19,כעת כל מה שעליך לעשות זה להכניס סרט חדש  במכשיר הקלטות כל שעה ולצפות בחיות ,Now all you have to do is put a new tape  in the tape machine every hour and observe the animals ,Now all you have to do is put a new movie on a recording device every hour and watch the animals,74
20,אחזור בעוד מספר שעות לבדוק איך אתה מסתדר ,I'll be back in a few hours to check on you ,I'll be back in a few hours to see how you do,82
21,בסדר טוב ,- OK fine ,OK fine,100
22,אינך זקוק לזה ,You don't need this ,You do not need it,70
23,כמה דברים ,A few things ,Some things,70
24,אני צריך שאת והחברה תבואו לכאן הכי מהר שאפשר ,I need you and the gang to get down here as fast as you can ,I need you and the company to come here as soon as possible,64
25,ועלי לשוחח עם פיטרסון רואה החשבון ,And I have to talk to Peterson the accountant ,And I need to talk to the accountant Peterson,89
26,אני גם אזדקק לו ,I'm gonna need him too ,I'll need him too,77
27,לא תודה ,Oh thanks ,No thanks,89
28,ומארג אני צריך  תראי אם תוכל למצוא מישהו מתאגיד ראנד  או מישהו ממוסד ברוקינגס שיבוא לכאן למשך שבוע ,And Marge I need  See if you can get somebody at the Rand Corporation  or the Brookings Institute to come down here for about a week ,"And weave, I need to see if you can find someone from the Rand Corporation or someone from the Brookings Institution who will come here for a week.",76
29,וראסל חובט בו במכת גוף קדמית חזקה!,And Russell hits him with a powerful front body slam!,And Russell hits him with a strong front body blow!,78
30,אין בעיה ,No problem ,No problem,100
31,הם בהפסקה זה הכל ,They're takin' a break that's all ,They are on a break that's all,77
32,"בשנת 1971 הגרעון המצטבר של ארה""ב היה גדול יותר ממלאי הזהב של המדינה ",In 1971 the United States accumulated deficits  greater than the supply of gold the country held ,In 1971 the U.S. cumulative deficit was larger than the country's gold inventory,61
33,"באותה שנה ריצ'ארד ניקסון  הוריד את ארה""ב מסטנדרט הזהב שלה ",In that year Richard Nixon  took the United States off the gold standard ,That same year Richard Nixon lowered the U.S. from its gold standard,65
34,מהו רעש התקתוק הזה ,What is that clicking noise ,What is this ticking noise,64
35,את סטודנטית בכתה זו ,Are you a student in this class ,You're a student in this class,89
36,לא ,No ,No,100
37,מי את ,Who are you ,Who are you,100
38,אני מארג סוויטווטר  ,I'm Marge Sweetwater  ,I'm a sweetwater weave,67
39,(גם מיים מתוקים) מזכירתו האישית של מר ת'ורנטון מלון ,Mr Thornton Melon's private secretary ,(Also freshwater) Mr. Thornton's personal secretary Melon,73
40,מה את עושה כאן ,What are you doing here ,what are you doing here,100
41,הוא אמר לך לרשום כל דבר שאני אומר ,He told you to write down everything I say ,He told you to write down everything I say,100
42,כן ,Yes sir ,Yes,60
43,טוב ,Good ,are good,67
44,מר מלון לא משנה מה תעשה  לא משנה אלו תעלולים תפעיל  לא משנה כמה תתאמץ קשה  לעולם לעולם לא תעבור את הקורס הזה ,Mr Melon no matter what you do  no matter what stunts you pull  no matter how hard you try  you will never ever pass this course ,Mr. Hotel no matter what you do no matter what tricks you run no matter how hard you try you will never pass this course,87
45,תוודאי שיקבל את זה ,Make sure he gets that ,Make sure he accepts it,71
46,כן אדוני ,Yes sir ,Yes sir,100
47,אגיד לך מה זה עבור בארביי ,I'll tell you what ,Let me tell you what this is for Barbie,60
48,"היכן דו""ח המעבדה על פסיכולוגיה ",Where's the lab report on psychology ,Where is the Laboratory Report on Psychology,85
49,הנה ,Here ,here,100
50,זה קל מדי ,It's too light ,It's too easy,67
51,הי אבא ,- Yo Dad ,Hi Dad,67
52,תקשיבו כולם ,Listen everybody ,"Listen, everyone",84
53,"אגיד לכם מה  עשרה אחוזים בונוס לכל מי שיעבור ""כמעט טוב מאוד"" ","I'll tell you what  a ten percent bonus for every grade over ""B ""","I'll tell you what a ten percent bonus is for anyone who goes through ""almost very well""",63
