,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-למה לא ,- Why not ,-Why not,100
1,כי ננסי נשואה ,Nancy's married ,Because Nancy is married,67
2,לא משנה את מי או את מה העיקר שזה יראה כמו בחורה ,It doesn't matter who it doesn't matter what as long as it looks like a girl ,No matter who or what the main thing is that it will look like a girl,61
3,תשמע ניסע לאגם אפילו תוכלו להשתמש במכונית ,I'll tell you what we'll do We'll drive out to the lake ,Hear we will drive to the lake even you can use the car,60
4,אני לא משלם לך כדי שתהיה הצל של הופר ,Nicky I don't pay you to be Hopper's shadow ,I'm not paying you to be Hopper's shadow,80
5,אתה רק צריך להופיע בבית של הזקן ולעבוד עליו ,It doesn't even have to be a real date Just show up at her house and con the old man ,You just have to show up at the old man's house and work on it,67
6,נדלקת על סאלי קייזר ,You're hot for Sally Kaiser - What ,Turns on Sally Kaiser,60
7,-מה ,- Like what ,-what,62
8,אולי אתה חושב שאני לא מספיק טוב בשבילה אה ,- Either that or you don't think I'm good enough for her ,Maybe you think I'm not good enough for her ah,76
9,למה באמת היא יוצאת איתך ,You're hot for Sally Kaiser - What ,Why is she really dating you?,60
10,יום אחד בדראגסטור הכרנו שנינו שתינו קולה ,One day at the drugstore we introduced ourselves over Cokes ,One day at the drugstore we both knew her voice,62
11,אמרתי לה שיהיה לי לכבוד אם היא  רק על זה אתה חושב כל הזמן ,And I told her I would be very honored if she  Nicky don't you ever think about anything,I told her I'll be honored if she's just that you think about all the time,66
12,אז על מה עוד ,- Like what ,So what else,67
13,-לא יודע ,Like  I don't know ,-Do not know,64
14,מתי כבר תקלוט שהעתיד היחיד שיש לנו זה הגרמנים והיפנים ,Hop when you gonna wise up The only future we got is Germans and Japs ,When will you realize that the only future we have is the Germans and the Japanese,70
15,כמו שאני רואה את זה ב-6 השבועות הבאים אני חוטף מכל הבא ליד ,And the way I see it in the next six weeks I am gonna get everything I can ,As I see it in the next 6 weeks I snatch from everything next door,70
16,אני רוצה את הכסף!,I want my money!,I want the money!,84
17,זה היום האחרון של החופשה שלי נשבע לכם אין לי כסף ,This is my last day on furlough I swear I don't have any money ,This is the last day of my vacation I swear to you I have no money,69
18,אני אקח את השעון ,I'll take the watch ,I'll take the watch,100
19,סבא שלי נתן לי אותו ,My grandfather gave me that watch ,My grandfather gave it to me,79
20,לא הייתי מתווכח איתה במקומך ,I wouldn't argue with the lady buddy Get out of here ,I would not argue with her in your place,61
21,תודה חבר'ה ,Thanks guys ,Thanks guys,100
22,הייתי שמחה להישאר לפטפט אבל אני צריכה לשלם את חשבון החשמל ,Well love to stay and chat but I gotta pay the light bill know what I mean ,I would have been happy to stay chatting but I have to pay the electricity bill,60
23,תגידי אנני אולי בא לך לצאת מחר בערב לדייט עם הופר ,Hey Annie how would you like to go on a date tomorrow night with Hopper ,"Say Annie, maybe you want to go on a date with Hopper tomorrow night",78
24,מה קרה לך בעין ,- What happened to your eye ,What happened to you in the eye,86
25,-הזקן שוב שותה ,- Old man's drinking again Oh!,- The old man is drinking again,82
26,את וסאלי לומדות ביחד ,You and Sally share classes ,You and Sally study together,62
27,אני לא חושבת שהיא דיברה עלייך ,I don't think she's mentioned you ,I do not think she talked about you,68
28,סיימתי ללמוד כבר מזמן ,I graduated a long time ago ,I graduated a long time ago,100
29,מה קרה לך בעין בן ,- What happened to your eye ,What happened to you in Ein Ben,82
30,-זה מהבאולינג אדוני ,Bowling sir ,"- It's from the bowling, sir",61
31,סליחה על האיחור  ,Sorry I'm late ,sorry for being late,71
32,ניקי מה קרה לך בעין ,Nicky what happened to your eye ,Nicky what happened to your eye,100
33,אני אספר לך אחר כך במכונית לילה טוב ,I'll tell you about it later in the car ,I'll tell you later in the car good night,75
34,אפשר לקבל משקה או איזה ממתק ,Good night Could I have a drink or some candies or something ,You can have a drink or some candy,62
35,מצטערת ,Sorry ,Sorry,100
36,יש לכם סלון מקסים ,You have such a lovely living room ,You have a lovely living room,92
37,-לילה טוב ,Good night ,-Good night,100
38,בבקשה ילדים ,One please ,Please children,64
39,-חשבתי שהולכים לקולנוע ,I thought we were going to the movies ,- I thought they were going to the movies,89
40,הופ צריך לעשות קניות לחג המולד ,Yeah well Hop's gotta do some Christmas shopping ,Hop needs to do some shopping for Christmas,77
41,-מה זאת אומרת גלידה ,You mean ice cream ,-What do you mean ice cream,82
42,כן ,Bye ,Yes,67
43,-מצטערת ,Sorry ,-Sorry,100
44,מתי אתה מפליג מכאן ,Here you are kids ,When are you sailing from here,60
45,-בעוד שישה שבועות ,Six weeks ,- In six weeks,86
46,אז תשמע פני מלאך אתה מוזמן לנסיעת חינם בקרוסלה ,Well listen angel face you're welcome to stop by for a free ride on the old merry-go-round ,So hear Penny Angel you are welcome for a free ride in the carousel,65
47,אה כמעט שכחתי  זה בשבילך ,Thanks Annie Oh I almost forgot This is for you ,Oh I almost forgot it's for you,77
48,תודה הופ אבל אני לא יכולה אני אלרגית ,Thanks Hop but I really can't I'm allergic ,Thanks hop but I can not I am allergic,82
49,אחד בבקשה ,One please ,One please,100
50,גברים צעירים מרחבי המדינה נוהרים אל הדגל ,Young men all over the nation flock to the colors ,Young men from across the country flock to the flag,64
51,והרי התגובה:,And here's the response ,And here is the reaction:,72
52,אז להתראות אני הולך ,- Well goodbye I'm going ,So goodbye I'm going,86
53,-בסדר תהיה ילד טוב ותכתוב לנו ,- All right now be sure and write to us ,"- All right, be a good boy and write to us",79
54,ביי ,Bye ,Bye,100
55,לפניכם דיווח טיפוסי מפיו של נער-חייל בן ימינו ,Here is a typical report from a teenage soldier of today ,Here is a typical report from a modern-day boy-soldier,75
56,אני בן 19 ,I'm 19 years old ,I am 19 years old,85
57,"לפני שהתגייסתי הייתי שוער ב""רדיו סיטי מיוזיק הול"" ",Before entering the service I was a doorman at Radio City Music Hall ,Before I enlisted I was a goalkeeper at Radio City Music Hall,71
58,"לאחר שבועיים בצבא קודמתי לדרגת רב""ט  בוא ",After two weeks in the service I was appointed corporal  Come on ,"After two weeks in the army, I was promoted to the rank of Corporal",71
59,היי סאלי ,Hi Sally ,Hi Sally,100
60,היי הופר ,Hi Hopper ,Hi Hopper,100
61,איפה ניקי ,Where's Nicky ,Where's Nicky?,100
62,איך קוראים לכלב שלך ,What's your dog's name ,What is your dog's name?,89
63,-ארגוס ,Argus ,-Argus,100
64,-הוא קיבל את זה ליומולדת ,He got it for his birthday ,- He got it for his birthday,100
65,ביי ,Bye ,Bye,100
66,בוא ,Come on ,Come on,100
67,ארני אפשר להרוג את המלאכים ,Hey Arnie can we kill the angels ,Ernie You can kill the angels,72
68,אני שונא את המוזיקה הזאת מזכירה לי את דודה איידה ,God I hate this music It reminds me of my Aunt Ida I ever tell you about my Aunt Ida ,I hate this music reminds me of Aunt Ida,65
69,לפני שאמא שלי מתה בחג המולד היו לנו אירועים משפחתיים ,Before my Ma died during Christmas we used to have these family things ,Before my mom died at Christmas we had family events,67
70,דודה אידה תמיד היתה שם עם הכובע דבקון שלה ,And my Aunt Ida was always there with her goddamn mistletoe hat ,Aunt Ida has always been there with her mistress hat,73
71,כל פעם שזזתי השפתיים המכווצות הרטובות שלה נחתו לי על הפרצוף ,And every time I turned around it was her cow lips her wet puckered cow lips on my face ,Every time I moved her wet pursed lips landed on my face,62
72,זה היה נורא ,It was awful ,It was awful,100
73,-מתי היא מתה היא לא מתה ,- When did she die ,-When she died she did not die,71
74,כי הם כולם מתו בינואר ובפברואר והנשיקות שלה היו בדצמבר ,Because they were all dropping dead in January and February and she was doing all the kissing in December ,Because they all died in January and February and her kisses were in December,78
