,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הלו הוא לא נוסע לרופא השיניים,Hello He's not going to the dentist ,"Hello, he's not going to the dentist",100
1,הוא לא נוסע לרופא השיניים,He's not going to the dentist ,He does not go to the dentist,83
2,הלו אדוני הוא לא נוסע לרופא השיניים למה לא ,He's not going to the dentist - Why not ,Hello sir he is not going to the dentist why not,87
3,מדוע הוא לא נוסע לרופא השיניים ,He's not going to the dentist - Why not ,Why he does not go to the dentist,80
4,הוא הולך לפארק סלח לי אדוני ,Why not - He's going to the park ,"He's going to the park. Forgive me, sir",69
5,הוא הולך לפארק הוא הולך לפארק,Excuse me sir what - He's going to the park He's going to the park  ,He's going to the park He's going to the park,83
6,הוא הולך לאגם,He's going on the lake ,He goes to the lake,68
7,הוא שוכר סירה מה הוא עושה באגם ,He's renting a boat - What's he doing on the lake ,He rents a boat and what he does in the lake,77
8,מה הוא עושה באגם כנראה שם לב אלינו ,What's he doing on the lake ,What he is doing in the lake is probably noticing us,66
9,אין בעיה אנו נחכה לו אצל רופא השיניים ,- He must have noticed us No problem We'll wait for him at the dentist's ,No problem we'll wait for him at the dentist,77
10,מה הוא עושה באגם ,What's he doing on the lake ,What is he doing in the lake,80
11,כן ,Ah yes ,Yes,67
12,לא כל כך קרוב ,Not too close ,Not so close,88
13,תגיע לאי חם לי,Go to the island ,Come to a hot island for me,60
14,הוא על האי במסעדה,He's on the island ,He's on the island in a restaurant,69
15,הוא זורק לחם לברווזים לעזאזל!,He's throwing bread at the ducks ,He's throwing duck bread!,86
16,אתה שומע אותי הלו ,Hello can you hear me ,You hear me hello,89
17,אתה שומע אותי ,Hello can you hear me ,do you hear me,69
18,5 4 3 2 1 0 ,5 4 3 2 1 0 ,5 4 3 2 1 0,100
19,אני שומע אותך טוב מהר ,Hello can you hear me ,I hear you well fast,68
20,הם גרמו לו לעזוב את המקום והם שותלים מיקרופון בדירה הם חייבים לסיים ,They made him leave his place and they're bugging the apartment ,They made him leave the place and they plant a microphone in the apartment they must finish,71
21,התכנית הקטנה שלנו הראתה מי בצוות הסודי של מילן זה טוב ,He brought all his men - Our little plan has already shown us who are in Milan's secret team ,Our little show showed who's in Milan's secret team it's good,61
22,יש יותר מדי אנשים שאני לא מכיר בשירות שלי בסדר ,There are too many people I don't know in my own service ,There are too many people I do not know in my service fine,91
23,אתה יכול לאכול צהריים היה בחור שחור באורלי  בחור שחור גדול לובש מעיל צמר ,Alright You can go have lunch - There was a black guy at Orly  ,You can have lunch there was a black guy in Orly a big black guy wearing a wool coat,74
24,בחרתי בחור בלונדיני גבוה עם נעל שחורה עם מעיל ארוך ,I picked a tall blond guy with a black shoe over a tall black guy with a green woollen coat ,I chose a tall blond guy with a black shoe with a long coat,67
25,בחור שחור עם מעיל צמר ירוק,A big black guy wearing a woollen coat ,A black guy with a green wool coat,72
26,איש זקן אם אתה רוצה לכתוב ספרים חכה עד שתצא לפנסיה,Listen old man if you want to produce literature wait until after you're retired ,Old man If you want to write books wait until you retire,66
27,לא תסיימי לואיז לא ,Won't you finish your leaks Louis ,You'll not finish Louise no,73
28,תודה אמא ,No thanks mother ,Thanks Mom,69
29,אתמול היה יום ההולדת של ברנרד מילן אני מקווה שאת זוכרת ,Yesterday was Bernard Milan's birthday I hope you remembered ,Yesterday was Bernard Milne's birthday I hope you remember,97
30,כן אמא אני זוכרת,- Yes mother I remembered ,Yes mom I remember,83
31,בן יחיד נולד מאוחר האמא שלו מארי באגאיא בת 45 ,Only son late arrival  His mother Marie Bugeaud ,An only child was born to his late mother Marie Bagaya 45 years old,62
32,אביו ג'רארד פרין בן 55 מורה וכנר חובב,His father Gérard Perrin 55 years old teacher and amateur violinist ,"His father, Gerard Perrin, 55, is an amateur teacher and violinist",88
33,שתי מורות פנסיונריות באו מהר,Two teachers retirement came quickly ,Two retired teachers came quickly,93
34,ילדות נטול ארועים ,Uneventful childhood ,Childhood devoid of events,70
35,אביו ייעד אותו להיות מוסיקאי,His father introduced him to music ,His father designated him to be a musician,61
36,קתולי  הומוסקסואל ,Practising catholic ,Gay Catholics,62
37,איך אתה יודע ,- How do you know ,how do you know,100
38,מכתב,A letter ,Letter,86
39,"""הרגע לחמניה שלי אני לא בהריון""",Relax muffin I'm not pregnant ,"""Right now my bun I'm not pregnant""",65
40,נרפא ועבר לקונסרבטוריון של פריס מחיר ראשון 28חודשי שירות בצבא ,Cured he goes to the conservatory of Paris First price  28 months of military service ,Healed and moved to Paris Conservatory first price 28 months of military service,83
41,לא השתתף בשום מלחמה העביר את זמנו בלהקה צבאית כנור ראשון בתזמורת במשך 5 שנים,Participates in none of the colonial wars Serves his time in army bands First violin in a string orchestra for 5 years now ,Did not participate in any war and spent his time in a military band first violinist in the orchestra for 5 years,78
42,"נוסע בעולם לעתים קרובות גם לארה""ב אה ",Often travels abroad Also to the USA ,Travel the world often to the US too ah,64
43,"הוא עובד בארה""ב ",He worked in the USA ,He works in the United States,65
44,אבל אך אחד מאנשינו לא מכיר אותו כמובן  הוא סוכן,I knew it But none of our people know him - But of course ,But but one of our people does not know him of course he is an agent,73
45,- על שעובד בנפרד צילמנו אותו במגירה מתחת לערימת חולצות יש הודעה כתובה על הגב פענח זאת עבורי מהר ככל האפשר,He's a super agent working on his own - We took this picture from his place In a drawer under a pile of shirts ,- about working separately we photographed him in a drawer under a pile of shirts there is a written message on the back decipher it for me as soon as possible,60
46,המומחים שלנו יושבים על זה כבר שעה -טוב,Our specialists have been on it for an hour ,Our experts have been sitting on it for an hour - well,74
47,אז להרוג אותו ,So do we kill him ,So kill him,79
48,-לא אני רוצה לדעת מה הוא יודע,- No I want to know what he's up to His eyes give him away ,-No I want to know what he knows,64
49,מה הוא עושה ,What's he doing ,What is he doing,97
50,איזה סוג של ליצן הוא פרנסואה פרין,What kind of a clown is he ,What kind of clown is François Perrin,71
51,כן מיקרופון המים חזק מדי תנמיך אותו ,- Yes the water mike is too loud ,Yes the water microphone is too loud to lower it,74
52,מה האידיוט הזה עושה מאוד משונה,What's that idiot doing ,What this idiot is doing is very strange,70
53,למה אתה מתכוון הוא רוקן ,He flushed What do you mean he flushed ,What do you mean he's emptied,69
54,אני לא מבין צריכה להיות סיבה,No I don't understand ,I do not understand there should be a reason,62
55,זה שבור,It's broken ,it's broken,100
