,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-הם לא רוצים שיעזור להם ,- They don't want his help ,- They do not want him to help them,77
1,השוטרים הנחתים הוא אידיוט ,The cops and the marines ,The Marines cops are an idiot,72
2,הגולש אידיוט ,The Surfman's a jerk!,The surfer is an idiot,62
3,"""אהבה היא הכוח הע ליון"" ","""Love is the power supreme ""","""Love is the power of the Almighty""",66
4,אתה קונה את הספר ,Hey you gonna buy that book ,You buy the book,70
5,זו לא ספרייה ,This ain't no library ,This is not a library,90
6,"הוא יודע שלחיים בכדה""א אין משמעות ",He knows life on Earth has no meaning!,He knows that life on earth has no meaning,94
7,תוהו ובוהו חוסר שליטה אבל לו יש סיכוי להימלט ,It's chaos! It's out of control! He's got a chance to break away!,Chaos Lack of control but he has a chance to escape,62
8,יש לו את הכוח הקוסמי ,He's got the power cosmic!,It has the cosmic power,75
9,רק אידיוט היה נשאר אם הוא יכול לעזוב ,Only a jerk would stay when he could go ,Only an idiot would stay if he could leave,69
10,אולי אתה צודק ,Yeah maybe you're right ,Maybe you'm right,75
11,גולש הכסף דפוק ,The Silver Surfer sucks!,The money surfer is screwed,64
12,בואנוס דיאס סניוריטה ,Buenos dias senorita ,Buenos Dias Senorita,100
13,-אוי לא ,Oh no!,-Oh no,100
14,מה אתה עושה פה ,What are you doing here ,what are you doing here,100
15,"ב""בוורלי וילשייר"" היה מלא אז באתי לפה ",Well the Beverly Wilshire was booked up so I came here ,The Beverly Wilshire was full so I came here,80
16,יש מלונות אחרים ,- There are plenty of other hotels ,There are other hotels,81
17,-ל א בשבילי ,- Not for me ,-Not for me,100
18,"אני תמיד מתאכסן ב""בוורלי וילשייר """,I always stay at the Beverly Wilshire ,I always stay at Beverly Wilshire,94
19,אתה באמת משוגע ,You're really crazy ,You're really crazy,100
20,-בואי הנה ,Come here ,-come here,100
21,את אפילו לא אומרת לי שלום ,You don't even say hello to me ,You're not even saying hello to me,75
22,למה אני לא יכולה להיות לבד כשאני רוצה ,Why can't I ever be alone when I wanna be alone ,Why I can not be alone when I want to,74
23,מוניקה זיינת אתמול את המורה שלך ,Monica did you fuck your teacher last night ,Monica fucked your teacher yesterday,66
24,אני חושבת ,I'm thinking!,I think,74
25,בבית שלי לא שלך ,My home not yours!,In my house is not yours,78
26,למה אתה מסתכל עליי ,Why are you looking at me ,Why are you looking at me?,100
27,-אני סתם מסתכל ,Just lookin' ,- I'm just looking,81
28,למה את פוחדת לשכב אתי שוב כי אתה מפחיד אותי ,Why are you so afraid to sleep with me again ,Why are you afraid to sleep with me again because you're scaring me,74
29,אני לא יודעת מה אתה רוצה ממני ,What do you want from me ,I do not know what you want from me,81
30,הכול ,- Everything ,Everything,100
31,-זה יותר מדי ,- That's too much ,-this is too much,71
32,מה את רוצה ממני ,What do you want from me ,What do you want from me,100
33,אני לא יודעת משהו ,I don't know ,I do not know anything,65
34,אתי זה הכול או כלום ,All or nothing with me baby!,With me it's all or nothing,85
35,אני אוהב את המבט שלך כשאת נראית מפוחדת ומופתעת בו זמנית ,God I love it when you look afraid and surprised at the same time!,I love your look when you look scared and surprised at the same time,78
36,אני רוצה לטפס לתוכך ,I just wanna climb inside of you!,I want to climb into you,75
37,זו הרגשה טובה ,That feels good!,It's a good feeling,65
38,זו תהיה הרגשה טובה אם בחור אחר ייגע בך כך ,Would it feel so good if some other guy was touching you like this ,It would be a good feeling if another guy touched you like that,68
39,את כמו הבחורות שמזיינות את כולם חוץ מהבחור שהן אוהבות ,You're like one of those girls who'll fuck everybody except the guy who loves her ,You're like the girls who fuck everyone except the guy they love,81
40,אתה כמו המתקנים בדיסנילנד ,You're like one of those rides at Disneyland ,You're like the facilities at Disneyland,71
41,אתה גורם לי לסחרחורת ,Wow! You make me dizzy!,You make me dizzy,89
42,תראי לי את הציצים שלך ,- Show me your tits ,Show me your boobs,69
43,טארה ,- Taré!,Tara,86
44,-מה ,- What ,-what,100
45,טארה ,- Taré!,Tara,86
46,אני טארה ,I'm a taré ,I'm Tara,82
47,תשכחי מזה ,Forget it ,Forget it,100
48,תראי לי את הבהונות שלך ,Show me your toes ,Show me your toes,100
49,הבהונות של אישה חשובים ,A woman's toes are very important ,A woman's toes are important,92
50,הייתי רוצה לדעת מה מסתתר מאחורי הפנים שלך ,I'd love to know what's behind that face of yours ,I would like to know what is hiding behind your face,67
51,מה את רוצה לדעת ,What do you wanna know ,What do you want to know,87
52,זה לא מספיק ,That's not enough ,it is not enough,67
53,ג'סי ,- Jesse  ,Jesse,100
54,-מה ,- What ,-what,100
55,תגיד משהו נחמד ,Say something nice ,Say something nice,100
56,כמו מה ,- Like what ,Like what,100
57,-אני לא יודעת ,- I don't know ,-I do not know,88
58,גם אני לא יודע ,I don't know either ,I do not know either,92
59,הנעליים שלך היו אדומות החליפה שלי הייתה כחולה בווגאס עזבת אותי אבל לך נשארה אהבתי ,How's this Your shoes were red my suit was blue You left me in Vegas but I'll always love you ,"Your shoes were red. My suit was blue in Vegas. You left me, but I love you",87
