,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אותידחפומתחתלגלגליהרכבת ולךהספיק ,I was pushed under a train and you've had enough ,I was pushed under the wheels of the train and had enough,76
1,אני פוחדת ,I'm scared ,I am scared,76
2,אני לא יכול להפסיק עכשיו ,I can't stop now!,I can not stop now,82
3,אם אתה הולך מחר לאיזשהו מקום אז אני באה איתך ,If you're going somewhere tomorrow then I'm coming with you ,If you're going somewhere tomorrow then I'm coming with you,100
4,את לא הולכת לשום מקום ,You're not going anywhere!,You're not going anywhere,100
5,פיטר למהאתהעושהאתזה ,Peter why are you doing this ,"Peter, why are you doing this?",100
6,בבקשה אל תשאלי אותי את זה ,Please don't ask me that ,Please do not ask me that,86
7,אני מוכרח לעשות זאת ואני מוכרח לעשות זאת לבד ,I must do this and I must do it alone ,I have to do it and I have to do it alone,72
8,אני לא יודעת אם אהיה פה כשתחזור ,I don't know if I'll be here when you get back ,I do not know if I will be here when you return,73
9,בבקשה היי פה ,Please be here ,Please hi here,79
10,- 7 בדצמבר הרבה אנשים רוצים את כתובתו של סיימון ויזנטל אבל אנחנו לא נותנים אותה לאף אחד ,A lot of people want Simon Wiesenthal's address but we don't give it to anybody - I must see him ,December 7th Many people want Simon Wiesenthal's address but we do not give it to anyone,76
11,זה תמיד כך ,It always is ,This is always the case,63
12,אני מצטער ,I'm sorry ,I'm sorry,100
13,אתה מבין חוץ מאייכמן ויזנטל הביא למשפט אלף פושעי מלחמה ,But you see apart from Eichmann Wiesenthal has brought a thousand war criminals to justice ,You see except for Eichmann Wiesenthal brought to trial a thousand war criminals,78
14,זה אלף סיבות מדוע אנחנו צריכים לנקוט באמצעי זהירות ,That's a thousand reasons why we have to take precautions ,This is a thousand reasons why we should take precautions,84
15,תראה אתהרואהאתאלה ,Look you see those ,Look you see these,94
16,כולם מיועדים לויזנטל ,They're all addressed to Wiesenthal ,They are all designed for Wiesenthal,68
17,אבל הם לא ישלחו עד שייבדקו ,But they won't be delivered until they've been checked ,But they will not ship until checked,62
18,פצצות ,Bombs ,Bombs,100
19,אנו משאירים זאת למשטרה ,We leave that to the police ,We leave it to the police,85
20,הם יודעים מה לחפש ,They know what to look for ,They know what to look for,100
21,אולי תרצה לראות את התעודות שלי ,Perhaps you want to see my credentials ,You may want to see my credentials,86
22,אדון בישלר האדון הזה רוצה ללכת ,"""Herr"" Bichler this gentleman wants to leave ",Mr. Bischler This gentleman wants to go,82
23,האםתלווהאותוהחוצה בבקשה ,Will you escort him from the building please ,Will you accompany him out please,60
24,היזהר לפני שהמשטרה תתחיל לגלות בך ענין ,Be careful before the police start taking an interest in you ,Be careful before the police start to take an interest in you,94
25,בוודאישאףאחדלאיגיד לך!,Of course nobody will tell you!,Surely no one will tell you!,67
26,מהאתהרוצהמסיימוןויזנטל ,What do you want from Simon Wiesenthal ,From what you want from SimonVisental,69
27,אנימוכרחלראותובדחיפות ,I have to see him urgently ,I must see urgently,67
28,אני יכול להשיג אותה ,I can get it ,I can get it,100
29,אבל פיטר זו הפעם האחרונה שאעזור לך ,But Peter this is the last time I am going to help you ,"But Peter, this is the last time I'll help you",85
30,טלפן אלי שוב ב-15: 00 וזכור זה חסוי ,Ring me back at 3:00 and remember it's confidential ,Call me again at 3pm and remember it is confidential,74
31,מיזההיה ,What was all that about ,who was that,63
32,חברי העיתונאי התקשר מווינה ,My journalist friend calling from Vienna ,A journalist friend called from Vienna,87
33,כן ,Yes ,Yes,100
