,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-כן ,- Yes ,-Yes,100
1,אני חושבת שהם מאוד טובים ,Let's do that I think they're very good ,I think they are very good,71
2,באמת ,I really do ,really,71
3,יש לך כישרון שאני לא ידעתי עליו ,Quite a talent there which I didn't know anything about ,You have a talent I did not know about,60
4,תודה ,Thanks ,Thanks,100
5,לאחר התאונה  אני לא לקחתי את לוק לאמריקה מיד ,After the accident I didn't take Luke back to America right away ,After the accident I did not take Luke to America immediately,75
6,אנחנו נסענו לאנגליה שם היה לי בית ,We went to England where I had a house ,We went to England where I had a house,100
7,הוא התחיל ללמוד בבית ספר שבו הוריו בחרו עבורו ,He started at the school his parents had chosen for him before they  ,He started attending a school where his parents chose for him,80
8,קרחות ,- Bald ,baldness,67
9,בגלל זה הם שמות פאות ,- That's why they wear wigs ,That's why they are wig names,70
10,לפני שהם באו אליי בחופשה שלהם ,Before they came to me on their vacation ,Before they came to me on their vacation,100
11,הן מגרדות הרבה ,They itch and scratch a lot ,They itch a lot,71
12,אני ראיתי אישה אתמול עם עינים סגולות ,I saw a woman yesterday with purple eyes ,I saw a woman yesterday with purple eyes,100
13,בנית אותו בעצמך ,Did you build it yourself ,You built it yourself,87
14,אבא שלי ואני בנינו אותו ,My dad and I did ,My dad and I built it,76
15,יש לי משהו בשבילך פה ,I've got something for you here ,I have something for you here,83
16,משהו שאני חושבת שתאהב!,Something I think you'll like ,Something I think you will love!,80
17,-תרד למטה ואני אראה לך ,- Jump down and I'll show you ,- Go downstairs and I'll show you,76
18,- לא ,- No ,- No,100
19,מה ,- What ,what,100
20,זה שווה הרבה כסף ,It's worth a lot of money ,It's worth a lot of money,100
21,זה שטח פרטי ,This is private property ,This is a private area,65
22,אני רק רציתי לתת לך את זה ,I just wanted to give you this ,I just wanted to give it to you,89
23,מצאתי אותו בדרך ,I found him on my walk ,I found him on the way,77
24,הוא לא מזיק ,He's quite harmless ,It is harmless,73
25,ילדים קטנים אוהבים נחשים ,Little boys love snakes ,Small children love snakes,61
26,הנה הוא שלך ,Here he's yours ,Here he is yours,97
27,סבתא!,Grandma!,grandmother!,67
28,סבתא!,Grandma!,grandmother!,67
29,אני אשאיר אותו פה אם תרצה ואז תוכל לקחת אותו שתרד ,I'll leave him here if you like Then you can come down and get him ,I'll leave him here if you want and then you can take him down,83
30,סבתא!,Grandma!,grandmother!,67
31,סבתא!,Grandma!,grandmother!,67
32,היא לא שומעת אותך ,She can't hear you ,She does not hear you,67
33,איך קוראים לך ,What's your name ,what is your name,85
34,האם זה  לוק  חשבתי כך ,Is it Luke Thought so ,Is this Luke I thought so,83
35,חפיסת שוקולד גדולה ,A big bar of chocolate ,A large bar of chocolate,78
36,אם אתה  ,- Lf you  ,if you,83
37,לוק ,- Luke ,Luke,100
38,לוק ארוחת ערב ,Luke it's dinnertime ,Luke's Dinner,79
39,לוק ארוחת ערב ,Luke it's dinnertime ,Luke's Dinner,79
40,ראית אותה ,- Did you see her ,You saw her,69
41,-כן ,- Yes ,-Yes,100
42,אני חושב שהיא מכשפה ,I think she was a witch ,I think she's a witch,86
43,הכפפות והעינים הסגולות שלה ,Gloves purple eyes ,Her gloves and purple eyes,82
44,היא רצתה שאני ארד מהעץ  היא היפנטה נחש שהיא רצתה להביא לי ,She wanted me to climb down and she hypnotized a snake she wanted to give me ,She wanted me to come down from the tree she is a hypnotic snake she wanted to bring me,79
45,נחש אמיתי ,A real snake yes!,A real snake,86
46,נחש אמיתי כן!,A real snake yes!,Real snake yes!,93
47,אני נשבע ,I swear ,I swear,100
48,אני מאמינה לך ,I believe you ,I believe you,100
49,סגור את העינים בלי לרמות ,Close your eyes No cheating ,Close your eyes without cheating,88
50,יום הולדת שמח לך ,"""Happy birthday to you",Happy Birthday to you,100
51,יום הולדת שמח לך ,"""Happy birthday to you",Happy Birthday to you,100
52,יום הולדת שמח ללוק ,"""Happy birthday dear Luke",Happy birthday to Luke,83
53,יום הולדת שמח לך ,"""Happy birthday to you",Happy Birthday to you,100
54,הנה ,There!,here,89
55,הם נהדרים ,They're great!,They are great,74
