,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,נסיכה!,Princess!,princess!,100
1,נסיכה!,Princess!,princess!,100
2,הזדרז מיטו!,Hurry Mito!,Hurry up Mito!,87
3,נסיכה אנחנו אבודים!,Princess we're doomed ,Princess we are lost!,63
4,-אולי אוכל להטיס אותו !,- Maybe I can fly it - Are you crazy!,- Maybe I can fly it!,72
5,מיטו! הזדרז!,Hurry Mito!,me too! hurry up!,72
6,מה ,- What ,what,100
7,הפעל מנוע!,Start the engine!,Start engine!,86
8,בואי!,Come!,Come on!,73
9,כנסי פנימה ,Get inside ,Go inside,84
10,מיטו מוכן ,Mito ready ,Mito is ready,87
11,מוכן!,- Ready!,prepared!,62
12,נרד מתחת לעננים כדי למצוא את הדוברה!,Drop below the clouds to find the Barge ,Go down under the clouds to find the barge!,77
13,אתה עדיין חם  ,You're still warm ,You're still hot,73
14,מה זה המקום הזה ,What is this place!,what is this place,100
15,פקח עין לצד ימין!,Keep an eye on the right tail ,Keep an eye on the right side!,90
16,את צודקת!,You're right!,You're right!,100
17,הנה היא!,There it is!,there she is!,78
18,זו הנסיכה!,- It's the Princess!,This is the princess!,76
19,נסיכה!,- Princess!,princess!,100
20,אני אזרוק לכם חבל!,I'll throw you a rope ,I'll throw you a rope!,100
21,הוו שלנו שבור ,Our hook's broken ,Our hook is broken,86
22,לא תוכלי להיקשר אלינו באויר!,You can't hook us in mid-air ,You can not call us on the air!,69
23,אני לא רוצה להתרסק ולהיות מזון לחרקים!,I don't want to crash and become insect food!,I do not want to crash and be food for insects!,87
24,אנו נקפוץ אל מותינו!,We'll leap to our deaths!,We'll jump to our deaths!,88
25,-להיתראות !,- Goodbye!,- Goodbye!,100
26,תקשיבו לי!,Listen to me!,Listen to me!,100
27,כבה מנוע אחורי!,- Kill the rear engine ,Turn off rear engine!,70
28,מה ,- What ,what,100
29,המנוע מרעיש יותר מדי!,The engine noise is too loud Hurry!,The engine is too noisy!,77
30,מה ,- What ,what,100
31,נסיכה  ,Princess  ,princess,100
32,מה את  נסיכה המסיכה שלך!,What are you  Your mask Princess!,What's your mask princess!,82
33,את תמותי!,You'll die!,You'll die!,100
34,חבשי את המסיכה שלך!,Put your mask on!,Wear your mask!,67
