,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אתה לא אוהב את הקעקועים שלי אה ,You don't like my tattoos huh ,You do not like my tattoos ah,83
1,אני אעשה יותר גדולים!,I'll get bigger ones!,I'll get bigger!,86
2,אתה לא אוהב את השיער שלי ,You don't like my hair ,You do not like my hair,93
3,אני אגלח אותו!,I'll shave it off!,I'll shave it!,87
4,הם גם הכריחו אותי להוריד את העגילים שלי ,They made me take my earrings off too ,They also forced me to take off my earrings,82
5,אתה מסמם אותי אתה מסיר את הקעקועים שלי  לוקח את הדיסקים שלי הכל!,You drug me you take my tats  my CDs everything!,You drug me You remove my tattoos Take my disks Everything!,87
6,ההורים שלך אוהבים אותך מאוד ג'נה ,Your parents love you very much Jenna ,Your parents love you very much Jenna,100
7,הם אמרו לי הרבה פעמים ,They've told me many times ,They told me many times,94
8,ומי אתה לעזאזל ,Who the hell are you ,And who the hell are you?,91
9,אז זה היה הרעיון שלך ,So this was your idea ,So that was your idea,90
10,ג'נה את מבינה מה ההורים שלך היו צריכים להקריב כדי לעבור לכאן ,Jenna do you realize  what your parents had to sacrifice  to move here ,Jenna you understand what your parents had to sacrifice to move here,84
11,כל מה שהיה בבעלותנו ,Everything we own ,Everything we owned,94
12,ההורים שלך מספקים לך מקלט מהעולם החיצון עם הסמים שירי גנגסטרים סרטים אלימים ,Your parents are providing you  a haven from the outside world  with its drugs gangster rap violent movies ,Your parents provide you with shelter from the outside world with drugs and gangster songs and violent movies,82
13,או אתה מתכוון לכל מה שאני אוהבת ,Oh you mean everything I care about ,Or do you mean everything I love,75
14,החיים מלאים בעסקאות ,Life is full of trade-offs ,Life is full of deals,64
15,שיהיה ,Whatever ,Whatever,100
16,אתה לא הולך לשנות אותי ,You're not gonna change me ,You're not going to change me,87
17,זה לא היה הוגן אבא ,That wasn't fair daddy ,It was not fair Dad,78
18,סיגריות גרמו לאבא התקף לב ,Cigarettes gave daddy a heart attack ,Cigarettes caused Dad a heart attack,81
19,לא לפי מה שהוא אומר ,Not according to him ,Not according to what he says,73
20,איך הצלחת להגניב אותם פנימה בכלל ,How'd you sneak 'em in anyway ,How did you manage to sneak them in at all,60
21,בתוך הטנדר מתחת לכבלי ההצתה ,In the trunk underneath the jumper cables ,Inside the van under the ignition cables,64
22,תקשיבי ג'ולס אני חייבת לצאת מכאן ,Listen Jules I gotta get outta here ,"Listen, Jules, I have to get out of here",82
23,את מתכוונת לברוח ,You mean running away ,You're going to run away,62
24,את הולכת להשאיר אותי כאן ,You're just gonna leave me here ,You're going to leave me here,80
25,אני אחזור לקחת אותך  ברגע שיהיה לי מקום משלי קצת כסף  אין מצב לעזאזל ,I'll come back for you  just as soon as I get a place some money  The hell you will ,I'll be back to pick you up as soon as I have my own place some money no hell mode,69
26,אבל אמא ואבא עברו לכאן בגללך ,But mom and dad moved here  because of you ,But Mom and Dad moved here because of you,100
27,טוב אז אולי הם יקבלו החזר ,Well maybe they can get a refund ,Well then maybe they will get a refund,80
28,מייק וולט ,Mike Wait ,Mike Walt,89
29,אז הם הפילו אותך עם הלימונדה גם אה ,So they got you with the lemonade too huh ,So they dropped you with the lemonade too ah,82
30,כן באותה דרך שהם ניקו אותי אותי לגמרי בלילה הראשון שלי ,Yep the same way they stripped me clean  my first night here ,Yes in the same way they cleaned me up completely on my first night,71
31,ברוכה הבאה לירוק-עד הנהדרת ,Welcome to heavenly Evergreen ,Welcome to the wonderful evergreen,73
32,כמה זמן אתה חי כאן ,How long have you lived here ,How long have you been living here?,84
33,מספיק זמן כדי לדעת שאם הייתה דרך לצאת ממנה הייתי מוצא אותה כבר ,Long enough to know that if there was a way out  I'd have found it already ,Long enough to know that if there was a way out of it I would have found it already,91
34,איך אתה שורד ,How do you survive ,How do you survive?,100
35,אני לוגן ,I'm Logan ,I'm Logan,100
36,ג'נה ,Jenna ,Jenna,100
37,וינסלו אני יודע ,Winslow I know ,Winslow I know,100
38,בת 16 ,16 years old ,16 years old,100
39,נעצרה פעמיים על אחזקת סמים ,Arrested twice for possession ,Arrested twice for drug possession,92
40,"הושעתה מביה""ס ""הצלב הקדוש"" בגלל ששכבה עם עוזר מורה ",Got suspended from Holy Cross  for sleeping with a teacher's aide Nice ,Suspended from the Holy Cross School for sleeping with an assistant teacher,81
41,"אני  אני מניח שזה היה ""הוא"" ","I'm assuming it was a ""he ""","I guess it was ""he""",68
42,איך אתה יודע על כל זה ,How do you know about all this ,How do you know about all this,100
43,ובכן לוועד הבתים יש תיקים על כל המשפחות שגרות כאן  ולי יש במקרה את המפתח לחדר התיקים ,Well the Homeowners Association has files  on all the families living here  and I happen to have a key to the file room ,Well the House Committee has files on all the families who live here and I happen to have the key to the file room,84
44,המקום הזה הוא כמו כלא ,This place is like a prison ,This place is like a prison,100
45,"למרות שהוא לא גרוע כמו ""ארקדיה"" ",Although it's not as bad as Arcadia ,"Although not as bad as ""Arcadia""",92
46,ארקדיה ,Arcadia ,Arcadia,100
47,מה זה ,What's that ,What is,67
48,אני חושב שזה  ,I think it's like  ,I think it is,73
49,כמו פנימייה צבאית ,like a military school ,Like a military boarding school,83
50,תביני שאם את מעצבנת אנשים לשם הם שולחים אותך ,See if you piss people off  that's where they send you ,Understand that if you annoy people there they will send you,62
51,"ואם ברוקס ושאר ""לוחמי הרעם"" שולחים אותך לאיזה מקום את יודעת שהוא לא טוב ",And if Brooks and the rest of the storm troopers  send you someplace you know it ain't good ,"And if Brooks and the other ""warriors of thunder"" send you somewhere you know he's not good",74
52,אז איך אתה מכייף כאן ,So what do you do to have fun around here ,So how are you having fun here,65
53,טוב יש את  תמיד יש את שעורי הבית ,Well there's  there's always homework ,Well there is always the homework,93
54,"MPאו שיש לי מחבוא של שירים ב 3 בקבוק של ג'ק דניאלס ומעט ""עשב"" (מריחואנה)  הכל קבור לא הרחק מכאן ",Or I got a stash of MP3s  a bottle of Jack and a little weed  all buried not far from here ,"MP or I have a hiding place of songs in 3 bottles of Jack Daniels and a little ""weed"" (marijuana) everything is buried not far from here",68
55,הגיבור שלי ,My hero ,my hero,100
56,יש פיקניק קהילתי השבת הזאת מירוצי שקים סלטים יצירה בחימר בשביל הילדים או את תהיי שם ,There's a community picnic this Saturday  sack races 3-bean salad  clay making for the kiddies ,There's a community picnic this Saturday.,61
57,כן זו חובה ,Yeah it's mandatory ,Yes it is mandatory,79
58,כולם שם ,Everyone's there ,Everyone is there,97
59,אבל אני אומר שאנחנו נפגש נביא שמיכה  נתגנב לכאן ונשבור כמה כללים ,But I say that we meet up  grab a blanket  sneak back up here and break some rules ,But I say we will meet a blanket prophet we will sneak here and break some rules,76
60,אני בפנים ,I'm in ,I'm in,100
61,זו הדרך שאני אוהבת את זה ,That's the way I like it ,This is the way I like it,78
62,את צריכה להזמין אותו  לבלות איתו קצת ,You should have him come over  spend some time ,You should invite him to spend some time with him,74
63,עדיין לא אבל אנחנו נמצא ,Not yet but we will ,Not yet but we are,76
64,אין מקום להתחבא בו ,There's no place to hide ,There is no place to hide in it,80
65,אני חושש שהוא הסתלק ,I'm afraid he's gone ,I'm afraid he's gone,100
66,ג'ק ברצינות  ללוגן היו הרבה הזדמנויות ,Jack seriously  Logan's had plenty of chances ,Jack seriously Logan had a lot of opportunities,75
67,הוא הילד היחיד שלנו ,He's our only son ,He's our only child,72
68,גורלו נתון למועצת הקהילה ,His fate is in the hands of the Community Council ,His fate is subject to the community council,77
69,ג'ולס מה את מתגנבת כאן את אמורה להיות במיטה ,Jules what are you doing sneaking around You're supposed to be in bed ,"Jules, why are you sneaking here? You're supposed to be in bed",85
70,גם את ,So should you ,you too,60
71,או אני שוברת את העוצר אני כל כך פוחדת  הם הולכים לשלוח אותי לארקידה או לא  אני אהיה ילדה טובה אני מבטיחה  זה לא מצחיק ,Oh I'm breaking my curfew I'm so scared They're gonna send me to Arcadia ,Either I'm breaking the curfew I'm so scared they're going to send me to Arkida or not I'll be a good girl I promise it's not funny,63
72,למה את קוראת את תקנון ירוק-עד ,What are you doing reading the Evergreen bylaws ,Why are you reading the Evergreen Bylaws?,90
73,החרא הזה יהרוס לך את המוח!,This crap will warp your brain!,This shit will ruin your brain!,73
74,אני רק עושה את זה בשביל לשמח את אבא ואמא ,I'm just doing it to make mom and dad happy ,I'm just doing this to make Dad and Mom happy,91
75,את נכנסת פנימה ,You coming inside ,You go inside,80
76,עוד דקה ,In a minute ,In a minute,100
77,חכי ,Wait ,Wait,100
78,אין לילה טוב ,No good night ,No good night,100
79,את יכולה להיות כזו טמבלית לפעמים ,You can be such a butthead sometimes ,You can be so stupid sometimes,70
80,זו אני ,It's me!,it's me,100
81,זה אני!,It's me!,This is me!,71
82,תנו לי להכנס!,Let me in!,Let me in!,100
83,תנו לי להכנס!,Let me in!,Let me in!,100
84,זה אני!,It's me!,This is me!,71
85,לוגן!,Logan!,Logan!,100
86,תתחבאי!,Hide!,Hide!,100
87,עכשיו!,Now!,now!,100
88,אין לאן לברוח ,There is nowhere to run ,There is nowhere to run,100
89,מה לקח לכם ליצנים כל כך הרבה זמן ,What took you chuckleheads so long ,What took you clowns so long,81
90,ג'נה!,Jenna!,Jenna!,100
91,מגיעה!,Coming!,Coming!,100
92,אנחנו רוצים לדבר איתך על לוגן ,We'd like to talk to you about Logan ,We want to talk to you about Logan,83
93,הוא בצרות גדולות ,He's in very serious trouble ,He's in big trouble,64
94,כמה עדים ראו את שניכם יחד לפני כמה ימים ,Several witnesses saw the two of you  together the other day ,Several witnesses saw the two of you together a few days ago,84
95,את ידעת על כל החרא שלו שהיה קבור ביער ,Did you know about all that crap he had buried in the woods ,You knew about all his shit that was buried in the woods,77
96,מי נמצא בצרות כאן אני או הוא ,Look who's in trouble here me or him ,Who is in trouble here I or he,76
97,את ידעת שהיה לו גם סכין ציידים שם ,Are you aware that he had a hunting knife out there too ,You knew he also had a hunting knife there,70
98,והוא תקף את אחד מהשומרים שלנו די באכזריות ,And he attacked one of our security guards  quite brutally I might add ,And he attacked one of our guards quite cruelly,78
99,לוגן  אמרתי לו שהוא יכניס את עצמו לצרות ,Logan  I told him that he was gonna get in trouble ,Logan I told him he would get himself in trouble,74
100,אני יודע שזה היה מעבר קשה בשבילך ג'נה בעתיד  אם מישהו ניגש אליך עם משהו שהוא מחוץ לגבול ,I know this has been  a difficult transition for you Jenna In the future  if someone approaches you with anything off-limits  ,I know it would be a difficult transition for you Jenna in the future if someone approached you with something that is out of bounds,76
101,אני רוצה להאמין שאת תדווחי על זה ,I'd like to believe you'll report it ,I want to believe you will report it,72
102,אנחנו נעריך את זה ,We'd appreciate it ,We will appreciate it,82
103,אתם מכירים את הבת שלכם אפשר לבטוח בה ,You know your daughter Can we trust her ,You know your daughter and you can trust her,89
104,מה הולך לקרות לנער הזה ,What's gonna happen to that boy ,What's going to happen to this boy,86
