,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-היכן ,-Where ,-where,100
1,אתה רואה ,You see ,You see,100
2,שם ,-Where ,There,80
3,האם אתה תרשה לי לקוד קידה ,Would you allow me to curtsy ,Will you allow me to bow,73
4,-בטח אלברט ,-Sure Albert ,- Probably Albert,62
5,-אתה נראה טוב בחצאית סקוטית ,-You look good in a kilt ,- You look good in a Scottish skirt,64
6,-האם זה שחוק כל הזמן ,-Is it worn all the time ,-Is it worn all the time,100
7,-בהחלט   יש ללבוש חצאית סקוטית רק בארועים משמעותיים בסקוטלנד ,-Definitely  One should only wear the kilt to all big events in Scotland ,- Definitely a Scottish skirt should only be worn at significant events in Scotland,69
8,-והעוזר שלי אמר לי את ההפיך !,-And my assistant told me the opposite!,-And my assistant told me the opposite!,100
9,כמובן המסורת נעלמת לה ,-Of course traditions are disappearing ,Of course the tradition disappears for her,73
10,מודרני לראות גברים לובשים מכנסיים  אלברט אני לא אלך לאיבוד כאן ,It's so  modern to see men wearing pants  ,Modern to see men wearing Albert pants I will not get lost here,67
11,-זו הדלת האחרונה ,-It's the last door ,- This is the last door,77
12,-תודה ,-Thanks- -,-Thanks,100
13,אזהרה אחרונה לפני ההוצאה להורג ,The last warning before execution ,Last warning before execution,94
14,מישהו תלוי בחדר שלי!,Someone's hung in my room!,Someone is hanging in my room!,81
15,עזרה מהר!,Help!,Help fast!,62
16,מישהו תלוי בחדר שלי!,Someone's hung in my room!,Someone is hanging in my room!,81
17,-נורא!,-Terrible!,-Terrible!,100
18,בחדר שלי  לא,-No - in my room ,In my room no,100
19,- בחדר שלי' ,In my room  ,- in my room',100
20,מזעזע!,Shocking!,shocking!,100
21,יש מישהו תלוי בחדר שלי!,Someone's hung in my room!,There's someone hanging in my room!,81
22,תראו!,Look!,Look!,100
23,תפסיק עם זה!,Watch the step ,stop that!,70
24,וולטר מדבר איתך ואתה מפחיד אותו!,Walter talked to you and you frightened him!,Walter talks to you and you scare him!,75
25,יש איש תלוי בחדר שלי!,A hanged man's in my room!,There's a man hanging in my room!,81
26,זה נורא ,-Terrible!,It is terrible,73
27,אתם תראו ,You'll see ,You will see,64
28,תיזהרו על המדרגה ,Watch the step ,Watch out for the step,78
29,תודה לך המפקח ,Thank you Commissar ,Thank you Supervisor,67
30,הוא היה כאן!,He was here!,He was here!,100
31,הם גנבו אותו!,They stole him!,They stole it!,89
32,הוא היה פה לפני רגע ,He was here a moment ago ,He was here a moment ago,100
33,אני לא עוזב עד שנמצא אותו ,I'm not leaving till you do ,I'm not leaving until we find him,73
34,-המפקח איבד משהו ,-Commissar has lost something ,- The inspector lost something,64
35,-כן איש תלוי ,-Yes a hanged man ,"- Yes, a man depends",73
36,בנוסף תמצא אותו ,And you'll find him ,In addition you will find it,68
37,-הוא מתבדח ,-He's joking,- He's joking,100
38,אני אף פעם לא מנקה אחרי 10 בלילה ,I never do any cleaning after 10 pm ,I never clean after 10 at night,76
39,-אף אחד לא מאמין לי ,-Nobody believes me ,- Nobody believes me,100
40,-אני מאמינה לך המפקח ,-I believe you Commissar ,"- I believe you, Inspector",65
41,אתה מצאת איש תלוי ,You found a hanged man ,You found a hanging man,89
42,-לפחות את מאמינה לי ,-At least you believe me ,- At least you believe me,100
43,-כמובן ,-Of course ,-of course,100
44,אבל הוא נעלם ,But he disappeared ,But he disappeared,100
45,-אני יודע את זה ,-I know that too ,-I know that,85
46,אבל למה ,But why ,but why,100
47,-בגלל שזה היה רוח הרפאים ,-Because it was a phantom ,-Because it was the ghost,67
48,אני לא מאמין ברוחות רפאים ,I don't believe in phantoms ,I do not believe in ghosts,72
49,האיש הזה שתליתי  הרוח  ,The man I hanged  ,This man I hung the wind,65
50,אני כבר לא יודע מה אני אומר ,The ghost  I don't know what I'm saying ,I no longer know what I'm saying,63
51,הרוח שראיתי מקודם באולם היתה איש של רוח הרפאים שהעמיד פנים שהוא רוח רפאים ,The ghost I saw in the hall before was Fantomas's man pretending to be a ghost ,The ghost I had seen earlier in the hall was a ghost man pretending to be a ghost,82
52,השוטר הצרפתי יאזוק רוח רפאים סקוטית ,A French policeman putting handcuffs on a Scottish ghost ,The French policeman will be handcuffed to a Scottish ghost,75
53,-אתה כמובן צריך להסביר  ,-You should of course explain  ,-You of course need to explain,81
