,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,ביגוויג!,Bigwig!,Bigwig!,100
1,ביגוויג!,Bigwig!,Bigwig!,100
2,זהו הארנב השחור!,It's the Black Rabbit of Inlè!,This is the black rabbit!,69
3,אל תדבר כך אתה מפחיד אותם ,Don't talk like that ,Do not talk like that you scare them,68
4,נעשה כרצונו של הארנב השחור ,We go by the will of the Black Rabbit ,Done as the black rabbit wishes,62
5,כשהוא קורא לך חייבים לשמוע לדברו ,- When he calls you you have to go ,When he calls you you must hear him speak,71
6,מי שם ,- Who's there ,who is there,96
7,זה קפטן הולי!,It's Captain Holly!,This is Captain Holly!,87
8,הולי זה אני ביגוויג ,- Holly it's me Bigwig ,Holly is me Bigwig,89
9,-מצאתי אותך ,- I found you ,-I found you,100
10,מצאתי אותך ,- I found you ,I found you,100
11,ראה את הפצע על כתפו ,Look at that wound on his shoulder ,See the wound on his shoulder,76
12,אני זוכר אותך ,I remember you ,I remember you,100
13,-אבל מה בדיוק קרה ,- But what happened ,-But what exactly happened,81
14,איך ,How ,how,100
15,לא יכולנו לצאת החוצה ,Couldn't get out ,We could not go outside,67
16,נשמע קול מוזר ,There was a strange sound ,There is a strange sound,86
17,לא הצלחנו להימלט ,Couldn't get out ,We could not escape,63
18,הארנביה העשב השורשים הדשא  הכל נהפך אל תוך האדמה ,Warren herbs roots grass all pushed into the earth ,The grass rabbit grass roots everything is turned into soil,61
19,בני האדם שנאו אותנו מאז ומתמיד -לא ,- Men have always hated us ,Humans have always hated us - no,85
20,הם הרסו את הארנביה רק משום שעמדנו בדרכם ,They just destroyed the warren because we were in their way ,They destroyed the rabbit just because we stood in their way,79
21,הם לא ינוחו עד אשר ישחיתו את כל האדמה ,They'll never rest until they've spoiled the earth ,They will not rest until they have corrupted all the earth,63
22,ניסיתי למצוא אתכם ,I tried to find you ,I tried to find you,100
23,הם קרעו את האוזן שלי ,They ripped my ear ,They tore my ear off,63
24,ניסיתי למצוא אתכם ,I tried to find you ,I tried to find you,100
25,אפראפא ,Efrafans ,Afrafa,71
26,על מה הוא מדבר ,What's he talking about ,What is he talking about?,98
27,הולי ,- Holly ,Holly,100
28,עזבו אותו במנוחה ,- Let him be ,Leave him alone,64
29,הוא יוכל לספר לנו על כך אחרי שינוח ,He can tell us about it when he's rested ,He will be able to tell us about it after he rests,71
30,ארנבת רוצה לראות אותי ,A doe wants to see me ,A rabbit wants to see me,76
31,אומרת שהיא מגיעה בשם קבוצה שלמה אדוני ,Says she represents a group sire ,Says she comes on behalf of a whole group sir,60
32,שמך ,- Your name ,Your Name,100
33,-הייזנטלי אדוני ,- Hyzenthlay sir ,-Hisantly sir,69
34,את בטוחה כאן ,You're safe here ,You're safe here,100
35,-אבל אתה לא מבין ,- But you don't understand ,-But you do not understand,94
36,המערכת קורסת ,The system is breaking down ,The system crashes,62
37,איננו יכולים להעמיד צאצאים ,We can't produce litters ,We can not produce offspring,65
38,תודה אדוני ,Thank you sir ,Thanks sir,78
39,קאמפיון השגח עליה ,Campion have her watched ,A champion watched over her,82
40,זהו זה הייזל ,That's it Hazel ,This is this Hazel,73
41,שם אנחנו צריכים להיות ,That's where we have to be ,That's where we need to be,88
42,אתה רוצה שנטפס עד לשם -כן!,- You want us to climb this is that it ,You want us to climb up there - yes!,67
43,קדימה פיפקין!,Come on Pipkin!,"Come on, Pipkin!",100
44,בואו וראו ,Come and look ,Come and see,72
45,אפשר לראות מכאן את כל העולם!,You can see the whole world!,You can see the whole world from here!,84
46,מצאתי מאורה הייזל ,I found a burrow Hazel ,I found Maura Hazel,63
47,תחת עץ האשור שם  עם חלל פנימי גדול ונקיה מריח מוות ומחלות ,Under that beech hanger With a great hall and no smell of death or disease ,Under the beech tree there with a large and clean interior space smells of death and disease,67
48,פרית' של הגבעות!,Frith on the hills!,Frith of the Hills!,94
49,פרית' ברא זאת אך פיבר הוא זה שמצא זאת ,Frith may have made it but Fiver found it ,Frith created it but Fiber is the one who found it,66
50,מעולם לא ראיתי דבר שכזה ,- I've never seen anything like it ,I have never seen anything like it,88
51,-זה סוג של ציפור ,- It's some kind of a bird ,- It's a kind of bird,88
52,אתה פצוע ,Are you hurt ,You're injured,62
53,ביגוויג יש לי רעיון ,Bigwig I've got an idea ,Bigwig I have an idea,77
54,ראה אם תוכל למצוא תולעים -תולעים ,- See if you can find some worms ,See if you can find worms -worms,92
55,'לשם מה למען פרית ,What for for Frith's sake ,'Why for the sake of Frit,69
56,הוא פצוע ואנחנו רוצים לעזור לו ,- He's hurt and we want to help him ,He is injured and we want to help him,89
57,-ציפור ,- A bird ,-Bird,80
58,לשם מה ,What for ,For what,100
59,אנחנו לעזור לך ,We help you ,We help you,100
60,למה אתם לעזור לי ,What for help me ,Why are you helping me?,63
61,מה קרה לך ,What happened to you ,What happened to you,100
62,חתולה ארורה קפצה עלי חתולת חווה ,Damn cat jump me farm cat ,A damn cat jumped on me a farm cat,85
63,אנחנו מכירים אותה ,We know her ,We know her,100
64,אנחנו לקחת אותך למאורה ,We take you to burrow ,We take you to the lair,73
65,כנפיים לא טוב אבל אני הולך טוב מאוד ,Wing no good but I walk plenty good ,Wings not good but I go very well,79
66,הדרך ארוכה ,- Is long way ,Long way,84
67,-מהיכן אתה מגיע ,- Where you come from ,- Where do you come from?,93
68,הבית שלי ליד מים גדולים ,My home by big water ,My house is near big water,70
69,אנחנו הולכים ,We go ,We're going,62
70,יודעים חשבתי שהכל יסתדר כשנגיע לכאן אך מסתבר שלא ,I thought everything would be fine once we got here but it's not ,I know I thought everything would work out when we got here but it turns out not,72
71,עכשיו כשהגענו לכאן מבינים שזה לא פשוט כפי שזה נראה ,Because now we've got here I find it's not that simple ,Now that we're here we realize it's not as simple as it seems,70
72,למה אתה מתכוון ,What do you mean ,What do you mean,100
73,בטוח כאן כמו שפיבר אמר שיהיה ,This place is as safe as Fiver said it was ,Safe here as Faber said it would be,60
74,לדעתי אנחנו מסתדרים כאן יפה מאוד ,I think we've done very well for ourselves ,I think we get along very well here,68
75,אפילו לא אחת וזה אומר שאין גורים ,Not one and that means no kittens ,Not even one and that means no puppies,79
76,ואחרי שאנו נמות אין ארנביה ,- And after we're gone no warren ,And after we die there is no rabbit,68
77,-אז בגלל זה הלכת לחווה ההיא ,- So that's why you went to that farm ,-So that's why you went to that farm,100
78,מה נעשה הייזל ,What's to be done then Hazel ,What did Hazel do?,62
79,שוב נצא לדרך ,Set off again ,We'll set off again,81
80,לא ראיתי ולו ארנב אחד מהיום שהגענו לכאן ,There's not been a sniff of another rabbit since we got here ,I have not seen a single rabbit since the day we arrived here,66
81,הציפור קיהאר ,The bird Kehaar ,The Kihar bird,90
82,נשכנע את הציפור לחפש עבורנו ,We'll get the bird to search for us ,We will persuade the bird to search for us,78
83,איזה בית ,What home ,What a house,76
84,החור הזה ,What home ,That hole,78
85,איפה בנות זוג ,Where are mates ,Where are spouses,75
86,איפה גוזלים ,Where are chicks ,Where are chicks,100
87,אנחנו מאכילים גוזלים ,We feed chick ,We feed chicks,96
88,שודדי ביצים מגיעים אנחנו נלחמים ,Egg robbers come we fight ,Egg robbers come we fight,100
89,ארנבים טיפשים!,You stupid bunnies!,Stupid rabbits!,62
90,איפה בנות זוג ,Where are mates ,Where are spouses,75
91,איפה גוזלים ,Where are chicks ,Where are chicks,100
92,הרבה צרות לכם ,Plenty trouble for you ,Lots of trouble for you,80
93,אתם צריכים בנות זוג!,You need mates!,You need mates!,100
94,זה עובד הייזל ,It's working Hazel ,It works hazel,81
95,אין לכם מוח ,You got no brains ,You have no brain,76
96,אתם צריכים בנות זוג ,You need mates!,You need mates,100
97,תקשיבו ,Listen ,Listen,100
98,יש לי תוכנית בשבילכם ,I got plan for you ,I have a plan for you,77
99,עף בשבילכם ,Fly for you ,Flying for you,88
100,אני מוצא בנות זוג ,I find mates ,I find mates,100
101,איזה רעיון נהדר קיהאר!,What a splendid idea Kehaar!,What a great idea Kihar!,64
102,כמה נבון מצידך לחשוב על כך ,How clever of you to think of it ,How wise of you to think that,66
103,אתה ציפור מאוד נבונה ,You very fine bird ,You are a very intelligent bird,69
104,מתי תהיה מסוגל לעוף ,When will you be able to fly ,When will you be able to fly,100
105,אני עף בכל זמן ,I fly any time ,I fly at all times,75
106,זוז אחורה ,We're back ,Move back,63
107,כשאני עף  ,When I fly  ,When I fly,100
108,זוז אחורה!,We're back ,Move back!,63
109,נוצות נקיות ,Feathers clean ,Clean feathers,100
110,אני דואה!,I soar!,I'm soaring!,71
111,ביגוויג אמר שאי אפשר לסמוך עליו ,Bigwig said you couldn't make a friend out of him ,Bigwig said he could not be trusted,64
112,-אני חושב שאתה צודק ,- I think you're right ,- I think you'm right,92
