,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,עתה זה הזמן להחזיק ראשונים ביזמה להכניס פנימה את כל הכוחות שלנו ובמתקפה ענקית חדשה להשמיד!,Now is the time to seize the initiative throw in all our forces and in a huge new offensive wipe out the entire defense potential remaining to the Soviet Union ,Now is the time to be the first to take the initiative to bring in all our forces and in a huge new attack to destroy!,66
1,המבצע הסופי הזה ייקרא  תיבה כחולה ,This final campaign will be called  Case Blue ,This final operation will be called a blue box,69
2,העם הגרמני בוטח בי ,The German people trust me ,The German people trust me,100
3,החיילים שלי מאמינים בי כי אני אחד מהם חייל רגלי פשוט ,My soldiers trust me because I am one of them- a common foot soldier ,My soldiers believe in me because I am one of them a simple infantryman,70
4,ואז  אמצא במקומם אחרים שיילחמו וינצחו ,Then I will find others to fight and win Case Blue ,Then I will find in their place others who will fight and win,70
5,יבוא ,Come in ,will come,75
6,דחוף וסודי ביותר אדוני מאדמירל האלסיי ,Top secret urgent sir from Admiral Halsey ,Urgent and top secret Mr. Admiral Alsace,75
7,אני הולך לבית הלבן ,I'm going to the White House ,I'm going to the White House,100
8,אדמירל נמסר שהנשיא חולה ומרותק למיטה ,Admiral the President is reported sick in bed ,The admiral said the president was ill and bedridden,66
9,אני יודע ,I know ,I know,100
10,תתכופף קדימה אדוני ,Lean forward sir ,Bend forward sir,69
11,נשום נשימה עמוקה והחזק את האוויר ,Take a deep breath and hold it ,Take a deep breath and hold the air,83
12,שוב ברונכיטיס (דלקת סמפונות),Bronchitis again ,Bronchitis again (bronchitis),74
13,אם הוא רק ינוח אנו עשויים למנוע הפעם את דלקת אדר החזה ,If he'll only rest we may avoid pleurisy this time ,If he just rests we may prevent this time with pneumonia,64
14,אני אדאג שהוא ינוח אדמירל ,I shall make him rest Admiral I'll behave ,I'll make sure he's rested Admiral,72
15,ותוודאי שהוא לוקח את זה ,And make sure he takes this ,And make sure he takes it,85
16,כן ,Yes ,Yes,100
17,מעט מנוחה אדוני הנשיא ,Some rest Mr President ,"A little rest, Mr. President",71
18,בלי סיגריות ,No cigarettes ,No cigarettes,100
19,תודה לך רוס ,Thank you Ross ,Thank you Ross,100
20,פרנקלין!,Franklin!,Franklin!,100
21,הבחורים הללו בבאטן אכזבתי אותם ,Those boys on bataan- l failed them ,These guys in Baten I disappointed them,63
22,הייתי חייב לצוות על מקארתור לסגת אני זקוק לו ,I had to order MacArthur to leave I need him ,I had to crew MacArthur to retreat I needed him,79
23,זה שבר את רוחם ,But it broke their spirits ,It broke their spirits,92
24,‏10 000 חיילים קיפחו את חייהם בצעדת המוות הברברית הזאת אלינור ,10 000 soldiers lost their lives on that Barbaricdeath March Eleanor ,"10,000 soldiers lost their lives in this barbaric death march Eleanor",89
25,10 000  ומתי מעט האמיצים ההם עדיין מחזיקים מעמד בקוריגדור ללא סיכוי לחילוץ ,10 000  and that brave handful still holding out on corregidor beyond rescue ,10 000 and when few of those brave still hold out in the corridor with no chance of rescue,69
