,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-תודה ,- Thank you ,-Thanks,67
1,-רגע אביא מברשת ,Hold them a moment I'll get a brush ,- I'll bring a brush in a moment,68
2,באזיל-ברש! (שם בובה),"A ""Basil brush """,Basil-brush! (Doll name),65
3,רוג'ר על מה אתה מדבר ,Roger what did you mean ,Roger what are you talking about,62
4,היא מסרבת לצאת ,She's refused to come down ,She refuses to go out,77
5,-לא מעניין אותי!,I'm not interested!,-does not interest me!,79
6,לא מעניין אותי!,I'm not interested!,does not interest me!,79
7,רעיון טוב ,Oh yes Good idea ,A good idea,67
8,-תודה ,- Thank you ,-Thanks,67
9,חשבתי שזה חלק מהדוגמה ,I thought that was part of the pattern ,I thought that was part of the example,79
10,-תצטרך להחליף אחד מהם ,One of them will have to go ,- You'll have to replace one of them,66
11,אתה קורא את ספריו של אוסקר ויילד ,You read a lot of Oscar Wilde do you ,You read Oscar Wilde's books,72
12,אל תדאגו אני אנקה את זה!,- It's all right I'll clean it up ,Don 't worry I'll clean it up!,64
13,יום מוצלח למשחק גולף ,Lovely day for a round of golf ,A successful day for golf,65
14,-כן מייג'ור ,Morning Major Yes ,"- Yes, Major",69
15,מישהו רוצה להצטרף לרביעייה ,One of them will have to go ,Someone wants to join the quartet,60
16,-לא אנחנו בדרך אל סיביל ,- No we're going to see Sybil ,"- No, we're on our way to Sybil",69
17,היא חולה ,Yes she is ,She's sick,70
18,-היא במיטה ,She should be in bed ,- She's in bed,69
19,בוקר טוב ,- Good morning Major ,Good Morning,80
20,כן היא מוכנה ,She's ready now ,Yes she's ready,73
21,תיכנסו -נהדר!,Come on in ,Come on in - Great!,77
22,-לא אתה!,Not you ,-Not you!,100
23,סיביל ,- Sybil ,Sybil,100
24,צר לי שאת לא מרגישה טוב ,- Sorry you're not well Such a shame ,I'm sorry you are not feeling well,62
25,-כמה חבל רצינו לאחל לך יום נישואים שמח ,We thought we'd come wish you happy anniversary ,- How unfortunate we wanted to wish you a happy anniversary,71
26,-יום נישואים שמח ,Happy anniversary! - What's happened ,-Happy anniversary,68
27,מה קרה -רג' נפל ,Happy anniversary! - What's happened ,What happened - Raj fell,62
28,מי זה ,- Who's that ,Who is,62
29,-איפה את ,Come on up here ,-Where are you,64
30,תיזהרי ,- Careful!,Be careful,82
31,-האור דולק המסך מואר ,Now the light's on we can see the screen ,-The light is on The screen is lit.,68
32,את בסדר קיטי ,- It's Kitty! - Where are you dear ,"You're fine, Kitty",61
33,בואו מסביב תוכלו לראות אותה מכאן ,Come on round there You can see her from there ,Come around you can see her from here,70
34,הכול בסדר יקירה ,Is everything all right ,Everything's fine darling,67
35,הנה היא ,There's something there ,there she is,63
36,שלום סיביל!,Hello Sybil ,Hello Sybil!,100
37,-חשוך כאן ,- It's so dark in here ,- It's dark here,82
38,-העיניים שלה רגישות ,- It's a bit dark - Her eyes are very sensitive ,- Her eyes are sensitive,68
39,היא מרכיבה משקפיים ,- She's got her glasses ,She wears glasses,63
40,עכשיו זה בסדר ,- All right hang on ,Now it's all right,69
41,-יום נישואים שמח ,Happy anniversary ,-Happy anniversary,100
42,מה שלומך יקירה ,How are you feeling ,how are you dear,74
43,כן הירכיים שלה ,Her thighs ,Yes her thighs,83
44,הבאנו לך עוגה ,We brought you a cake ,We brought you a cake,100
45,-כן ,Yes ,-Yes,100
46,חמש עשרה שנים מה ,Fifteen years ,Fifteen years what,84
47,-אולי כדאי ש  מה יש לה בפה ,What's in her mouth ,-Maybe what she has in her mouth,76
48,הלבן הזה ,That white stuff ,This white,62
49,מההתרגשות ,Just foam From the excitement ,From the excitement,79
50,חמש עשרה שנים!,Fifteen years ,Fifteen years!,100
51,תישארו תפטפטו עם פולי  ,You stay here have a chat with Polly  Sybil!,Stay and chat with Polly,67
52,סיביל!,Sybil!,Sybil!,100
53,לפטפט ,A chat ,chatter,62
54,שלום יקירתי ,Hello dear ,Hello Darling,78
55,אני לא נשארת ,I'm not staying ,I'm not staying,100
56,-מה ,What ,-what,100
