,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,מר לראבי ,Mr Larrabee hi ,Mr. Larby,64
1,שלום מה שלומך ,How are you No!,Hello how are you,77
2,לא! לא לא זה לא מאוחר מדי ,No no it's not too late ,No! No no it's not too late,94
3,תודה ,Thank you ,Thanks,67
4,כן אדוני ,Yes sir ,Yes sir,100
5,גם אני מצפה לזה ,I'm looking forward to that too ,I'm looking forward to it too,87
6,לא לא לא ,No no no ,no no no,100
7,מובן שאתה לא מפריע לי ,Course you're not bothering me ,Of course you do not bother me,83
8,עורכי דין אנחנו אף פעם לא ישנים ,Lawyers we never sleep ,Lawyers We never sleep,100
9,בטח פגעתי באיזה חיבור חשמלי כשניקיתי ,I must have hit some switches when I was cleaning up ,I must have hit some electrical connection when I was cleaning,70
10,אתה יודע איך זה קורה ,You know how that can happen ,You know how it happens,75
11,יש לי חדשות מצוינות ,I got great news ,I have great news,73
12,אני נפגש מחר לצהריים עם לראבי ,Lunch is on tomorrow with Larrabee ,I'm meeting tomorrow for lunch with Larby,75
13,אני נוסע לפגוש אותו במועדון שלו בפילדלפיה ,I'm gonna meet him at his club in Philadelphia ,I'm going to meet him at his club in Philadelphia,93
14,תראה איך אתה משוגע על עצמך עכשיו ,Look how crazy you are about yourself right now ,Look how crazy you are about yourself right now,100
15,-אל תתנצל  אני חי בתחושה שכל הגברים חייבים התנצלות לנשים שהם חיים איתן ,I live with the assumption that all guys owe an apology to the woman they live with ,-Don't apologize I live in the feeling that all men owe an apology to the women they live with,76
16,אז איפה החוזה הקטן שלך ,So where's that little contract of yours ,So where's your little contract?,87
17,אולי אני יכול להעלות את המחיר שלך ,Maybe I can up your price huh ,Maybe I can raise your price,81
18,איפה זה ,Where is it ,where is it,100
19,-אתה בטוח שזה בסדר ,- You sure it's all right ,- You're sure it's okay,68
20,-התעריף שלי עולה ,- My fee's going up ,- My rate is going up,67
21,מוטב שתיעזרי בי כשאת יכולה לעמוד בזה ,Better get me while you can afford me ,You better help me when you can stand it,65
22,-אני לא רוצה שתקרא את זה ,- I don't want you to read it - Let me have it ,- I do not want you to read this,69
23,תפסתי אותך ואני לא מתכוון לשחרר אותך ,I got you and I'm not gonna let you get away!,I caught you and I'm not going to release you,67
24,תני לי ללכת ,Let me go ,Let me go,100
25,תני לי ללכת ,Let me go ,Let me go,100
