,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הפרופ' להיסטוריה ,The history professor ,Professor of History,83
1,איך שמעת עליו ,How did you know about that ,How did you hear about him?,68
2,דיברנו על כך ,Did we talk about that ,We talked about it,75
3,אמרת לי פעם שייתכן שכךתקראלספר ,Well you mentioned to me one time that that might be the title of your book ,You once told me that this might be the case,62
4,הפרופסורלהיסטוריההיהאבי ,The history professor was my father ,The professor of history was my father,96
5,הואלימדבמכללהבקונטיקט הואפוטרבתקופתמקרתי ,He taught at a college in Connecticut and he   he was fired during the McCarthy era ,He taught at Connecticut College and was fired during the McCarthy era,93
6,הואהופיעברשימההשחורה ,He was blacklisted ,He is blacklisted,91
7,הוא נאלץ לעשות כל מיני דברים כדילפרנסאותנו ,He had to do all kinds of things to keep us going ,He had to do all sorts of things for our livelihoods,65
8,כמו מה ,Like what ,Like what,100
9,- הוא היה נהדר ,He was blacklisted ,- He was great,60
10,אני מבינה למה כוונתך בהישרדות ,I see what you mean by a survivor ,I understand what you mean by survival,73
11,הקיץהזהחלףמהר מדי ,This summer went by too fast ,This summer has passed too quickly,61
12,פרסמתימספרסיפוריםקצרים ,Oh I've published a couple of short stories ,I published a book of short stories,82
13,אך מעולם לא הקדשתי אתכלזמנילכך ,I've never been able to do it full time ,But I never devoted all my time to it,68
14,אינךרוצהלשמועעלכך ,You don't want to hear about all this ,You do not want to hear about it,84
15,ליין הראתה לי כמה מהסיפוריםהקצריםשלך חשבתישהםנפלאים ,You know Lane showed me some of your short stories and   I thought they were wonderful ,Lane showed me some of your short stories I thought were wonderful,88
16,רציתי לשוחח אתך לעתיםקרובותכל כך  אךמעולםלא היינולבד ,I've wanted to talk to you so often    but we never seem to be alone ,I wanted to talk to you so often but never to be alone,91
17,הסתובבנויחד לא אמרתדבר ,Well we walked around together You didn't say anything ,We walked around together you said nothing,73
18,נהניתמהתקליטשמצאתי כךשהיוםלא היהבזבוזמוחלט ,At least you liked the record I found you so it wasn't a complete waste of time ,Enjoying the record I found so today was not a complete waste,66
19,זה מצחיק פעם הייתי מאוהבת בבחורשהעריץאת ארטטייטום ,It's so funny because I used to be in love with a boy who just idolised Art Tatum ,It's funny I used to be in love with a guy who adored Arttateum,68
20,זההיהלפנישנים בביקוריהראשוןבפריז ,Well this was years ago on my first visit to Paris ,This was years ago on his first visit to Paris,90
21,בילינו קיץ שלם בניסיונות להבהיראחדלשניאתרגשותינו ,And we spent a summer trying to make each other understand our feelings ,We spent an entire summer trying to convey our feelings to each other,76
22,העובדה שהבנו רק מספר מילים לאשינתהדבר ,The funny thing was it didn't matter that we only knew a few words ,The fact that we only understood a few words to blame for this,62
23,-אנירצינית ,- I'm serious!,-I'm serious,100
24,איפהכולם ,- Where is everyone ,Where is everybody,86
25,איך אני נראית ,- How do I look ,how do I look,100
26,"אל תגידו "" זקנה ושמנה"" ","Don't say ""old and fat"" ","Do not say ""old and fat""",84
27,מתייגיעוהאורחים -כל רגע ,Great What time do the guests arrive ,When will the guests arrive - every moment,61
28,מה עשיתם לפני שירדנו ,What were you two doing before we came down ,What did you do before we got off?,71
29,-מי רוצה מה ,- All right Who wants what ,-Who wants what,74
30,אתהיודעמה אנירוצה פיטר ,- Stephanie what do you want ,You know what I want Peter,69
31,מה את רוצה סטפאני ,- Stephanie what do you want ,"What do you want, Stephanie?",100
32,- וודקה בבקשה ,- Vodka please ,Vodka please,100
33,מגיעלהםמשהוטוב ממני ,They deserve better than me ,They deserve something better than me,84
34,ליין טוענת שאתה חושבשחייחסרימשמעות ,- Lane says you think my life is trivial ,Lane claims you think my life is meaningless,63
35,לאאמרתיזאת ,- I never said that ,I did not say that,63
36,רציתי לומר לך כל כך הרבהדברים ,I had so many things I wanted to say to you ,I wanted to tell you so many things,77
37,ישכאןאנשים ועודאמוריםלבוא ,Oh well it's you know  There are people coming over and people here so  ,There are people here and more are supposed to come,63
38,- לא פיטר אתה לא לוחץ ,- No you're not pushy ,- No Peter you're not pressing,68
39,חבלשלאהייתכאן כלהקיץ ,I wish you'd been here for the whole summer ,Too bad you've not been here all summer,61
40,- ארט טייטום ובן ובסטר ,It's Art Tatum and Ben Webster ,Art Taitum and Ben Webster,89
41,מצחיק ,- It's funny ,is funny,89
42,-מה ,- What ,-what,100
43,התנהגתי כמו גולם כשפגשתיאותך ,I made a complete fool out of myself when I met you ,I acted like a pupa when I met you,61
44,חשבתישאתהכל כך חמוד ,No I  I just thought you were so sweet ,You thought you were so cute,68
45,באמת ,- Really ,really,100
46,זהמאודמחמיאלי ,- Well I'm very flattered ,This is very flattering to me,62
47,מיהו ארט טייטום ומיהו בן ובסטר ,Which one is Art Tatum and which is Ben Webster ,Who is Art Taitum and who is Ben Webster,85
