,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,גם אתה בול ,You too Bull ,You're a bull too,83
1,אני חושב שאצא לטיול קטן ,I think I'll take a little walk ,I think I'm going for a little walk,73
2,-איזו בחורה ,- What gal ,- What a girl,74
3,זו שחושבת שאתה נראה טוב יותר בלי הכובע ,The one that thinks you look better without that hat ,The one who thinks you look better without the hat,88
4,ספר לה מדוע אתה חובש אותו ,Why don't you tell her why you're wearing it ,Tell her why you're wearing it,81
5,כבר סיפרתי לה ,I've already told her ,I've already told her,100
6,היא טוענת שהנחת לה לעשות מעצמה צחוק ,Says you let her make such a fool out of herself ,She claims you let her make fun of herself,76
7,צבא של חברים יש לי צבא של חברים ,A host of friends I have a host of friends ,Army of Friends I have an army of friends,77
8,מצטער בקשר לרגל ,- I'm sorry about that leg ,Sorry about the pilgrimage,76
9,להתראות ,I'll see you ,See you,74
10,-אני מקווה שיש לך זמן להניח לי לטפל בגב שלך ,- I hope you have time to let me fix your back ,- I hope you have time to let me take care of your back,85
11,אני אהיה מוכן ,I'll be ready ,I'm ready,73
12,השארתי אותה במורד הרחוב לפני שהתחיל כל הבלגן ,I left her down the street just before this ruckus started ,I left her down the street before the whole mess started,81
13,היא בטח תבוא בקרוב ,She'll probably be around pretty soon ,She's probably coming soon,63
14,הרגע דיברתי איתה ,- I just talked to her down at her place ,I just talked to her,69
15,-ובכן ,- Well ,-Well,100
16,לו רצת לנשיאות לא היית זוכה בקול שלה ,Well if you was running for president I figure you wouldn't get her vote ,If you ran for president you would not have won her vote,72
17,מה עשיתי ,Well what did I do ,what did I do,84
18,היא אמרה שנמאס לה לחכות לגבר בזמן שהוא מתרוצץ ועושה מעצמו מטרה לכל אחד שעולה בדעתו לירות ברובה ,Well she said she was plumb through waiting on a man whilst he's running around being a target for anybody that had a notion to shoot a gun ,She said she's tired of waiting for a man while he runs around and makes himself a target for anyone who thinks of shooting a rifle,67
19,היא אמרה שהיא לא עומדת בזה יותר ,Said she just couldn't take it no more ,She said she could not stand it anymore,62
20,-באמת ,- Well ,-really,60
21,הרעיון המרכזי היה שהדלת סגורה ,The main idea was the door was closed ,The main idea was that the door was closed,94
22,ובכן קול מה בכוונתך לעשות ,Well what did I do ,Well sound what you intend to do,64
23,מה אני יכול לעשות ,What can I do ,What can I do,100
24,אי אפשר להתווכח עם דלת סגורה ,Can't argue with a closed door ,You can not argue with a closed door,91
25,אני שמח שאתה אומר זאת ,Glad to hear you say that ,I'm glad you said that,72
26,אתה תסתבך עם הנשים האלה ,You get in a lot of trouble with women like that ,You'll get involved with these women,69
27,זכור מה שקרה לי ,You remember what happened to me ,Remember what happened to me,93
28,אתה חושב שאעשה מעצמי צחוק כמו שעשית אתה ,You think I'm gonna make a fool out of myself like you did ,You think I'll make myself laugh like you did,74
29,בעצמך אמרת שאתה לא סובל להיות כבול ,Cole you told me yourself you cannot stand to be tied down in one place ,You yourself said that you do not tolerate being bound,62
30,בעצמך אמרת כשישבת ממש כאן  ,You said yourself sitting right here on this  ,You yourself said when you sat right here,78
31,-אל תכניס לי מילים לפה ,- Don't put words in my mouth!,- Do not put words in my mouth,87
32,ואם מישהו ילמד אותי על נשים זה בטח לא אתה!,And if I'm gonna have somebody tell me about women it isn't gonna be you!,And if anyone teaches me about women it's probably not you!,63
33,-זה הקב שלי ,- That's my crutch ,- This is my crutch,73
34,-איפה האחר ,- Where's the other one ,-Where is the other,82
35,שם מתחת לאף שלך ,Right over there It's right under your nose ,There under your nose,66
36,-זה תחת הזרוע הלא נכונה קול ,- You got it under the wrong arm Cole ,-It's under the wrong arm sound,68
37,מנסה למנוע מבחור מלעשות מה שהוא רוצה ,Trying to keep a fella from doing what he wants to do ,Trying to stop a guy from doing what he wants,80
38,הדרך לגרום לו לעשות משהו היא להגיד לו לא לעשותו ,I reckon the way to get him to do something is to tell him not to do it ,The way to get him to do something is to tell him not to do it,93
39,רק אם רצה בכך מלכתחילה ,Not if he didn't want to do it in the first place ,Only if he wanted to in the first place,77
40,-אתה חושב שהוא יישאר פה ,- You reckon he'll stay here ,- You think he'll stay here,75
41,יהיה טוב אם הוא יישאר אתה בטח תחכה קצת תמצא לך בחורה חדשה ותעשה מעצמך צחוק שוב ,Be a good thing to have him here 'cause you'll likely wait a bit find a new gal make a fool of yourself all over again ,It's good if he stays you will probably wait a bit you will find you a new girl and make fun of yourself again,63
42,תפסיק להכניס לי מילים לפה ,Now stop putting words in my mouth ,Stop putting words in my mouth,94
43,בול אני זקוק לך ,Bull I need you ,Bull I need you,100
44,-אתה מה ,- You what ,- You're what,84
45,-אני זקוק לך ,Bull I need you ,-I need you,80
46,אם תתחיל להיות חביב אליי בטוח שאעזוב אותך ,Well now if you start being nice to me I'll quit you for sure ,"If you start liking me, I'll be sure to leave you",66
47,ההלם יהיה גדול מדי ,The shock would be too much ,The shock will be too great,74
48,לעזאזל! לקח לך הרבה זמן לחשוב על זה ,Darn it took you a long time to think of that one ,damn it! It took you a long time to think about it,73
49,שריף נראה שתישאר בעבודתך ,Sheriff it looks like you're gonna keep your job ,Sheriff seems to stay in your job,62
50,כן העיירה תהיה שקטה אחרי שתעזוב קול ,Yeah it'll be a nice quiet town after you leave Cole ,Yes the town will be quiet after you leave Cole,75
51,מאין לך שאני עוזב ,How do you know I'm leaving ,Where do you know I'm leaving,82
52,יומן הקפטן תאריך כוכבי 1533 6 ,Captain's log stardate 1533 6,Captain's Diary Star Date 1533 6,72
53,הקפטן והקצין הראשון משתגרים אלינו עם נוסע מיוחד ,Its captain and first officer are beaming over to us with an unusual passenger ,The captain and first officer are sent to us with a special passenger,75
54,קפטן רמראט אני קפטן קירק ,Captain Ramart I'm Captain Kirk ,Captain Ramrat I'm Captain Kirk,97
55,זהו הנווט שלי טום ניליס ,- This is my navigator Tom Nellis ,This is my navigator Tom Nilis,95
56,וזה הנוסע הצעיר שלנו צ'ארלי ,- This is our young castaway Charlie ,And this is our young passenger Charlie,74
57,צ'ארלי אוונס המסמכים שלו ,Charlie Evans His dossier ,Charlie Evans documents his,81
58,מר אוונס ,Mr Evans ,Mr. Evans,100
59,שמענו רבות עליך ברוך הבא לספינה ,We've heard a great deal about you ,We've heard a lot about you Welcome to the ship,62
60,צ'ארלי בחור נהדר ,Charlie Evans His dossier ,Charlie is a great guy,60
61,הדברים שהוא למד  ,- The things that he's learned  ,The things he learned,86
62,לחשוב שהוא בילה את כל חייו לבדו על הכוכב ההוא כולם נהרגו רק כמה מיקרו קלטות ללמוד מהן ,To think this boy's spent practically his whole life alone on that planet everyone killed just a few micro-tapes to learn from ,To think he spent all his life alone on that planet everyone was killed just a few micro tapes to learn from them,84
63,כמה אנשים כמוני יש על הספינה זו ,How many humans like me on this ship ,Some people like me are on this ship,61
64,כמו עיר שלמה בחלל צ'ארלי ,Like a whole city in space Charlie ,Like an entire city in Charlie's space,78
65,הצוות של הספינה הזו יותר מ 400 איש נכון קפטן ,Over 400 in the crew of a starship aren't there captain ,The crew of this ship more than 400 people true captain,71
66,נוכל לעשות משהו עבורך קפטן ,Is there anything we can do for you captain ,We can do something for you Captain,74
67,מלאי של אספקה רפואית ,Medical supplies provisions ,Stock of medical supplies,77
68,מאות ,Hundreds ,Hundreds,100
69,כולם אנושיים כמוני ,All human like me ,Everyone is human like me,67
70,זה מרגש ,That's exciting ,It is exciting,83
71,רואה אנו רוצים להשאיר את צ'ארלי אצלנו אבל קרוביו חיים על מושבה 5 ,You see We'd like to keep Charlie with us but with his closest living relatives on Colony V,See we want to keep Charlie with us but his relatives live on Colony 5,78
72,והספינה שלך טסה בכיוון  אני רוצה לראות כעת את הספינה שלך ,- and your vessel going that way why  - I'd like to see your ship now ,And your ship is flying in the direction I want to see your ship now,68
73,את אנשיה ואת הכל ,All of it The people and everything ,Its people and everything,80
74,זה נחשב ללא בסדר ,That's considered wrong ,It is considered wrong,89
75,יש לנו מבחר גדול של קלטות בידור לא ,We have a large supply of entertainment tapes gentlemen ,We have a large selection of entertainment tapes no,77
76,אפילו לא ברנדי סיריאני ,- Nothing Not even Saurian brandy ,Not even Syrian brandy,79
77,אנחנו בסדר תודה ,We're fine thank you ,We're fine thanks,86
78,מסע נעים קפטן ,Pleasant journey ,Pleasant journey Captain,80
79,תודה לך ,Thank you ,Thank you,100
80,סמלת ראנד זהו צ'ארלס אוונס ,Yeoman Rand this is Charles Evans ,Sergeant Rand This is Charles Evans,76
81,"תראי לו את חדרו ותמסרי את תיקו האישי במשרדו של ד""ר מקקוי ",Show him to his quarters and drop his records off at Dr McCoy's office ,Show him his room and hand over his personal file to Dr. McCoy's office,73
82,בוא איתי בבקשה ,Come with me please ,Come with me please,100
83,את בחורה ,Are you a girl ,you are a girl,100
84,זו בחורה ,Is that a girl ,This is a girl,86
85,זו בחורה ,Is that a girl ,This is a girl,86
86,אלו מסעות ספינת החלל אנטרפרייז ,These are the voyages of the starship Enterprise ,These are Enterprise spaceship voyages,81
87,X צ'ארלי יומן הקפטן תאריך כוכבי 1533 7 ,Captain's log stardate 1533 7 ,X Charlie Captain Diary Stars Date 1533 7,63
88,אספנו נוסע לא רגיל להעביר למושבה אלפא 5  צ'ארלס אוונס ,We have taken aboard an unusual passenger for transport to Colony Alpha V ,We collected an unusual passenger to transfer to the Alpha 5 colony Charles Evans,68
89,הניצול היחידי מהתרסקות ספינת משא לפני 14 שנה ,Charles Evans the sole survivor of a transport crash 14 years ago ,The only survivor of a cargo ship crash 14 years ago,74
90,תגיד לי מלאי המזון שהיה בספינה לא יתכן שהספיק ל 14 שנה ,Tell me the ship's supply of food concentrates couldn't have lasted 14 years ,Tell me the stock of food that was on the ship could not have been enough for 14 years,64
91,אחרי שאזל מצאתי דברים אחרים לאכול שפשוט  גדלו בסביבה ,After that I found other things to eat just growing around ,After I ran out I found other things to eat that just grew around,89
92,ולמדת לדבר רק באמצעות שמיעה להקלטות הספינה ,And you learned to talk by just listening to the ship's tapes ,And you learned to speak only by listening to the ship's recordings,75
93,מאגרי המידע עדיין עובדים ,The memory banks still worked ,The databases are still working,63
94,הם דיברו אלי ואני דיברתי בחזרה ,They talked to me and I talked back ,They talked to me and I talked back,100
95,אתה 4 0 ,You're 4-0 ,You're 4 0,100
96,ה  הקפטן  ,- That captain  ,The captain,87
97,קירק ,Kirk ,Kirk,100
98,למה הוא קורא לי מר אוונס ,Why does he call me Mr Evans ,Why is he calling me Mr. Evans?,81
99,מפני שזהו שמך ,Because that's your name ,Because that's your name,100
100,הוא לא  הוא לא כמו קפטן רמראט,He's not  - Well he isn't like Captain Ramart ,He no he is not like Captain Ramrat,81
101,קפטן קירק הוא יחיד במינו צ'ארלי ,Captain Kirk is one of a kind Charlie ,Captain Kirk is one of a kind Charlie,100
102,אתה מחבב אותי ,Do you like me Why not ,You like me,67
103,חלק  מהספינה האחרת לא חיבבו אותי ,Some  The other ship They didn't like me ,Some of the other ship did not like me,81
104,ניסיתי ,I tried ,I tried,100
105,אני מנסה לגרום לאנשים לחבב אותי ,I'm trying to make people like me ,I'm trying to get people to like me,82
106,אני רוצה שהם יחבבו אותי ,- I want them to like me ,I want them to like me,100
107,רוב בני ה 17 עושים את זה ,- Most 17-year-olds do ,Most 17 year olds do that,89
108,בוא נלך ,Come on let's go ,let's go,67
109,היי אשים את הציוד במקום ,Hey I'll put the equipment away ,Hi I'll put the equipment in place,74
110,אראה אותך בחדר המנוחה אה ,See you in the Rec Room huh ,I'll see you in the restroom ah,79
111,הבאתי לך מתנה ,I brought you a present ,I brought you a present,100
112,או תודה ,Oh thank you ,"Oh, Thanks",76
113,אני באמת מעריכה זאת אבל  ,I really appreciate it but  ,I really appreciate it though,80
114,אני חייבת ללכת ,But I have to go ,I have to go,86
115,אני בתפקיד ,I'm on duty ,I'm on duty,100
116,את אוהבת את הסוג הזה ,- Do you like that kind ,You like that kind,92
117,כן ו  זה האהוב עלי ,- Yes I  It's my favourite ,Yes and this is my favorite,76
118,היכן השגת את זה ,Where did you get it ,Where did you get it?,100
119,אני יודעת אבל היכן  יו אני מאחרת צ'ארלי ,I know but where did  Gee I'm late Charlie ,I know but where yo I'm late for Charlie,84
120,א  אני באמת צריכה ללכת ,I really have to go ,A. I really need to go,70
121,את לא יכולה להישאר ולדבר עוד קצת ,Can't you stay and talk a little while ,You can not stay and talk a little longer,76
122,למה שלא תצטרף אלי בחדר מנוחה 6 סיפון 3 ,Why don't you join me in Recreation Room 6 Deck 3 ,Why not join me in a rest room 6 deck 3,73
123,צ'ארלי ,Charlie!,Charlie,100
124,או חשבתי  אל תכעסי ,I thought  Don't be angry ,Or I thought do not get angry,75
125,אני לא  רציתי  צ'ארלי אתה  ,I didn't  - I wanted  - Charlie you  ,I did not want Charlie you,87
126,אתה  אתה לא יכול להסתובב ולטפוח לבחורות על ה  זה בסדר אבל אל תעשה זאת שוב ,You just don't go around slapping girls on the  It's okay but just don't do it again ,You you can not turn around and pat girls on it it's okay but do not do it again,71
127,"תקשיב למה שלא תספר לקפטן קירק או לד""ר מקקוי מה עשית והם יסבירו לך את זה בסדר ",Look why don't you tell Captain Kirk or Dr McCoy what you did and they'll explain it to you okay ,Listen to what you do not tell Captain Kirk or Dr. McCoy what you did and they will explain it to you fine,83
128,אעשה זאת ,- I will ,I'll do it,62
129,טוב ,Good ,are good,67
130,אבל תגיד לי איזו סיבה הייתה לו לשקר אם יש שם יצורי אנרגיה ,But tell me what reason would he have to lie if there are Thasians ,But tell me what reason he had to lie if there were energy creatures there,70
131,זוהי שאלה מאוד מעניינת ,That is a very intriguing question ,This is a very interesting question,84
132,הסורקים לא מראים הפרעות ברביע הזה קפטן ,Scanners show no disturbances in this quadrant captain ,The scanners show no interruptions in this quarter captain,73
133,טוב ,Good ,are good,67
134,"ד""ר מקקוי מר ספוק מכין  ",Dr McCoy Mr Spock is working out  ,Dr. McCoy Mr. Spock prepares,62
135,"סלחו לי קפטן דו""ח מצב ",- Excuse me captain status report ,Forgive me Captain Status Report,83
136,תודה ,- Thank you ,Thanks,67
137,הוא מכין תוכנית לימודים לצ'ארלי אוונס  היסטוריית כדור הארץ הרקע האישישלוועודדבריםכאלה ,He's working out a training programme for Charlie Evans Earth history his own background that sort of thing ,He is preparing a curriculum for Charlie Evans Earth History The personal background of such things,66
138,אני רוצה שתיתן לו את המידע רפואי הנחוץ על בעיית  א  גיל ההתבגרות ,I'd like you to give him the necessary medical orientation on the problems of adolescence ,I want you to give him the necessary medical information about the problem of adolescence,76
139,אתה לא חושב שעדיפה דמות האב חזקה כמוך ,Don't you think it'd be better for a father image like you ,You do not think that a strong father figure like you is preferable,62
140,הוא כבר מנסה להידמות לך ,- He already looks up to you ,He's already trying to be like you,73
141,בונז התפקיד הזה שלך ,- The job is yours Bones ,Bones This role is yours,83
142,חנופה לא תביא אותך לשום מקום ,Flattery will get you nowhere ,Flattery will get you nowhere,100
143,אתה מאמין לאגדה הזו מר ספוק שיצורי האנרגיה עדיין קיימים על הכוכב ,Do you believe the legend that Thasians still exist on that planet in some form ,You believe in this legend Mr. Spock that the energy creatures still exist on the planet,72
144,קיומו של צ'ארלי מוכיח שחייבת להיות תבונת חיים על טאסוס,Charlie's very existence proves in fact there must be some intelligent form of life on Thasus ,Charlie's existence proves that there must be a life wisdom on Thassos,69
145,לא יכול להיות שהוא הצליח לשרוד לבד ,He could not possibly have survived alone ,It could not be that he managed to survive alone,63
146,"ד""ר אתה מדבר בצורה מדעית או רגשנית ",Doctor are you speaking scientifically or emotionally ,Dr. You speak in a scientific or emotional way,78
147,רבותי העובדה היא שהבחור פה הוא חיי והוא צריך את עזרתנו ,Gentlemen The fact is the boy is here and he's alive and he needs our help ,Gentlemen the fact is that the guy here is my life and he needs our help,78
148,והוא צריך הכוונה ודמות אב ג'ים ,And he needs a guide and he needs a father image Jim ,And he needs the guidance and character of Father Jim,67
149,אסתמך על היכולת שלך לספק לו זאת  או למצוא לו אחד ,I'll depend on your astute abilities to supply him with that Or find him one ,I will rely on your ability to provide him with this or find him one,71
150,אני מצטערת ,I'm sorry ,I'm sorry,100
151,עשיתי זאת שוב נכון ,I did it again didn't I ,I did it right again,74
152,או על ספינת החלל אנטרפרייז יש מישהו המחופש לשטן,Oh on the starship Enterprise There's someone Who's in Satan's guise,Or on the Enterprise spaceship there is someone disguised as a devil,62
153,עם אוזני שטן ועיניי שטן שיכול לעקור את ליבך,Whose devil ears and devil eyes Could rip your heart from you,With devil ears and devil eyes that can uproot your heart,73
154,ואז המגע שלו הופך לפרוע אהבת החייזר שלו יכולה להכאיב,And then his touch would barbarize His alien love could victimize,Then his touch becomes wild and his alien love can hurt,70
155,ולעקור את ליבך ממך וזו הסיבה שאסטרונאוטיות,And rip your heart from you And that's why female astronauts,And uproot your heart from you which is why astronautics,76
156,או כל האסטרונאוטיות מחכות מבועתות ונרגשות,Oh very female astronauts Wait terrified and overwrought,Or all the astronauts are waiting terrified and excited,67
157,לגלות מה הוא יעשה,To find what he will do,Find out what he will do,94
158,בחורות בחלל היזהרו אנו לא יודעות מה הוא יעשה,Girls in space be wary We know not what he'll do ,Girls in space be careful we do not know what he will do,77
159,כעת מכוכב בחלל הגיע עלם לא רגיל,Now from a planet out in space There comes a lad Not commonplace,Now from a planet in space came an unusual elf,64
160,או צ'ארלי הוא יקירינו החדש יקירינו אהובנו,Oh Charlie's our new darling Our darling our darling,Or Charlie is our new darling and our beloved darling,76
161,צ'ארלי הוא יקירינו החדש אנו לא יודעות מה הוא יעשה,Charlie's our new darling We know not what he'll do,Charlie is our new darling we do not know what he will do,85
162,רוצה לראות משהו ,Want to see something ,Want to see something,100
163,תהפכי אותם ,Turn them over ,Flip them over,64
164,ובכן איך עשית את זה ,Well how did you do that ,Well how did you do that,100
165,אני יכול לבצע הרבה תעלולי קלפים ,I can do a lot of card tricks ,I can do a lot of card tricks,100
166,אחד מאנשי אנטריס הראה לי ,One of the men on the Antares showed me ,One of the people of Antris showed me,76
167,אני לא מאמינה ,I don't believe it ,I do not believe,82
168,על כדור הארץ היום חג ההודיה ,On Earth today it's Thanksgiving ,On Earth today is Thanksgiving,94
169,אם הצוות צריך לאכול לוף מבשר מלאכותי ארצה שזה יראה כמו תרנגול הודו ,If the crew has to eat synthetic meat loaf I want it to look like turkey ,If the crew needs to eat a loaf of artificial meat on the ground it will look like a turkey,70
170,צ'ארלי ,- Charlie ,Charlie,100
171,קפטן ,- Captain - Yes ,Captain,78
172,אני אמור לשאול אותך משהו ,- I'm supposed to ask you something ,I'm supposed to ask you something,100
173,למה אסור לי  אני לא יודע איך להסביר את זה ,Why shouldn't I - I don't know how to explain it ,Why I should not I do not know how to explain it,85
174,טוב במסדרון ראיתי  כשג'אניס  כשסמלת ראנד הייתה  ובכן עשיתי את זה לה ,Well in the corridor I saw  When Janice  When Yeoman Rand was  ,Well down the hall I saw when Janice when Sergeant Rand was well I did it for her,69
175,היא אמרה שאתה תסביר לי את זה אני ,- She said you'd explain it to me ,She said you would explain it to me,88
176,אני מבין ובכן  יש דברים שאתה לא יכול לעשות לגברת ,There are things you can do with a lady Charlie that you  Well there's no right way to hit a woman ,I understand well there are things you can not do for a lady,61
177,אה צ'ארלי אתה  אה אין דרך נכונה להכות אישה ,There are things you can do with a lady Charlie that you  Well there's no right way to hit a woman ,Oh Charlie you ah there's no right way to hit a woman,65
178,אני מתכוון בין גברים זה דבר אחד אבל אה גבר ואישה אה זה אה  זה אה  טוב זה אה משהו אחר ,I mean man-to-man is one thing but man and woman it's  Is  Well it's another thing ,I mean between men it's one thing but ah man and woman ah it ah it ah well it's ah something else,73
179,הבנת ,- Do you understand ,Understanding,67
180,אני לא יודע ,- I don't know ,I do not know,88
181,קפטן קירק ,- Captain Kirk ,Captain Kirk,100
182,"קירק כאן קפטן רמראט מאנטריס מתקשר בערוץ ""די"" ",Kirk here Captain Ramart of the Antares is on D channel ,"Kirk here Captain Ramrat Mantris communicates on the ""Di"" channel",69
183,אני כעת בדרך לגשר ,I'm on my way to the bridge now ,I'm on my way to the bridge now,100
184,אני יכול להצטרף ,- Can I come ,I can join,60
185,אני לא חושב כך ,- I don't think so ,I dont think so,90
186,אנטריס אתם יכולים להגביר את השידור ,We're barely reading your transmission ,Enter you can increase the transmission,62
187,אנו בקושי קולטים את שידוריכם ,We're barely reading your transmission ,We barely pick up your broadcasts,62
188,אנו בעוצמה המרבית אנטרפרייז ,We are at full output Enterprise ,We are at maximum enterprise power,73
189,אני חייב לדבר עם קפטן קירק ,I must speak to Captain Kirk ,I have to talk to Captain Kirk,72
190,קירק כאן קפטן רמראט ,Kirk here Captain Ramart ,Kirk here Captain Ramrat,96
191,היא לא הייתה בנויה טוב ,It wasn't very well-constructed ,It was not well built,62
