,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אתה רוצה לראות אותו,You want to see him,You would like to see him,73
1,לא,No,No,100
2,כן  המפקד,Yes sir,Yes sir,100
3,-פרוקטור !,-Proctor!,-Purore!,62
4,-כן  המפקד,Yes sir,-Yes sir,100
5,הכנס את רב-הניצב מיד,Send the Commissioner in immediately,Insert the rabbi immediately,62
6,-חשבתי שאמרת לבקש ממנו ללכת,-I thought you said to send him packing,-I thought you said to ask him to go,68
7,כן  המפקד,Yes sir,Yes sir,100
8,-יש לך בעיה המפקד האריס,-You have a problem Capt Harris,-You have a Harris Commander's problem,84
9,-כן  המפקד,Yes sir,-Yes sir,100
10,אזרחים שעושים עבודה משטרתית,Citizens doing police work,Civilians who do police work,74
11,המושל של המדינה הזו חושב שהתוכנית מבריקה,The Governor of this state thinks that this program is absolutely brilliant,The governor of this country thinks the plan is brilliant,70
12,אז עד שהוא לא ישנה את דעתו גם אתה ואני נהיה בדעה זו,So until he changes his mind that's what you and I think too,So until he doesn't change his mind and I will be in this opinion,69
13,אתה מסכים,Agreed,You agree,67
14,-כן  המפקד,-Yes sir,-Yes sir,100
15,-טוב,-Good,-are good,67
16,לא אכפת לי מה חושבים המושל או ראש העיר,I don't give a damn what the Governor or the Mayor thinks,I don't care what the governor or mayor think,82
17,התוכנית של לאזרד היא טעות וכל מי שחושב אחרת טועה,Lassard's program is a mistake  and anyone who thinks otherwise is wrong,Lazard's plan is a mistake and anyone who thinks otherwise is wrong,93
18,אל תיגע באלה!,Don't touch those!,Don't touch these!,94
19,אתה תצטרך לעזוב,You're gonna have to leave,You will have to leave,71
20,אני אקרא למשטרה,I'll call the police,I will call the police,81
21,אני מתכוונת לכך,-That's me,I mean that,70
22,בסדר אני הולך,Okay I'm going,Ok i go,67
23,אני מסתלק מכאן,I'm out of here,I get out of here,81
24,חכי רגע,Wait a minute,wait a second,62
25,אני המשטרה,I am the police,I am the police,100
26,אני כאן כדי לדבר על המ ש א ז,I'm here to speak about C O P,I am here to talk about the m,72
27,אני מצטערת,I'm sorry I didn't,I'm sorry,67
28,ללא המדים  בגדים אזרחיים גורמים לאנשים להרגיש יותר בנוח,Regular human clothes make people more comfortable,Without the uniforms civilian clothes make people feel more comfortable,68
29,אני חייב ללכת למחותנים שלי לארוחת ערב,I got to go to my in-laws' for dinner tonight,I have to go to my greetings for dinner,67
30,אתה רוצה לבוא,You want to come,you want to come,100
31,השוטר הייטאואר אני כאן כדי להצטרף לתוכנית המ ש א ז החדשה,Officer Hightower I'm here to join the new C O P Program,Officer Hitar I am here to join the new g,74
32,אני מכיר אותך,Do I know you,I know you,87
33,כן  היית מושיב אותי על ברכיך,Yeah you used to bounce me on your knee,Yes you would have seated me on your knees,69
34,טומי קונקלין הקטן,Little Tommy Conklin,Tommy Congress Little,78
35,"-אבל עכשיו הם קוראים לי ""בית """,-But now they call me House,"-But now they call me ""home""",94
36,-טומי קונקלין,-Tommy Conklin,-Thelin Tommy,72
37,ברוך הבא,Welcome aboard,Welcome,67
38,אתה יכול להירשם שם,You can register right over there,You can sign up there,63
39,"""דע כיצד להחזיק מקל-רועים","""know how to hold a sheep-hook",“Know how to hold a shepherd,82
40,"""או למד לפחות משהו אחר","""Or have learned aught else at least",“Or learned at least something else,70
41,זה היה מרגש,That was exciting,It was exciting,88
