,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,מה את מתכוונת לעשות אימא ,ALICE: What are you going to do ,"What are you going to do, Mom?",83
1,-אני לא יודעת ,I don't know pal ,-I do not know,76
2,מה אתה מתכוון לעשות ,ALICE: What are you going to do ,What are you going to do,89
3,אנחנו באותה סירה אתה יודע ,We're in this together you know ,We're in the same boat you know,74
4,בטח את מסוגלת לעשות משהו ,TOMMY: You've got to be able to do something ,You must be able to do something,77
5,התפקיד היחיד שאי פעם עשיתי היה לשיר ,ALICE: The only job I ever had was singing ,The only job I ever did was sing,82
6,זה לא פגי לי ,It ain't Peggy Lee ,It's not Peggy to me,63
7,יש לי בעיה קטנה  ,-I had a little trouble--,I have a little problem,84
8,-עוד שבע דולר ,-Seven more dollars ,- Another seven dollars,67
9,תודה רבה מעולה ,Thank you very much Terrific ,Thank you very much excellent,67
10,אני אהיה בן 12 במונטריי ,TOMMY: I'm going to turn 12 in Monterey ALICE:,I'm going to be 12 in Monterey,78
11,אני לא יכולה לחכות עד שתראה את זה ,I can't wait till you see it TOMMY:,I can not wait until you see it,77
12,תודה ,Thank you ,Thanks,67
13,את מבקשת 12 5 דולר על הצעיף הזה ,WOMAN: Are you asking $12 50 for this shawl ALICE:,You're asking for $ 12 for this scarf,61
14,כן אבל ראי המחיר המקורי הוא 50 ,This is the original price tag ,Yes but the original price mirror is 50,67
15,זאת תווית המחיר המקורית ,This is the original price tag ,This is the original price tag,100
16,אני לא יודעת זה יפיפה אבל זה יקר מדי עבורי ,I don't know It is beautiful but that's too much for me ,I do not know it is beautiful but it is too expensive for me,75
17,אני לא יודעת ,No I couldn't ,I do not know,62
18,-גם אני לא ,Neither do I ,-me neither,73
19,אני מסוגלת להתאבד לפני שהיום הזה יסתיים ,I may kill myself before this day is over ,I'm capable of suicide before this day is over,67
20,אני לא מאמינה שלא מכרתי את זה:,I can't believe I didn't sell this:,I can not believe I did not sell it:,75
21,סינר עבודת יד עם פרח רקום עליו ,a homemade apron with a daisy on it ,Handmade apron with a flower embroidered on it,67
22,גברת הייתי רוצה לתת לך את זה בתור מתנה ,Ma'am I'd like to give this to you as a present ,Madam I would like to give it to you as a gift,67
23,לא אני לא יכולה ,No I couldn't ,No i can not,72
24,בבקשה בתור טובה ,Please as a favor to me ,Please as a favor,85
25,זה ישמח אותי אם תיקחי את זה ,It would make me happy if you'd take it ,It will make me happy if you take it,91
26,אני ממש מעריכה את זה ותודה רבה ,I certainly do appreciate it and thank you ,I really appreciate it and thank you very much,68
27,בבקשה ,You're welcome ,you are welcome,97
28,אני קצת עצבנית לאחרונה ,I've been kind of nervous lately ,I've been a little nervous lately,74
29,ביי ,Bye ,Bye,100
30,נעל את הדלת שלך ,Lock your door ,Lock your door,100
31,הלוואי שלא היית הולכת ,I wish you weren't going ,I wish you would not go,64
32,יש מקום במכונית ,There's room in the car ,There is room in the car,89
33,רוצה לבוא איתנו ,Want to come with us ,Want to come with us,100
34,לעזוב את קן והילדים ,Just leave Ken and the kids flat ALICE:,Leave Ken and the kids,73
35,והם לא יראו אותך שוב ,And they never saw you again ,And they will not see you again,75
36,אני יכולה לדמיין את הפנים שלהם ,I can see their faces ,I can imagine their faces,83
37,הלוואי ויכולתי ,I wish I could ,I wish I could,100
38,ביי הרולד ,ALICE: Bye Harold ,Bye Harold,77
39,הייה ילד טוב ,-Be a good boy now ,Be a good boy,87
40,-בסדר ,-Okay ,-OK,67
41,אכתוב לך ,I'll write to you ,I will write to you,78
42,את לא אנשים אומרים אבל לא מבצעים ,No you won't People say they will but they don't ,You are not people who say but do not perform,60
43,אל תבכי ,Don't cry ,Do not cry,84
44,זה גורם לי לבכות ,That'll make me cry ,It makes me cry,71
45,מי יצחיק אותי ,-Who's going to make me laugh ,Who will make me laugh,68
46,-לא לא בי ,-No Don't Bea ,"- No, not me",67
47,ביי ,Bye ,Bye,100
48,שמרי על עצמך ,Take care of yourself ,Take care of yourself,100
49,-אשמור ,Maybe I will ,-I will save,78
50,-אלוקים יברך אותך ,-God bless you ,-God bless you,100
51,תודה על הכול ,Thank you for everything ,thanks for everything,89
52,או אלוקים ,Oh God ,Or Gd,73
53,אנחנו עדיין שם ,Are we there yet ,We're still there,67
54,אל תביט אחורה ,Don't look back ,Do not look back,90
55,כול המדינה חרא ,The whole state is shit ALICE:,The whole country is shit,70
56,אל תדבר מילים מלוכלכות טומי ,Don't talk dirty Tommy ,Do not speak dirty words Tommy,73
57,כמה פעמים אני צריכה להגיד לך ,How may times do I have to tell you ,How many times do I have to tell you,99
58,תן לי צ'יפס ,Give me a potato chip ,Give me chips,71
59,מה הכוונה ,-What do you mean ,What does that mean,69
60,רוצה שאעצור ,ALICE: You don't want me to stop ,Wants me to stop,64
61,לא אני אודיע לך כשזה יגיע ,No I'll tell you when I feel it coming ,No I will let you know when it comes,62
62,פתח את הדלת ,Get the door open ALICE:,open the door,72
63,הוצא את ראשך מהחלון ,Stick your head out the window ,Get your head out the window,83
64,אתה לא רוצה שאעצור ,ALICE: You don't want me to stop ,You do not want me to stop,77
65,-לא ,No ,-No,100
66,אני מרגיש שוב פעם ,I feel it again ,I feel once again,81
67,כוון מחוץ לדלת ,Aim it out the door ,Aim outside the door,82
68,אתה לא רוצה שאעצור ,ALICE: You don't want me to stop ,You do not want me to stop,77
69,-לא ,No ,-No,100
70,כך נגיע מוקדם יותר למונטריי ,No We'll get to Monterey sooner ,That's how we'll get to Monterey sooner,83
