,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,﻿הנה אתה ,There you are ,Here you are,96
1,חיפשתי אותך ,I was looking for you ,I've been looking for you,78
2,יהושע הלך אז אתה ואמילי חופשיים ללכת ,Joshua's gone so you and Emily are free to go ,Joshua went so you and Emily are free to go,86
3,זה בסדר ,It's okay ,It's OK,88
4,היא עדיין שם נהנית מהמסיבה המזוייפת ,She's still in there enjoying her fake party ,She's still there enjoying the fake party,87
5,זה כבר מאוחר מדי לעשות את מה שתיכננתי ,It's too late to do the stuff I had planned ,It's too late to do what I planned,75
6,אני מצטערת ,I'm sorry ,I'm sorry,100
7,הרסתי לך את הערב ,I ruined your evening ,I ruined your evening,100
8,כן ,Yeah ,Yes,57
9,אם זה יגרום לך להרגיש יותר טוב עשיתי מעצמי טיפשה ,If it makes you feel any better I made a fool of myself ,If it will make you feel better I have made a fool of myself,87
10,עוזר קצת ,Helps a little ,Helps a little,100
11,יש מקום למפסידן מעורר חמלה ,Is there room on that step for a pathetic loser ,There is room for a pitiful loser,72
12,-אני מצטערת ,I'm sorry ,-I'm sorry,100
13,-זה בסדר ,-It's okay ,-It's OK,88
14,זה היה רק שבועיים ,It was just a two-week thing anyway ,It was only two weeks,61
15,רק לא רציתי שזה ייגמר כך ,I just didn't want it to end this way ,I just did not want it to end that way,91
16,או אולי לא רצית שזה יגמר ,Or maybe you didn't want it to end ,Or maybe you did not want it to end,90
17,למה את מתכוונת ,What do you mean ,What do you mean,100
18,נראה שאתה מאוד מחבב אותה ,You seem to really like her ,You seem to like her very much,74
19,אני באמת מחבב אותה ,You seem to really like her ,I really like her,68
20,מה אני אעשה ,I really do ,what will I do,64
21,הסכמנו שזה יהיה רק לשבועיים ,We agreed it'd be a two-week thing ,We agreed that it would only be for two weeks,71
22,בלי מחויבות ,No commitment ,Without commitment,77
23,הבחורה הזאת בילתה את כל הערב בדיבורים עם החברים שלך  וביקשה לשמוע סיפורים עליך  ולהסתכל באלבומי תמונות של מוניקה ,That girl just spent the entire evening talking to your friends asking to hear stories about you looking through Monica's photo albums ,This girl spent the whole evening talking to your friends and asked to hear stories about you and look at Monica's photo albums,84
24,אתה לא עושה דברים כאלה אם אתה בעניין רק לשבועיים ,You don't do that if you're just in it for two weeks ,You do not do such things if you are only interested for two weeks,71
25,את חושבת ,You think ,do you think,86
26,יש לך 14 שעות עד שהיא תהיה בשדה התעופה ,You've got 14 hours until she has to be at the airport ,You have 14 hours until she's at the airport,82
27,ואתה יושב כאן במסדרון  עם מעודדת בת עשרים ושמונה עם שפה נפוחה ,And you're sitting here in a hallway with a 28-year-old cheerleader with a fat lip ,And you're sitting here in the hallway with a twenty-eight-year-old cheerleader with a swollen lip,83
28,את צודקת ,You're right ,You're right,100
29,תודה ,Thanks ,Thanks,100
30,איזה אלבום תמונות זה היה ,What photo album was it ,What a photo album it was,96
31,אני לא יודעת ,I don't know ,I do not know,88
32,זה היית אתה עם חבורת ילדים לבקנים ,It was you and a bunch of albino kids ,It was you with a bunch of albino kids,88
33,אלו לא היו ילדים לבקנים ,Oh my God! Those weren't albino kids ,These were not albino children,68
34,זה היה מחנה מחשבים!,That was computer camp!,It was a computer camp!,86
35,אתה מפסידן מעורר חמלה נכון ,-You're a pathetic loser right ,You are a true compassionate loser right,58
36,-הו כן ,-Oh yeah ,-Oh yes,77
37,שב!,I don't know ,Sit down!,60
38,הו אלוהים ,Oh my God ,Oh god,80
39,יהושע ,Joshua ,Joshua,100
40,תראי  כל הדברים שאמרתי על זה שאני לא מוכן  ,Look all those things I said about not being ready,Look at all the things I said about not being ready,87
41,-הם לא נכונים ,-They're all true ,-They are wrong,67
42,-הכל נכון ,-They're all true ,-All true,67
43,"אבל  אני אוהבת את ה""אבל"" הזה ","But  I love that ""but ""","But I love this ""mourning.""",60
44,אתה רוצה להיכנס פנימה לשתות קפה ,Do you want to go inside and get some coffee ,You want to go inside for a coffee,82
45,אוקיי ,Okay ,Okay,100
46,בכל פעם ,Every time ,Every time,100
47,-מה יש לך שם ,-What do you got there ,- What do you have there?,84
48,-את יודעת מה הולך טוב עם זה ,-You know what goes good with that ,- You know what's going well with this,72
49,אבל זה הרבה יותר טוב ,But that's better ,But it's much better,70
50,-מה בדבר הודו מעושן ,-How about that smoked turkey ,- What about smoky India,60
51,-אוקיי ,Okay ,-Okay,100
52,הו מאמא!,Oh mama!,Oh Mama!,100
53,-מתי התינוק מגיע ,-When is the baby due ,-When the baby arrives,63
54,-ששה חודשים ,-Six months ,- Six months,100
55,לא אם אני אגיע לשם ראשונה ,Not if I get there first ,Not if I get there first,100
56,- מה זה ,-What's that ,- What is,67
57,-טריגר פותח את הסתימה במקלחת ,-Treeger's snaking the shower drain ,-Trigger opens the blockage in the shower,62
58,מה בשם כל השדים ,What in the name of hell ,What's the name of all the demons,74
59,אולי הוא מצא את הסנדל שלך ,Maybe he found your flip-flop ,Maybe he found your sandal,69
60,זהפורנו ,Is this porn ,This is porn,100
61,מה עשיתי בטח לחצתי על משהו בטעות ,I must have hit something on the remote ,What I did I must have clicked on something by mistake,60
62,אנחנומשלמיםעל זה ,Do we pay for this ,We pay for it,65
63,לא בכלל לא שילמנו את החשבון לכבלים ,We didn't even pay our cable bill ,We did not pay the cable bill at all,75
64,אולי ככה הם מענישים אותנו ,Maybe this is how they punish us ,Maybe that's how they punish us,79
65,אולי נפסיק לשלם חשבון טלפון ,Maybe we shouldn't pay our phone bill ,We may stop paying a phone bill,71
66,סקס טלפוני בחינם ,Free phone sex ,Free phone sex,100
67,אולי לא צריך לשלם את חשבון הגז ,Maybe we shouldn't pay our gas bill ,You may not have to pay the gas bill,65
68,ג'ואי לחץ על משהו בשלט וזה פשוט הופיע ,Joey pressed something on the remote and it just came on ,Joey pressed something on the remote and it just showed up,84
69,זה היה כמו למצוא כסף ,It was like finding money ,It was like finding money,100
70,כמו למצוא כסף שיש עליו אנשים ערומים!,Finding money with naked people on it!,Like finding money that has naked people on it!,84
71,ואז עשיתי טעות וכיביתי את הטלוויזיה ,But I made the mistake of turning off the TV ,Then I made a mistake and turned off the TV,80
72,ואני עצוב ,And I'm sad ,And I'm sad,100
73,בשביל מה הוא כיבה את הטלוויזיה ,Why would he turn off the TV ,What did he turn off the TV for?,71
74,אז שאף אחד לא יגע בשלט ושאף אחד לא יגע בטלוויזיה ,So no one touches the remote and no one touches the TV ,So that no one will touch the remote and no one will touch the TV,84
75,ושאף אחד לא יגע באוויר שליד הטלוויזיה ,And no one touches the air around the TV ,And that no one should touch the air near the TV,77
76,דמיינו לעצמכם בועת-הגנת-פורנו אם תואילו ,Imagine a protective porn bubble if you will ,Imagine a porn-protection bubble if you will,95
77,עוד יש לנו פורנו ,We still have porn ,We still have porn,100
78,מה את עושה ,What are you doing ,What do you do,75
79,זה כבד מדי ,That's too heavy ,It's too heavy,73
80,תני לי ,Give it here ,Give me,63
81,אלוהים ,Oh God ,God,67
82,אני יותר מדי בהריון בשביל שולחן המסז' הטיפשי הזה ,I'm too pregnant for lugging around a stupid massage table ,I'm too pregnant for this silly massage table,72
83,אני צריכה למצוא עבודה עם שולחן יותר קטן ,I need a job with a smaller table ,I need to find a job with a smaller table,89
84,או עבודה בלי שולחן ,Or a job without a table ,Or work without a desk,57
85,משהו כמו רופאה ,You mean like a doctor ,Something like a doctor,76
86,את מסתירה את הפורנו! זוזי!,You're blocking the porn!,You're hiding the porn! Move!,75
87,זה מזכיר לי ,That reminds me ,it reminds me,71
88,אני צריכה ללכת לגניקולוג שלי היום ,I have to see my ob-gyn today ,I need to go to my gynecologist today,64
89,אמילי נסעה זה עתה לנמל התעופה ,Emily just went to the airport ,Emily had just driven to the airport,76
90,למה אתה לא לקחת אותה ,Why didn't you take her ,Why do not you take it,76
91,הדוד שלה תכנן לעשות את זה ,Her uncle had planned to do it ,Her uncle planned to do it,93
92,ואנחנו כבר נפרדנו הבוקר ,We said our goodbyes this morning ,And we've already said goodbye this morning,74
93,אתה בטח מרגיש נורא ,You must feel horrible ,You must be feeling terrible,60
94,היי לבנים יש פורנו בחינם ,Hey the guys have free porn ,Hey whites have free porn,81
95,היי תתעודד ,Hey cheer up ,Hey cheer up,100
96,אתם תתראו שוב לא ,You'll see her again right ,You will see no again,60
97,אני לא יודע ,I don't know ,I do not know,88
98,כל פעם שידברתי איתה על זה היא אמרה  זה כל כך נהדר למה חייבים לדבר על העתיד ,"When I brought it up she said ""This is so fantastic Why talk about the future ",Every time I talked to her about it she said it's so great why one must talk about the future,64
99,-בוא נהנה  ,"-Let's enjoy""",- Let's enjoy,100
100,-עזוב את המבטא ,-Don't do the accent ,- Leave the accent,63
101,אמילי אמרה שאני די טוב ,Emily said I was pretty good ,Emily said I'm pretty good,89
102,טוב זה מישהו שאתה צריך להיצמד אליו ,Well that's someone you should hang on to ,Well this is someone you need to stick to,66
103,אתה חייב לפגוש אותה שוב ,You've got to see her again ,You must meet her again,72
104,- למה זה כל כך אכפת לך ,-Why do you care ,- Why do you care so much?,79
105,כי ככה אתה תגשים את הפנטזיה שלי ,You could live out my fantasy ,Because that's how you'll fulfill my fantasy,60
106,יש לך פנטזיות על אמילי ,You had fantasies about Emily ,You have fantasies about Emily,95
107,לאתה יודע הפנטזיה הגדולה ,You know the fantasy ,You know the big fantasy,91
108,לפגוש מישהו מארץ אחרת להתאהב בטירוף ולחיות יחד לתמיד ,Meet a foreigner fall madly in love and spend your lives together ,Meet someone from another country to fall madly in love and live together forever,73
109,"בגלל זה בביה""ס את היית החברה היחידה של הילד מאוקראינה ",Is that why you hung out with that Ukrainian kid in school ,That's why at school you were the only child's girl from Ukraine,62
110,כן וגם מפני שאמא שלו היתה שמה קרם על כל דבר ,Yeah plus his mom used to put sour cream on everything ,Yes and also because his mother would put cream on everything,64
111,אתה אוהב אותה ,You love her ,You love her,100
112,אמרנו שזה יהיה לשבועיים ,We said it would only be two weeks ,We said it would be for two weeks,87
113,אתה אוהב אותה!,You love her ,You love her!,100
114,מה זאת אהבה בעצם ,What is love really ,What is love really,100
115,ידעתי שאתה אוהב אותה!,I knew you loved her!,I knew you loved her!,100
116,אתה צריך לנסוע לנמל התעופה ולספר לה!,You go to the airport and tell her ,You need to drive to the airport and tell her!,81
117,בטח תתפוס אותה בדיוק בשער ,You'll probably catch her at the gate ,You'll probably catch her right at the gate,92
118,"אתה תקרא בשמה ותצעק  ""אני אוהב אותך!"" ","You'll call her name and yell ""I love you!""","You will call her name and shout ""I love you!""",84
119,"והיא תגיד ""גם אני אוהבת אותך"" ותהיה לכם נשיקה מדהימה ","She'll say ""I love you too!"" Then you will have the most amazing kiss ","And she will say ""I love you too"" and you will have an amazing kiss",75
120,כל מי שיהיה בסביבה ימחא כפיים ,Everyone at the gate will applaud ,Everyone around will applaud,75
121,אני באמת מנשק טוב ,I am a good kisser ,I'm really good at kissing,64
122,ואז תוכלו להתגנב לתא הטייס ,Then you two can sneak into the cockpit ,Then you can sneak into the cockpit,95
123,העניינים יתחילו להתחמם ,Things will start to heat up ,Things started to heat up,87
124,ואז הדיילת תיכנס  אני רואה יותר מיד פורנו לאחרונה ,And then a stewardess comes in  I've been watching too much porn ,Then the stewardess will come in. I'm watching more porn lately,69
125,- אלה הפעימות לב ,-Is that the heartbeat ,These are the heartbeats,76
126,דיברנו כבר על האפשרות של כמה לידות ,Have we talked about multiple births ,We have already talked about the possibility of several births,63
127,בואי נגמור עם זה ,Let's take care of this one ,Let's get this over with,59
128,אני אקח ממך כרטיס ביקור למקרה של עוד הריון ,If I get pregnant again I have your card ,I'll take a business card from you in case of another pregnancy,60
129,שלושה ואתם פחדתם שלא יהיה לי אפילו אחד ,You guys were worried I wouldn't even have one ,Three and you were afraid I would not have even one,68
130,הרופאים טועים כל הזמן ,Doctors are wrong all the time ,The doctors are wrong all the time,94
131,את בטוחה שיש שם שלושה ,Are you sure that there are three ,You're sure there are three,90
132,-בהחלט ,-Definitely ,-Definitely,100
133,אז עוד כמה חודשים יהיו שלושה תינוקות גדולים שיסתובבו בתוכי ,So in a few months I'll have three babies walking around inside me ,So in a few more months there will be three big babies walking around inside me,77
134,זה יהיה כמו בפארק מים כשהם יוצאים במהירות ,It'll be like one of those log rides when they come shooting out ,It will be like a water park when they come out fast,59
135,מהאתיודעת ,What do you know ,what do you know,100
136,-האם היתה לך פעם שלישיה ,-Have you ever had triplets ,- Have you ever had a threesome,80
137,-לא אני מצאערת לא היתה ,-No I'm sorry I haven't ,-No I'm sorry there was not,58
138,אני הולכת להשתמש בזה הרבה ,I'm going to use this a lot ,I'm going to use it a lot,85
139,איך היה אצל הרופא ,How'd it go at the doctor's ,How was the doctor?,62
140,אתם מכירים את זה שאתם הולכים ברחוב  ורואים שלושה אנשים בשורה ,You know how when you're walking down the street and you see three people in a row ,You know you're walking down the street and you see three people in a row,94
141,"ואומרים לעצמכם ""איזה נחמד"" ","And you say ""Oh that's nice ""","And say to yourself ""how nice""",67
142,חדשות טובות!,Good news!,good news!,100
143,יהיו לכם שלושה תינוקות ,You'll have three babies ,You will have three babies,84
144,שלושה תינוקות ,Three babies ,Three babies,100
145,סוף סוף יש לי להקה!,I've finally got my band!,I finally have a band!,67
146,תהיה לנו משפחה גדולה!,We'll have a big family!,We will have a big family!,83
147,תמיד רציתי משפחה גדולה!,I always wanted a big family ,I always wanted a big family!,100
148,איזה יופי שזה משמח אתכם!,Oh God I'm so glad you're happy!,What a beauty it makes you happy!,57
149,פחדתי שתלחצו ,I was afraid you'd be freaked ,I was afraid you would press,63
150,נכון ,Right ,Right,100
151,תהיו שמחים!,Back to happy!,Be happy!,67
152,יהיה בסדר  כי אני מורה לכלכלת בית ,It's going to be fine because I teach home ec ,Would be fine because I am a home economics teacher,69
