,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-הוא היה נדבן ,- He was a philanthropist ,- He was a philanthropist,100
1,הספד טיוטה שניה ,Eulogy second draft ,A second draft obituary,71
2,חברים שותפים לעבוד מחזיקי מניות התאספנו לקבור את וונדל ארמברוסטר הבכיר לא להלל אותו ,Friends co-workers stockholders we come to bury Wendell Armbruster Sr not to praise him ,Partner Partners Work Shareholders Gathered to Bury Senior Wendell Armbuster Not to Praise Him,72
3,האיש הרשע היה  תתעלם מזה ,The evil men do  Ignore that ,The evil man would ignore it,65
4,וונדל ארמברוסטר הבכיר היה אדם לכל עת ,Wendell Armbruster Sr was a man for all seasons ,Senior Wendell Armbuster was a man of all time,77
5,החליפה גיהצתי אותה ,The suit I pressed it ,The suit I ironed it,73
6,החולצה כמו חדשה ,The shirt it's like new ,The shirt is like new,91
7,המצאה גדולה כמו מברשת שיניים חשמלית מירוץ גלגיליות אלקה-זלצר ,Like electric toothbrush roller derby Alka-Seltzer ,A great invention like an electric toothbrush Elka-Zeltzer roller coaster,60
8,אני אוהב את אמריקה ,I lived in America ,I love America,81
9,חייתי באמריקה ,I lived in America ,I lived in America,100
10,אנשים נפלאים ,Wonderful people ,Wonderful people,100
11,כל כך אדיבים כאשר עזבתי את ניו יורק הם לקחו אותי לשדה התעופה בלימוזינה ,When I left New York they took me to airport in limousine ,So kind when I left New York they took me to the airport in a limousine,89
12,הם שמו אותי על מטוס ונופפו לשלום ,They put me on plane They waved goodbye - Who's they ,They put me on a plane and waved goodbye,76
13,-מחלקת ההגירה ,- The immigration department ,Immigration Department,92
14,אתה גורשת ,- You were deported ,You're being deported,79
15,-כן ,- Yes ,-Yes,100
16,אבל במחלקה ראשונה באמריקה כאשר הם מגרשים אותך הם יודעים איך ,In America when they deport you they know how to do it ,But first class in America when they evict you they know how,74
17,מושב ליד החלון דיילת בלונדינית יפה האכילה אותי בכף כל הדרך ,Beautiful blonde stewardess feeding me with a spoon all the way across ,Sitting by the window a pretty blonde stewardess fed me with a spoon all the way,68
18,-בשביל מי עבדת שם ,- Who'd you work for over there ,- For whom you worked there,81
