,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני חושב שהאמן פשוט ראה אותו באופן הזה ,I think the artist just saw him that way ,I think the artist just saw it that way,96
1,אפשר לראות שעל אף הסגנון המופשט של הצייר הוא תמיד חותם את השם שלו בצורה ראליסטית לא כך ,You notice no matter how abstract the painter he always signs his name realistically doesn't he ,It can be seen that despite the painter's abstract style he always seals his name in a not so realistic way,70
2,כמובן ,[Laughing] Of course ,of course,67
3,האם היית בבית הערב ,[Man] Were you home tonight ,Were you home tonight,91
4,-לא אדוני ,Oh no sir ,- Not sir,75
5,אשתי ואני עזבנו את הבית בשעה שמונה ,My wife and I left the house at 8:00 ,My wife and I left home at eight o'clock,68
6,זה הערב החופשי הקבוע שלנו ,It's our regular night off ,This is our regular free evening,66
7,זה רק אתה ואשתך ,There's just you and your wife ,It's just you and your wife,84
8,אין עוד משרתים במקום הגדול הזה ,No other servants in a place this size ,There are no more servants in this great place,71
9,ובכן מר מת'יוס מארח בביתו לעיתים רחוקות בלבד ,Well Mr Mathews seldom entertained ,Well Mr. Matthews rarely hosts in his house,61
10,הוא התגרש לפני שנים רבות ואין לא הרבה חברים ,He was divorced many years ago and has very few friends ,He divorced many years ago and there are not many friends,73
11,הערב אני חושב שהוא תכנן להעביר בקריאה בחדרו ,Tonight I believe he planned to spend in his room reading Just a minute ,Tonight I think he planned to pass by reading in his room,77
12,אתה רוצה עוד משהו ממר אוונס ,You want anything more from Mr Evans ,You want something more from Mr. Evans,74
13,לא ,No ,No,100
14,בבקשה אדוני!,Please sir !,please sir!,100
15,מר מת'יוס היה מאוד קפדן לגבי עישון ,Mr Mathews was very fussy about smoking ,Mr. Matthews was very strict about smoking,82
16,מצטער ,Oh sorry ,Sorry,77
17,דוקטור תתקשר אלינו ממרכז העיר בסדר ,Oh Doctor call us from downtown will ya ,Doctor call us from downtown fine,78
18,אני לא חושב שנתיחת הגופה תשנה את חוות דעתי ,Oh I don't think the autopsy will change my opinion ,I do not think the autopsy will change my mind,85
19,זה היה כדור בודד ,It was a single bullet ,It was a lone bullet,86
20,ושעת המוות ,And the time of death ,And the hour of death,76
21,-כן הגופה הייתה עדיין חמה ,Yeah The body was still warm ,-Yes the body was still hot,78
22,נדבר מאחור יותר קפטן ,Talk to you later Captain ,We'll talk back more Captain,60
23,מר קינגסטון ,Oh Mr Kingston ,Mr. Kingston,88
24,ניסיתי להשיג אותך ,I've been trying to reach you ,I tried to reach you,78
25,אני נורא מצטער ,I'm so terribly sorry ,I'm so sorry,73
26,-כן הדוד שלך כנראה ירד למטה  סיפרתי לו על המקרה ,Yes your uncle probably came down  ,-Yes your uncle probably went downstairs I told him about the case,65
27,-אחרי בילוי בגלריה כך הוא טוען ,After some party at a gallery he says ,-After spending time in the gallery so he claims,60
28,יש שני ציורים חסרים נראה לי ,There are two paintings missing I think ,There are two missing paintings it seems to me,82
29,אוונס לא נתן לנו לגעת בשום דבר למעט המסגרות ,Evans wouldn't let us touch anything but the frames ,Evans did not let us touch anything except the frames,79
30,אין בעיה כל עוד תיזהר ,No problem as long as you're careful ,No problem as long as you are careful,90
31,-אלה שכאן ,[Man] These right here ,- The ones here,61
