,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,﻿המלכה!,The Queen!,The Queen!,100
1,המלכה!,The Queen!,the Queen!,100
2,השגיחו על המלכה!,Look to the Queen!,Take care of the queen!,62
3,איזבל השגיחי שהגבירות מוכנות ,Isabel see that the ladies are prepared ,Isabel made sure the ladies were ready,68
4,איזבל לכי!,Isabel go!,Isabel go!,100
5,היכן היית סר פרנסיס ,Where were you Sir Francis ,Where were you Sir Francis,100
6,אני רק מקווה שהוד מעלתה תורחק בבטחה מהסכנה ,I only hope that Her Majesty may be safely delivered from this present danger ,I just hope Her Majesty is safely removed from danger,63
7,האם חדר השינה מוכן ,Is the bedchamber ready ,Is the bedroom ready,79
8,היה רגועה גבירתי ,Be calm Madam ,Be calm madam,100
9,בבקשה אל תעשו מהומה ,Please do not fuss ,Please do not make a fuss,84
10,-איש לא מורשה להכנס ,- No-one is to enter ,- No one is allowed in,63
11,-כן סר ווילאם ,- Yes Sir William ,-Yes Sir William,100
12,-השאר כאן ותשגיח ,- Stay in here now and watch ,- Stay here and take care,61
13,-כן סר פרנסיס ,- Yes Sir Francis ,"- Yes, Sir Francis",100
14,מצטער לורד רוברט ,Sorry Lord Robert ,Sorry Lord Robert,100
15,אמרתי לאף אחד ,I said no-one ,I told no one,77
16,לא ,No ,No,100
17,לא כשאנג'ו במשחק ,Not with Anjou in play ,Not when Anju is in the game,60
18,תמיד ישנו טירוף אדון אליוט ,There is always madness Master Elyot ,"There's always a madman, Mr. Elliott",71
19,היתה כאן מטרה ,Yes but he was present ,There was a purpose here,57
20,ישנה סיבה מאחורי זה ,There is reason behind it ,There is a reason behind this,81
21,אז אלברו יש לו הכי הרבה סיבות ,There is reason behind it ,So Albero has the most reasons,62
22,כן אבל הוא היה נוכח ,Yes but he was present ,Yes but he was present,100
23,הוא מיושב בדעתו מדי לזה ,He is too subtle for that ,He is too settled in his mind for that,73
24,הוא אינו מיושב בדעתו ויש לו עוד יותר סיבות ,He is not so subtle and has even more cause ,He is not settled in his mind and has even more reasons,71
