,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,מדוע ,Why ,why,100
1,מממ ,Mmm ,Hmmm,86
2,ובכן ,Well ,Well,100
3,תיזהר ,Be careful ,Be careful,100
4,מה אתה זומם ,What are you cooking up ,What are you up to,83
5,ממזר שכמותך ,Old bastard ,A bastard like you,62
6,אני אגיד לך ,I'll tell you ,I will tell you,79
7,תראה ,Look ,Look,100
8,זוכר את זה ,Remember that ,Remember that,100
9,הו לא לא!,Oh no no!,Oh no no!,100
10,כן!,Yes!,Yes!,100
11,כן!,Yes!,Yes!,100
12,אה כן!,Oh yes!,Oh yes!,100
13,זה כואב ,It hurts ,It hurts,100
14,נכון שזה כואב ,It hurts ,It's true it hurts,62
15,אני שם בושם על הפקדון שלי ,I put perfume on my pawn ,I put perfume on my deposit,75
16,הנה!,There!,here!,89
17,אני מפנק את הפקדון שלי ,I'm pampering my pawn ,I pamper my deposit,60
18,אני עושה אותך יפה ,I'm making it beautiful ,I make you beautiful,70
19,הנה כמה יפה ,How beautiful ,Here's how beautiful,79
20,גברתי תראו כמה הוא יפה ,Madam look how beautiful he is ,"Ma'am, look how beautiful he is",90
21,במשך 40 שנים לא היה כלום ,In 40 years never ,For 40 years there was nothing,60
22,היום 3 פעמים ,Today 3 times ,Today 3 times,100
23,אבל תגיד לי  אבל הראש שלך  ,But tell me  But your head  ,But tell me but your head,100
24,אתה כבר לא שר ,You're no longer minister ,You no longer sing,65
25,הו הו!,Ho ho!,Oh oh!,60
26,הו הו!,Ho ho!,Oh oh!,60
27,איש בעל עין אחת!,One-eyed man!,A man with one eye!,73
28,איש בעל עין אחת!,One-eyed man!,A man with one eye!,73
29,כן מונסניור ,Yes Monseigneur ,Yes Monsignor,86
30,-עדיין אף אחד ,- Still nobody ,- Still no one,75
31,-לא ,- No ,-No,100
32,אתה פקח את העיניים ,Open your eyes you ,You opened your eyes,95
33,ואתה: הופ!,And you: hop!,And you: Hop!,100
34,אילם!,Mute!,Mute!,100
35,זה המזל שלי ,That's just my luck ,That's my luck,85
36,אוי!,Ouch!,Oh!,67
37,אל תסתכל ,Don't look ,Do not look,86
38,קדימה קדימה ,Go on go on ,come on come on,69
39,אתה הולך לישון טוב ,Don't worry You're going to sleep well ,You're going to sleep well,81
40,ומאוחר יותר במיטה הזו כאשר אתה תתעורר  תהייה הפתעה  ,And later in that bed when you wake up there will be a surprise ,And later in this bed when you wake up there will be a surprise,92
41,לא לזוז ,Don't move ,Do not move,86
42,אחזור שוב בתוך 5 דקות ,I'll be back in 5 minutes ,I'll be back in 5 minutes,100
43,מיאתה ,But who are you ,Who are you,85
44,יש שם מישהו ,There's somebody ,there is someone in there,63
45,התוכי סיפר לי הכל ,The parrot told me everything ,The parrot told me everything,100
46,אה כן ,Oh yes ,Oh yes,100
47,אבל בכל זאת יש מישהו מתחת למיטה שיכול לשמוע אותך ,But be still there's somebody under the bed who can hear you ,But still there is someone under the bed who can hear you,92
48,אה החדר הזה קן האהבה הזה הפרחים ארוחתהערב ,Ah this room this love nest the flowers the dinner ,Oh this room this love nest flowers the dinner,90
49,הו תנשך אותי שוב חיה קטנה שלי ,Oh bite me again little animal ,Oh bite me again my little animal,95
50,אולי נשתה  תחילה משהו   ,What if we drank something first ,Maybe we should drink something first,70
51,אתה מנסה לשכר אותי ,Are you trying to get me drunk ,You're trying to hire me,74
52,-קודם אתה ,You first ,-you first,100
53,-אחרייך ג'ואניטה את הלב שלי !,- After you Juanita Mi corazon!,- After you Juanita my heart!,78
54,מונסניור!,Monseigneur!,Monsignor!,80
55,מה זה מה קורה ,What's happening ,What is what is happening,78
56,תקפו את האילם ,The mute has been attacked ,Attack the mute,73
57,בלאז!,Blaze!,Blaze!,100
58,זה חייב להיות הוא ,It must be him ,It must be him,100
59,הזקנה!,The old woman!,Old woman!,82
60,מה היא עושה כאן ,What's she doing there ,What is she doing here,73
61,-אבל מי היא ,But who is she ,-But who is she,100
